areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00037894,45.2,54.8
E00037895,42.3,57.7
E00037896,37.3,62.7
E00037924,57,43
E00038274,57.8,42.2
E00038275,51,49
E00038276,54.1,45.9
E00038277,48.8,51.3
E00038278,41.2,58.8
E00038279,50.4,49.6
E00038280,42.3,57.7
E00038281,42.9,57.1
E00038282,62.2,37.8
E00038283,48.9,51.1
E00038284,46.2,53.8
E00038285,49.3,50.7
E00038286,54.5,45.5
E00038287,38.1,61.9
E00038288,35.9,64.1
E00038289,48.5,51.5
E00038290,38.4,61.6
E00038291,51.3,48.7
E00038292,47.7,52.3
E00038293,38,62
E00038294,60.2,39.8
E00038295,45.1,54.9
E00038296,39.2,60.8
E00038297,44.5,55.5
E00038298,50,50
E00038299,57.9,42.1
E00038300,44.9,55.1
E00038301,45.8,54.2
E00038302,52.3,47.7
E00038303,57.6,42.4
E00038305,56.4,43.6
E00038306,52.7,47.3
E00038307,60.1,39.9
E00038308,54.9,45.1
E00038309,59.1,40.9
E00038310,44,56
E00038311,37.8,62.2
E00038312,55.7,44.3
E00038313,33.9,66.1
E00038314,36.6,63.4
E00038315,43.1,56.9
E00038316,45.9,54.1
E00038317,52.2,47.8
E00038318,44.7,55.3
E00038319,61.7,38.3
E00038320,37.4,62.6
E00038321,34.4,65.6
E00038322,37.7,62.3
E00038639,59,41
E00038640,53.6,46.4
E00038641,37.3,62.7
E00038642,39.7,60.3
E00038643,40.1,59.9
E00038644,41.8,58.2
E00038645,30.8,69.2
E00038646,39.1,60.9
E00038647,32,68
E00038648,23.2,76.8
E00038649,30.5,69.5
E00038650,34.5,65.5
E00038651,50,50
E00038652,34.1,65.9
E00038653,51.2,48.8
E00038654,45.5,54.5
E00038655,29.5,70.5
E00038656,37.5,62.5
E00038657,34,66
E00038658,34,66
E00038659,44.6,55.4
E00038660,30.9,69.1
E00038661,58.3,41.7
E00038662,39.4,60.6
E00038663,72.6,27.4
E00038664,32.9,67.1
E00038665,44.6,55.4
E00038666,59.2,40.8
E00038667,29.2,70.8
E00038668,44.2,55.8
E00038669,59.6,40.4
E00038670,40.4,59.6
E00038671,65.2,34.8
E00038672,39.6,60.4
E00038673,44.9,55.1
E00038674,36.8,63.2
E00038675,43.8,56.2
E00038676,38.4,61.6
E00038677,43.9,56.1
E00038678,44.4,55.6
E00038679,28.3,71.7
E00038680,46.7,53.3
E00038681,33.7,66.3
E00038682,32.9,67.1
E00038683,39.2,60.8
E00038684,42.5,57.5
E00038685,43.3,56.7
E00038686,42.6,57.4
E00038687,40,60
E00038688,32.9,67.1
E00038689,54.3,45.7
E00038690,62.3,37.7
E00038691,58,42
E00038692,55.3,44.7
E00038693,42.9,57.1
E00038694,43.4,56.6
E00038695,51.8,48.2
E00038696,40.3,59.7
E00038697,41.6,58.4
E00038698,33.9,66.1
E00038699,40.2,59.8
E00038700,36.1,63.9
E00038701,39.8,60.2
E00038702,40.7,59.3
E00038703,46.5,53.5
E00038704,33.8,66.3
E00038706,43.7,56.3
E00038707,51.6,48.4
E00038708,37.8,62.2
E00038709,48.1,51.9
E00038710,37.2,62.8
E00038711,46.6,53.4
E00038712,52.2,47.8
E00038713,50.7,49.3
E00038714,42,58
E00038715,42.6,57.4
E00065546,56,44
E00065547,55,45
E00065548,32.4,67.6
E00065549,23.3,76.7
E00065550,44.8,55.2
E00065551,56.7,43.3
E00065552,44.3,55.7
E00065553,57,43
E00065554,61.2,38.8
E00065555,49.9,50.1
E00065556,50.7,49.3
E00065557,52.7,47.3
E00065558,35,65
E00065559,53.3,46.7
E00065560,55.1,44.9
E00065561,34.3,65.7
E00065562,48.1,51.9
E00065563,41.8,58.2
E00065564,48.1,51.9
E00065565,41.1,58.9
E00065566,42.8,57.2
E00065567,28.3,71.7
E00065568,48.6,51.4
E00065569,47.1,52.9
E00065570,17.8,82.2
E00065571,35.8,64.2
E00065572,36.5,63.5
E00065573,30.6,69.4
E00065574,39.1,60.9
E00065575,60.4,39.6
E00065576,51.9,48.1
E00065577,53.7,46.3
E00065578,52.1,47.9
E00065579,36.4,63.6
E00065580,36.3,63.7
E00065581,37.9,62.1
E00065582,20.1,79.9
E00065583,33,67
E00065584,26.6,73.4
E00065585,30.9,69.1
E00065586,25.3,74.7
E00065587,9.2,90.8
E00065588,21.3,78.7
E00065589,33.7,66.3
E00065590,31.7,68.3
E00065591,41.6,58.4
E00065592,29.4,70.6
E00065593,40.6,59.4
E00065594,38.4,61.6
E00065595,34,66
E00065596,30.7,69.3
E00065597,42.6,57.4
E00065598,42,58
