areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00037894,78,16.7,5.3
E00037895,72.8,20.3,6.9
E00037896,56.5,30.5,13
E00037924,80.1,15.9,4.1
E00038274,83.2,12.1,4.6
E00038275,74.6,17.4,8
E00038276,78.4,16.1,5.5
E00038277,82,14.8,3.2
E00038278,78.9,14.5,6.6
E00038279,83.3,13.1,3.6
E00038280,66.8,16.8,16.4
E00038281,74,20.5,5.6
E00038282,84,11.8,4.2
E00038283,86.9,8.6,4.5
E00038284,69.5,18.4,12.1
E00038285,75.7,15.7,8.6
E00038286,75.4,17.7,6.8
E00038287,81.5,11.7,6.8
E00038288,73.4,19.3,7.2
E00038289,87.5,9,3.5
E00038290,78.3,17.1,4.6
E00038291,81.5,13.4,5.1
E00038292,75.1,15.5,9.4
E00038293,53.3,33.8,12.8
E00038294,77.2,14.8,8.1
E00038295,76.3,16.3,7.4
E00038296,74.6,16.1,9.4
E00038297,66.9,19.3,13.8
E00038298,73.3,18.6,8.1
E00038299,75.7,17.4,6.9
E00038300,74.8,15,10.2
E00038301,74.7,16,9.3
E00038302,83.5,13.3,3.2
E00038303,78.8,15,6.2
E00038305,80.6,12.2,7.2
E00038306,85.1,12.8,2.1
E00038307,74.4,16.5,9.1
E00038308,73.5,19,7.5
E00038309,79,14.7,6.3
E00038310,79.3,17.5,3.2
E00038311,82.4,12.4,5.3
E00038312,81,11.8,7.2
E00038313,81.9,11,7.1
E00038314,86.8,9.7,3.5
E00038315,78.2,13.8,8
E00038316,80.1,13.9,5.9
E00038317,86.5,10.1,3.4
E00038318,75,16.7,8.3
E00038319,80,14,6
E00038320,79.5,14.4,6.1
E00038321,80.1,9.8,10.1
E00038322,73.2,17.5,9.3
E00038639,80.1,16.8,3.1
E00038640,81.2,13.3,5.5
E00038641,78.6,14.5,7
E00038642,79.6,14.2,6.3
E00038643,70.8,18.5,10.7
E00038644,68,17.9,14.1
E00038645,79.8,13.7,6.5
E00038646,75.6,16.7,7.7
E00038647,76.7,15.5,7.8
E00038648,64.5,19.8,15.7
E00038649,62.6,21.7,15.7
E00038650,71.6,16.8,11.6
E00038651,76.2,15.6,8.1
E00038652,68.5,20.4,11.1
E00038653,73.7,16.6,9.7
E00038654,73.2,17.7,9.1
E00038655,79.1,15.2,5.7
E00038656,72.5,16.3,11.2
E00038657,75.6,15.9,8.5
E00038658,60.5,28.4,11
E00038659,73.8,15.2,10.9
E00038660,79.6,14.9,5.5
E00038661,79.1,16.6,4.3
E00038662,69.9,19,11.1
E00038663,58.7,27.5,13.8
E00038664,75,16.2,8.8
E00038665,82.4,12.4,5.3
E00038666,62.5,27.2,10.3
E00038667,65.7,25,9.3
E00038668,67.8,22.4,9.9
E00038669,74.5,17.2,8.3
E00038670,83.5,10.7,5.8
E00038671,81.1,13.9,5
E00038672,79.1,14.7,6.2
E00038673,80.8,12.4,6.8
E00038674,69.7,17.9,12.4
E00038675,80.5,13.6,5.9
E00038676,66.3,21.3,12.4
E00038677,69.5,20.8,9.7
E00038678,67.8,20.6,11.5
E00038679,67.2,18.4,14.4
E00038680,79.4,16.6,4
E00038681,68.8,21.4,9.8
E00038682,79,11.9,9.1
E00038683,71.9,15.8,12.3
E00038684,71.1,18.1,10.8
E00038685,79.2,11.5,9.3
E00038686,75.9,18,6.2
E00038687,75.9,15.3,8.8
E00038688,77.6,15.6,6.9
E00038689,78.1,16.3,5.6
E00038690,67.8,21.3,10.9
E00038691,78.4,16.6,5.1
E00038692,76.4,16.8,6.8
