geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
W00003479,51,26,12.5,10.4
W00003480,67,23.2,1.8,8
W00003482,60.6,17.3,10.2,11.8
W00003493,65,15.7,7.1,12.1
W00003494,67.4,21.2,0,11.4
W00003495,62.3,21.6,6.5,9.5
W00003630,59.9,34.1,0,6
W00003631,49.7,25.2,13.2,11.9
W00003636,26.3,19.2,23.2,31.3
W00003637,50,29.2,5.8,15
W00003638,57.9,32.1,1.4,8.6
W00003639,64.7,26.1,0.8,8.4
W00003640,64.3,19.9,2.3,13.5
W00003641,40.2,26.5,12,21.4
W00003642,31.7,14.3,42.9,11.1
W00003643,35.7,21.4,21.4,21.4
W00003644,39.1,18,6.3,36.7
W00003645,50.8,22.9,1.7,24.6
W00003646,27.5,25,0,47.5
W00003664,63.4,24.7,2.2,9.7
W00003670,45.5,21.4,15.9,17.2
W00003671,60.5,30,0.5,9.1
W00003672,53.8,31.1,7.5,7.5
W00003673,57.6,33.3,0,9.1
W00003674,52.9,31,0,16.1
W00003675,48.6,25.2,13.1,13.1
W00003676,67.5,18.4,2.6,11.4
W00003677,65.1,23.9,0.9,10.1
W00003678,64.2,20.2,1.8,13.8
W00003681,56.3,30.6,2.1,11.1
W00003682,71.5,21.9,0.7,5.8
W00003683,63.2,25.4,0,11.4
W00003684,52.9,17.6,5.9,23.5
W00003692,66.9,20.4,0,12.7
W00003693,60.9,23.3,7.5,8.3
W00003695,66.7,22.2,1.2,9.9
W00003696,36.1,23.8,25.4,14.8
W00003697,54.5,24.8,5.5,15.2
W00003811,57,22.2,3,17.8
W00003812,61.3,24.8,5.8,8
W00003813,53.5,24.8,9.3,12.4
W00003814,59.7,35.3,0.7,4.3
W00003815,48.1,21.6,22.6,7.7
W00010004,63.8,25.4,0,10.7
