geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
W00003479,83.6,0,16.4,0
W00003480,91.4,0,8.6,0
W00003482,95.8,0,2.7,1.5
W00003493,94,0,5.1,0.9
W00003494,91.9,0,7.4,0.7
W00003495,92.5,0,7,0.5
W00003630,91.1,0.2,8.6,0
W00003631,92.2,0.5,7.3,0
W00003636,89.1,0,10.9,0
W00003637,95.4,0,4.6,0
W00003638,93.7,0.3,5.3,0.8
W00003639,91.8,0,8.2,0
W00003640,89.9,0.3,9.5,0.3
W00003641,95.3,0,4.3,0.4
W00003642,94.3,0,5.2,0.5
W00003643,93.5,0,6,0.5
W00003644,88.2,0.3,10.8,0.7
W00003645,91.4,0.9,7.2,0.5
W00003646,77.1,0,22.5,0.4
W00003664,87.8,0.5,11.8,0
W00003670,92.5,0,6.4,1.2
W00003671,93.8,0,6,0.2
W00003672,93.9,0.4,5.7,0
W00003673,92.8,0,7.2,0
W00003674,97.5,0,2.5,0
W00003675,97.2,0,2.3,0.5
W00003676,94,0,5.6,0.4
W00003677,94,0.4,5.6,0
W00003678,90.8,0.4,8.8,0
W00003681,91.3,0.3,7.9,0.6
W00003682,91.9,0,8.1,0
W00003683,95.9,0.4,3,0.7
W00003684,90.8,0.5,8.8,0
W00003692,93.6,0,5.8,0.6
W00003693,93.4,0,6.6,0
W00003695,92.9,0,6.6,0.5
W00003696,97.1,0,2.9,0
W00003697,97.4,0,2.6,0
W00003811,91.5,0,8.5,0
W00003812,87.8,0,11.3,0.9
W00003813,89.4,0.7,9.9,0
W00003814,95.9,0,4.1,0
W00003815,94.3,0.4,5.2,0
W00010004,95.2,0.3,4.6,0
