areacd,disability_3a-001,disability_3a-002
E00070861,19.7,80.3
E00070862,18.4,81.6
E00070863,12.8,87.2
E00070865,24.9,75.1
E00070866,18.2,81.8
E00070867,14.1,85.9
E00070868,11.1,88.9
E00070869,24.3,75.7
E00070870,22.6,77.4
E00070871,16,84
E00070872,16.4,83.6
E00070873,18.2,81.8
E00070874,26,74
E00070875,18.6,81.4
E00070876,14.1,85.9
E00070877,17.7,82.3
E00070878,18.8,81.2
E00070879,24.5,75.5
E00070880,18.3,81.7
E00070881,14.1,85.9
E00070882,12.4,87.6
E00070883,21.5,78.5
E00070884,16.3,83.7
E00070885,25.5,74.5
E00070886,14.3,85.7
E00070887,16.8,83.2
E00070888,17.6,82.4
E00070889,22.2,77.8
E00070890,15.8,84.2
E00070891,19.7,80.3
E00070892,19.4,80.6
E00070893,43.5,56.5
E00112332,15.1,84.9
E00112333,10.5,89.5
E00112334,18.1,81.9
E00112335,17.5,82.5
E00112336,28.3,71.7
E00112337,25.6,74.4
E00112338,20.3,79.7
E00112339,19.2,80.8
E00112340,16.7,83.3
E00112341,11.1,88.9
E00112342,17.3,82.7
E00112343,16.3,83.7
E00112344,14.1,85.9
E00112346,16,84
E00112347,13.2,86.8
E00112348,10.5,89.5
E00112405,14.3,85.7
E00112406,31.8,68.2
E00112407,32.2,67.8
E00112408,17.3,82.7
E00112410,16.8,83.2
E00112411,19.3,80.7
E00112412,19,81
E00112413,17.6,82.4
E00112414,16.3,83.7
E00112415,39.8,60.2
E00112417,21.8,78.2
E00112418,20.1,79.9
E00112419,11.7,88.3
E00112420,13.8,86.2
E00112423,16,84
E00112424,28.4,71.6
E00112545,13.2,86.8
E00112546,32.2,67.8
E00112549,21.1,78.9
E00112552,37.1,62.9
E00112553,29.6,70.4
E00112556,28.7,71.3
E00112562,17.3,82.7
E00112563,24.4,75.6
E00112604,15.3,84.7
E00112605,17.5,82.5
E00112606,16.6,83.4
E00112608,18.3,81.7
E00112610,13.9,86.1
E00112611,14.9,85.1
E00112613,14.7,85.3
E00112614,17,83
E00112615,16.7,83.3
E00112616,17.9,82.1
E00112617,20.4,79.6
E00112619,14.7,85.3
E00112620,12,88
E00112621,15.9,84.1
E00112642,18.1,81.9
E00112643,11.7,88.3
E00112644,26.9,73.1
E00112645,14,86
E00112646,13,87
E00112647,12.7,87.3
E00112648,17.5,82.5
E00112649,14.4,85.6
E00112650,11.9,88.1
E00112651,21.4,78.6
E00112652,10.9,89.1
E00112653,14.6,85.4
E00112655,10.3,89.7
E00112656,11.9,88.1
E00112657,13.3,86.7
E00112658,10.6,89.4
E00112659,13.1,86.9
E00112662,25.3,74.7
E00112663,27.9,72.1
E00112996,16.8,83.2
E00112997,20.6,79.4
E00112998,18.2,81.8
E00112999,16.7,83.3
E00113001,12.7,87.3
E00113013,18.7,81.3
E00113014,13,87
E00113015,19.1,80.9
E00113016,23.6,76.4
E00113017,15,85
E00113024,19.7,80.3
E00113025,13.3,86.7
E00113026,27,73
E00113027,17.9,82.1
E00113028,19.1,80.9
E00113029,15.5,84.5
E00113087,15.6,84.4
E00113088,16.5,83.5
E00113090,12.6,87.4
E00113091,16.8,83.2
E00113163,19.7,80.3
E00113164,23.3,76.7
E00113165,22.2,77.8
E00113166,17.9,82.1
E00113167,13.2,86.8
E00113168,16.1,83.9
E00113169,17.8,82.2
E00113170,35,65
E00113171,13.4,86.6
E00113172,21.6,78.4
E00113193,13.8,86.2
E00113195,23.4,76.6
E00113196,17.7,82.3
E00113197,10.4,89.6
E00113198,17.5,82.5
E00113199,14.6,85.4
E00113200,14.2,85.8
E00113212,15.2,84.8
E00113213,14.5,85.5
E00113214,17.1,82.9
E00113215,16.1,83.9
E00113216,13.3,86.7
E00113217,15,85
E00113218,13.5,86.5
E00113219,17.4,82.6
E00113220,15.4,84.6
E00113221,14.6,85.4
E00113241,16.8,83.2
E00113242,12.6,87.4
E00113243,19.5,80.5
