areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00070861,5.4,23.3,71.3
E00070862,7.9,31.7,60.4
E00070863,4.5,32.8,62.6
E00070865,4.3,27.4,68.4
E00070866,2.6,27.8,69.6
E00070867,2.2,38.5,59.3
E00070868,0.9,27.3,71.8
E00070869,0.8,50,49.2
E00070870,6.4,12.7,80.9
E00070871,3.8,22.1,74
E00070872,7.2,24.7,68.2
E00070873,1.4,36.4,62.2
E00070874,0.9,38.7,60.4
E00070875,0.7,37,62.2
E00070876,3.3,34.1,62.6
E00070877,7.6,31.6,60.8
E00070878,3.6,27.1,69.3
E00070879,0,32.4,67.6
E00070880,2.7,36.2,61.1
E00070881,0,37.4,62.6
E00070882,1,24.3,74.8
E00070883,0.7,29.6,69.6
E00070884,4.7,36.2,59.1
E00070885,1.2,54.5,44.2
E00070886,3.5,22.8,73.7
E00070887,2.4,23.4,74.2
E00070888,4.8,39.5,55.6
E00070889,3.9,66.9,29.1
E00070890,1.5,20.6,77.9
E00070891,3.7,48.1,48.1
E00070892,5.6,41.9,52.4
E00070893,1.3,64.7,34
E00112332,3.6,22.3,74.1
E00112333,4.9,27.9,67.2
E00112334,5,24.2,70.8
E00112335,2.4,56,41.6
E00112336,10.4,24,65.6
E00112337,3.1,16.6,80.4
E00112338,1.4,28.5,70.1
E00112339,3.5,39.7,56.7
E00112340,5.6,20.6,73.8
E00112341,2.6,25.6,71.8
E00112342,4,34.9,61.1
E00112343,5.9,24.4,69.7
E00112344,2.6,29.3,68.1
E00112346,3.2,27.8,69
E00112347,2.5,25,72.5
E00112348,4.2,25,70.8
E00112405,9,16.4,74.6
E00112406,6.9,31.7,61.4
E00112407,2.5,55.2,42.3
E00112408,4.6,24.6,70.8
E00112410,6.5,24.6,68.8
E00112411,9.8,23.3,66.9
E00112412,6.6,27,66.4
E00112413,10.8,20.8,68.3
E00112414,6.9,25.2,67.8
E00112415,4.9,48.4,46.7
E00112417,8.3,35.8,56
E00112418,6.8,40.2,53
E00112419,8.1,28.5,63.4
E00112420,3.6,36.4,60
E00112423,7.7,24.6,67.7
E00112424,3.1,64,32.9
E00112545,4.9,13.8,81.3
E00112546,3.2,23.2,73.6
E00112549,9.8,29.5,60.7
E00112552,3.6,61.6,34.8
E00112553,2.9,58.8,38.2
E00112556,1.8,50,48.2
E00112562,6.5,26.8,66.7
E00112563,6.3,35.6,58.1
E00112604,4.1,28.6,67.3
E00112605,8.5,23.7,67.8
E00112606,9.7,24.7,65.6
E00112608,8.8,19.9,71.3
E00112610,3.1,27.3,69.5
E00112611,6.2,40.4,53.4
E00112613,5.6,24.1,70.4
E00112614,7.1,30.7,62.1
E00112615,2.4,26.6,71
E00112616,5.4,25.8,68.8
E00112617,2.5,40.3,57.1
E00112619,1.6,19,79.4
E00112620,4.7,32.3,63
E00112621,6.8,27.9,65.3
E00112642,4,27,69
E00112643,2.4,25,72.6
E00112644,4.4,50.7,44.9
E00112645,2.3,21.4,76.3
E00112646,3.8,28.5,67.7
E00112647,3.5,37.2,59.3
E00112648,0.9,28.6,70.5
E00112649,4.4,27.9,67.6
E00112650,3.6,26.7,69.7
E00112651,2.5,29.3,68.2
E00112652,3.7,19.3,77
E00112653,1.6,20.8,77.6
E00112655,5,28.1,66.9
E00112656,1.6,29,69.4
E00112657,5.1,22,72.9
E00112658,2.6,32.8,64.7
E00112659,2.4,35.5,62.1
E00112662,0.8,42.1,57
E00112663,1.8,35.7,62.5
E00112996,7.4,25,67.6
E00112997,6,25.6,68.5
E00112998,2.2,27.2,70.6
E00112999,3.6,22.4,73.9
E00113001,2.6,20.5,76.9
E00113013,6.6,25.3,68.1
E00113014,10.3,23.8,65.9
E00113015,5.8,23.2,71
E00113016,4.1,43.8,52.1
E00113017,4.2,22.5,73.3
E00113024,4.3,27,68.7
E00113025,8.4,26.2,65.4
E00113026,5.6,31.5,63
E00113027,2.5,26.1,71.4
E00113028,3.3,20.2,76.5
E00113029,3.4,31.1,65.5
E00113087,10,25,65
E00113088,4.1,28.1,67.8
E00113090,7.9,17.3,74.9
E00113091,8.1,23.4,68.5
E00113163,9.6,27.2,63.2
E00113164,2.1,33.3,64.5
E00113165,6.1,56.3,37.7
E00113166,5.8,23.1,71.1
E00113167,8.8,23.2,68
E00113168,4.7,40.3,55
E00113169,11.5,27.7,60.8
E00113170,2.4,58.4,39.2
E00113171,0.9,40.4,58.7
E00113172,4.3,29.1,66.7
E00113193,5.1,17.6,77.2
E00113195,3.4,49,47.7
E00113196,4.3,31.6,64.1
E00113197,6.7,18.7,74.7
E00113198,10.2,15.6,74.2
E00113199,12.4,16.9,70.8
E00113200,4.5,24.1,71.4
E00113212,5.5,15.7,78.7
E00113213,8.3,25,66.7
E00113214,4.3,21.6,74.1
E00113215,4.9,22.2,72.8
E00113216,7.7,17.9,74.4
E00113217,4.2,22.4,73.3
E00113218,3.6,17.3,79.1
E00113219,5.2,21.9,72.9
E00113220,5.5,25.8,68.8
E00113221,4.8,19.2,76
E00113241,1.4,30.8,67.8
E00113242,2.7,27.2,70.1
E00113243,0,18.1,81.9
E00113245,6.3,28.9,64.8
E00113246,3.3,22.8,74
E00113247,4.4,17.8,77.8
E00113248,4.8,20.2,75
E00113249,3.5,25.7,70.8
E00113250,6.4,12,81.6
E00113251,3.8,13.5,82.7
E00113252,4.5,44.7,50.8
E00113253,1.6,30.3,68
E00113254,5.9,30.6,63.5
E00113258,4.2,22.5,73.2
E00113259,5.1,14,80.9
E00113260,0,18.2,81.8
E00113261,3.1,17.6,79.4
E00113262,1.8,18.8,79.5
E00113263,0,32.1,67.9
E00113264,3,28,69
E00113265,2,25,73
E00113266,0.7,36.5,62.8
E00113267,3.3,30,66.7
E00113268,5.8,23.9,70.3
E00113269,3.3,45.1,51.6
E00113270,3,28,68.9
E00113272,5.1,29.7,65.3
E00113273,1.7,39,59.3
E00113274,3.1,17.6,79.4
E00113275,4.7,33,62.2
E00113276,8.3,38,53.6
E00113277,4.3,21.6,74.1
E00113278,5,19.3,75.7
E00113279,11.7,15,73.3
E00113280,1.5,25.4,73.1
E00113282,3.8,31.6,64.7
E00113283,0.8,20.7,78.5
E00113284,3.2,26.4,70.4
E00113285,1.6,31.3,67.2
E00113286,16.8,12.6,70.6
E00113287,2.4,19,78.6
E00113288,11.9,16.7,71.4
E00113289,5.6,48.6,45.8
E00113290,2.5,22.1,75.4
E00113291,7.3,29.8,62.9
E00113292,6.3,23.8,69.8
E00113293,7,20.3,72.7
E00113294,9.2,20.8,70
E00113295,6.6,20.6,72.8
E00113296,4.4,38.8,56.9
E00113297,5.8,25.8,68.3
E00113298,9.6,38.4,52.1
E00113299,17.8,30.8,51.4
E00113300,12.9,43.2,43.9
E00113302,17.9,29.9,52.2
E00113303,15.5,26.4,58.1
E00113304,8.3,50.8,40.9
E00113305,8.3,29.8,62
E00113306,14.8,22.1,63.1
E00113307,9.3,36.4,54.2
E00113308,9.9,17.4,72.7
E00113309,5.4,23.1,71.5
E00113310,9.8,21.1,69.1
E00113311,10.5,40.1,49.3
E00113312,12.3,27.5,60.1
E00113313,9.7,31.8,58.5
E00113314,6.2,33.1,60.8
E00113315,9.4,29.2,61.5
E00113316,3.6,24.6,71.7
E00113317,9.2,36.1,54.6
E00113318,10.3,25.9,63.8
E00113319,5.4,33.6,61.1
E00113320,8.2,28.2,63.6
E00113321,11.4,19,69.5
E00113322,15.7,15.7,68.7
E00113323,26.6,20.2,53.2
E00113324,9.6,46.1,44.3
E00113325,10.1,40.5,49.4
E00113326,7.2,36.7,56.1
E00113327,6.7,28.6,64.8
E00113328,16.2,33.8,50
E00113329,13.2,24.8,62
E00113330,15.4,22.1,62.5
E00113331,14.9,21.4,63.6
E00113332,7.3,16.9,75.8
E00113333,0.8,29,70.2
E00113334,0.9,34.2,64.9
E00113335,5.2,18.3,76.5
E00113336,1.6,33.3,65.1
E00113337,3.9,14.7,81.4
E00113338,7.4,18,74.6
E00113339,5.5,30.3,64.1
E00113340,4.1,27.2,68.7
E00113341,5.1,41,53.8
E00113342,3.1,19.8,77.1
E00113343,2.6,31,66.4
E00113344,7.2,24.3,68.5
E00113345,7.8,23.4,68.8
E00113346,3.6,14.9,81.5
E00113347,8.8,16.9,74.3
E00113348,6,34.3,59.7
E00113349,4.3,24.3,71.3
E00113370,7.1,22.8,70.1
E00113371,0,25.6,74.4
E00113372,1.7,26.1,72.3
E00113373,7.4,10.7,81.8
E00113374,3.1,29.7,67.2
E00113375,3.8,35.3,60.9
E00113376,0.7,37,62.3
E00113377,4.5,45.5,50
E00113378,5.7,25.2,69.1
E00113379,1.5,40,58.5
E00113380,5.3,20.4,74.3
E00113381,6.3,25.2,68.5
E00113382,3.1,29.1,67.7
E00113383,4.7,26.6,68.8
E00113384,2.5,30,67.5
E00113385,4.2,28.7,67.1
E00113386,0.9,31.8,67.3
E00113387,0.9,51.8,47.4
E00113388,2.4,20,77.6
E00113389,5.2,10.4,84.3
E00113390,5,28.7,66.3
E00113391,2.7,25,72.3
E00113392,4.8,28.1,67.1
E00113393,4.5,28.8,66.7
E00113394,1.7,27.7,70.6
E00113395,2.4,24.4,73.2
E00113396,3.9,29.1,66.9
E00113397,2.4,28,69.6
E00113398,6.8,25,68.2
E00113399,1.8,33,65.2
E00113400,4.5,42.7,52.8
E00113401,15.3,21,63.7
E00113402,24.6,27.6,47.8
E00113403,12.2,57.1,30.6
E00113404,19,23.1,57.9
E00113405,4.4,61.4,34.2
E00113407,1.6,78.7,19.7
E00113408,12.1,50.5,37.4
E00113409,10.6,58.2,31.2
E00113410,7.1,47.9,45
E00113412,5.5,32,62.5
E00113413,7.9,23.6,68.5
E00113414,8.7,35,56.3
E00113415,12.6,29.4,58
E00113416,4,19.2,76.8
E00113417,6.7,37.5,55.8
E00113418,14.3,35.3,50.4
E00113419,5.9,38.1,55.9
E00113420,5.3,33.6,61.1
E00113421,7.7,58.5,33.9
E00113422,17,37.5,45.5
E00113423,3.8,41.7,54.5
E00113424,4.5,26.1,69.3
E00113425,6.3,21,72.7
E00113426,5.3,28.1,66.7
E00113427,4.7,31.3,64.1
E00113428,6.2,23,70.8
E00113429,5.3,21.4,73.3
E00113430,4.3,21.7,73.9
E00113431,1.8,20,78.2
E00113432,2.3,40.5,57.3
E00113433,3.1,23.4,73.4
E00113434,3.6,19,77.4
E00113435,4,33.1,62.9
E00113436,8.1,21,71
E00113437,3.9,23.6,72.4
E00113438,3,28,68.9
E00113439,0,21.2,78.8
E00113440,2.5,41,56.6
E00113441,6.3,22.5,71.1
E00113442,7.9,18.1,74
E00113443,5.7,28.3,66
E00113444,2.1,26.2,71.6
E00113445,2.5,31.1,66.4
E00113446,3.8,20,76.2
E00113447,3.8,28.5,67.7
E00113448,1.5,27.1,71.4
E00113449,2.4,48.4,49.2
E00113450,7.3,23.4,69.4
E00113451,5.7,25.4,68.9
E00113452,1.5,23.5,75
E00113453,2.3,28.9,68.8
E00113454,6.8,17.8,75.3
E00113455,4.6,55,40.5
E00113464,11.2,23.4,65.4
E00113465,8.9,29.5,61.6
E00113466,8.3,25,66.7
E00113467,8.6,22.7,68.7
E00113468,4,44.4,51.5
E00113469,5,20,75
E00113470,12.3,27.9,59.8
E00113471,7.4,23.5,69.1
E00113472,5.1,17.8,77.1
E00113473,6.5,22.6,71
E00113474,1.7,43.1,55.2
E00113475,3.7,30.8,65.4
E00113476,6.4,24.5,69.1
E00113477,4.5,18.9,76.5
E00113478,4,47.6,48.4
E00113479,7,27,66.1
E00113480,0.8,65.4,33.8
E00113481,4.9,38.7,56.3
E00113482,8.5,29.5,62
E00113483,3.2,34.6,62.2
E00113484,4.7,29.5,65.9
E00113485,9.6,23,67.4
E00113486,3.3,43,53.7
E00113487,2.9,40.7,56.4
E00113488,3.6,48.2,48.2
E00113489,10.3,28.4,61.2
E00113490,19.4,31.6,49
E00113491,7.6,46.8,45.6
E00113492,6.5,40.6,52.9
E00113493,10.2,25.3,64.5
E00113494,13.2,40.4,46.3
E00113495,9.7,38.1,52.2
E00113496,12.2,26.6,61.2
