areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00070861,6,60,34
E00070862,7.2,75.9,16.9
E00070863,13.9,71.5,14.6
E00070865,12,50,38
E00070866,7,86.5,6.5
E00070867,8.7,77.2,14.1
E00070868,10.6,72.7,16.7
E00070869,9.5,75.9,14.7
E00070870,10.9,49.5,39.6
E00070871,7.4,58.5,34
E00070872,15.4,58.3,26.3
E00070873,8.1,83.8,8.1
E00070874,7.8,74.8,17.5
E00070875,4.8,89.1,6.1
E00070876,2.9,85.5,11.6
E00070877,9.8,59,31.1
E00070878,9.2,85.2,5.6
E00070879,5.4,81.1,13.5
E00070880,11.2,75,13.8
E00070881,6.3,68.3,25.4
E00070882,16.1,64.5,19.4
E00070883,10.8,82.9,6.3
E00070884,8.5,79.6,12
E00070885,7.6,77.9,14.5
E00070886,17.8,63.3,18.9
E00070887,9.9,55,35.1
E00070888,19.1,69.1,11.7
E00070889,7.1,79.6,13.3
E00070890,5.6,75.9,18.5
E00070891,14.8,66.7,18.5
E00070892,12.8,73.3,14
E00070893,4.5,80.8,14.7
E00112332,13.3,73.3,13.3
E00112333,11.9,72.6,15.5
E00112334,8,85.2,6.8
E00112335,13.1,68.9,18
E00112336,7.3,67.7,25
E00112337,9.9,67.6,22.5
E00112338,8.3,72,19.7
E00112339,4.8,73.6,21.6
E00112340,15.9,68.2,15.9
E00112341,8.9,77.8,13.3
E00112342,8.8,81.3,9.9
E00112343,5.7,83.9,10.3
E00112344,7.1,85.7,7.1
E00112346,11.8,71,17.2
E00112347,4,81.3,14.7
E00112348,19.6,62,18.5
E00112405,7.6,48.9,43.5
E00112406,14.5,45.5,40
E00112407,13.7,50.4,35.9
E00112408,18,59.5,22.5
E00112410,18.9,55,26.1
E00112411,14.6,57.3,28.1
E00112412,8.4,63.4,28.2
E00112413,14.9,58.6,26.4
E00112414,21.6,42.2,36.2
E00112415,8,66.7,25.4
E00112417,22.6,53.6,23.8
E00112418,14.3,58.6,27.1
E00112419,10.3,69.7,20
E00112420,12.8,72.1,15.1
E00112423,11.8,60,28.2
E00112424,17.1,62.2,20.7
E00112545,8.9,73.4,17.7
E00112546,8,56.2,35.8
E00112549,11.8,71.8,16.5
E00112552,7.9,61.8,30.3
E00112553,12,56,32
E00112556,9.1,66.2,24.7
E00112562,15.2,60,24.8
E00112563,9,57.9,33.1
E00112604,13.7,60,26.3
E00112605,15.4,52.9,31.7
E00112606,16.7,47.2,36.1
E00112608,9.6,60.6,29.8
E00112610,15.7,72.3,12
