areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00070861,74.2,1.8,24
E00070862,73.6,3.8,22.6
E00070863,68.4,9,22.6
E00070865,51.1,6.3,42.6
E00070866,88.9,2,9.1
E00070867,76.5,8.7,14.8
E00070868,66.1,15,18.9
E00070869,74.5,3.8,21.6
E00070870,59,5.8,35.3
E00070871,65.8,5.1,29.1
E00070872,80.2,5.9,13.8
E00070873,79.6,7,13.3
E00070874,55.6,7.7,36.7
E00070875,80.7,4.8,14.5
E00070876,67.9,9.6,22.5
E00070877,75.5,6.3,18.2
E00070878,83.6,3.4,13
E00070879,86.9,0,13.1
E00070880,86,3.7,10.4
E00070881,64.4,13.1,22.5
E00070882,84.9,7.2,8
E00070883,83.3,4.5,12.2
E00070884,88.5,2,9.5
E00070885,76.3,5.4,18.3
E00070886,80.3,3.4,16.3
E00070887,61.2,2.7,36.1
E00070888,71.5,7.2,21.3
E00070889,73,11.4,15.7
E00070890,86.7,6,7.3
E00070891,75,10.9,14.1
E00070892,75.1,11,13.9
E00070893,56.7,10.1,33.2
E00112332,89.4,1.4,9.2
E00112333,89.5,1.4,9.1
E00112334,84.4,2.7,12.9
E00112335,79.1,6.6,14.2
E00112336,72.5,5.6,21.9
E00112337,87.7,6.6,5.7
E00112338,84.2,3.5,12.2
E00112339,80.1,4.1,15.9
E00112340,88.8,2.3,8.9
E00112341,87.2,3.1,9.7
E00112342,84.6,4.4,11
E00112343,85.8,6.3,8
E00112344,92.2,0.7,7.1
E00112346,83.7,6.7,9.6
E00112347,87.7,3.8,8.5
E00112348,89.9,4,6.1
E00112405,54.8,15.2,30.1
E00112406,47,27.7,25.4
E00112407,57.7,12.7,29.6
E00112408,57.2,13.9,28.9
E00112410,60.5,13.4,26.1
E00112411,53.5,20.8,25.7
E00112412,59.8,14.4,25.8
E00112413,55.9,17.6,26.5
E00112414,57.9,17.5,24.6
E00112415,60.8,5.9,33.3
E00112417,53.2,11.6,35.2
E00112418,60.5,15.8,23.7
E00112419,82.7,9.3,7.9
E00112420,85.5,6.1,8.4
E00112423,66,14.3,19.7
E00112424,57.1,10.1,32.8
E00112545,77.3,7.7,15
E00112546,58.6,13.4,28.1
E00112549,83,4.9,12
E00112552,68.5,9.5,22
E00112553,51.3,15.3,33.3
E00112556,56.7,13.4,29.9
E00112562,69.6,8.7,21.7
E00112563,61.1,6.7,32.3
E00112604,72.5,12.1,15.3
E00112605,58.7,13.9,27.4
E00112606,60.3,15,24.7
E00112608,59.1,11.5,29.4
E00112610,73.8,11.7,14.5
E00112611,63,11.9,25.1
E00112613,74.7,9.8,15.5
E00112614,74,9,17
E00112615,75.5,6.9,17.5
E00112616,68.4,10.9,20.7
E00112617,77.8,6.3,15.8
E00112619,57,14.9,28
E00112620,60.4,17.7,21.9
E00112621,66.2,20.7,13.1
E00112642,89.3,2.7,8
E00112643,84,3,13
E00112644,68.2,8.3,23.5
E00112645,83.4,5.2,11.4
E00112646,81.7,4.2,14.1
E00112647,84.7,1.1,14.2
E00112648,84.2,6.6,9.1
E00112649,80.1,5.5,14.4
E00112650,79.1,8.3,12.6
E00112651,86.3,1.6,12.1
E00112652,88.2,5.5,6.2
E00112653,87.9,3.3,8.8
E00112655,88.4,4.5,7.2
E00112656,83.7,9.6,6.7
E00112657,89,3.8,7.2
E00112658,86,2.6,11.3
E00112659,83.1,7.8,9.1
E00112662,68.7,7.7,23.6
E00112663,83.7,3.2,13.1
E00112996,88.9,1.5,9.6
