geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00069966,20.9,49.3,29.7
E00069976,17.5,74.6,7.9
E00069979,15,50,35
E00069982,23.1,53.8,23.1
E00069988,21.6,41.2,37.3
E00070000,19.4,38.9,41.7
E00070193,15.4,38.2,46.3
E00070194,17.5,43.9,38.6
E00070195,11.1,34.3,54.6
E00070196,13.8,70.2,16
E00070197,11.3,36.1,52.6
E00070198,18.8,37.5,43.8
E00070205,11.6,51.4,37
E00070206,11.1,61.1,27.8
E00070207,17.3,41.8,40.9
E00070208,17.9,35.8,46.3
E00070209,12.6,63.6,23.8
E00070210,14.1,50,35.9
E00070211,11.9,68.3,19.8
E00070212,16.8,56.3,26.9
E00070213,14.8,57.4,27.8
E00070214,9,64,27
E00070215,9.3,38.8,51.9
E00070216,21,44,35
E00070217,15.8,55.3,28.9
E00070218,12.4,50.4,37.2
E00070219,9.7,60.2,30.1
E00070220,11.3,37.7,50.9
E00070221,17.6,34.1,48.4
E00070222,16.9,37.3,45.8
E00070223,15.4,26.9,57.7
E00070224,9.7,49.3,41
E00070225,15.6,39,45.4
E00070226,19.3,33.9,46.8
E00070227,28,44.9,27.1
E00070228,20.9,27.8,51.3
E00070229,20.5,41.1,38.4
E00070230,9.8,61.2,29
E00070231,11.4,32.9,55.7
E00070232,21.5,36.4,42.1
E00070233,21.7,31.8,46.5
E00070234,13.1,22,64.9
E00070235,15.4,52.6,32.1
E00070236,20.2,32.5,47.2
E00070237,11.5,36.7,51.8
E00070238,23.5,38.2,38.2
E00070239,7.6,55,37.4
E00070240,29.2,45.3,25.5
E00070242,7.8,67.5,24.7
E00070413,11.7,48.9,39.4
E00070414,13.4,46.2,40.3
E00070431,15.5,60.7,23.8
E00070433,11.5,46.8,41.7
E00070435,12,51.9,36.1
E00070438,19.5,49.6,30.9
E00070440,13.2,50.7,36
E00070441,22.6,54.7,22.6
E00070442,12.3,60,27.7
E00070443,13.8,36.8,49.4
E00070444,16.2,56.2,27.6
E00070445,12.1,44.4,43.5
E00070449,13,45.5,41.6
E00070454,15,41.6,43.4
E00070455,22.6,42.5,34.9
E00070456,11.2,32.7,56.1
E00070459,22.7,34.5,42.9
E00070461,18.6,59.3,22
E00070462,8.8,46.3,45
E00070463,17.6,45.6,36.8
E00070465,9.9,48.4,41.8
E00143454,11.7,68.1,20.2
E00143460,16.8,59.8,23.4
E00143461,8.6,72,19.4
E00143478,9.3,61.4,29.3
E00143610,17.3,54.3,28.4
E00143614,26.5,45.8,27.7
E00143616,7.2,72.8,20
E00143617,22.6,54.8,22.6
E00143618,22.3,58.3,19.4
E00143619,15.6,58.4,26
E00143620,15.4,56.9,27.7
E00143621,27.3,36.4,36.4
E00143622,14,63.4,22.6
E00143623,2.3,79.1,18.6
E00143624,13.4,55.2,31.3
E00143625,10.1,75.4,14.5
E00144476,13.3,70,16.7
E00144477,9.5,70.5,20
E00144478,16.5,74.7,8.8
E00144479,15.5,71.8,12.7
E00144480,12.9,72.9,14.3
E00144481,5,78.8,16.3
E00144482,29,58.1,12.9
E00144483,11.9,72.6,15.5
E00144484,8.4,75.8,15.8
E00144485,12,64,24
E00144486,14.9,64.9,20.2
E00144487,7.8,66.7,25.5
E00144488,5.5,82.4,12.1
E00144489,13.5,65.2,21.3
E00144490,8.3,77.4,14.3
E00144532,18.8,66.7,14.5
E00144533,11.1,75.8,13.1
E00144565,6.2,75.3,18.5
E00144566,10.6,68.1,21.3
E00144567,15.9,61.4,22.7
E00144568,14,69.2,16.9
E00144569,2.8,77.8,19.3
E00144570,10.1,70.6,19.3
E00144571,14.6,52.8,32.5
E00144572,7.2,75.3,17.5
E00144573,6.7,76.7,16.7
E00144574,9.6,77.6,12.8
E00144576,9.9,66.4,23.7
E00144577,6.5,69.6,23.9
E00144578,18.1,48.9,33
E00144579,11.1,66.7,22.2
E00144580,13.8,66.7,19.5
E00144581,14.1,64.7,21.2
E00144582,13.6,69.3,17
E00144583,11.3,77.5,11.3
E00144584,16.9,49.3,33.8
E00144585,9.3,66.3,24.4
E00144586,10.6,62.5,26.9
E00144587,17.1,62.9,20
E00144588,7.6,67.1,25.3
E00144589,11.9,65.3,22.8
E00144591,9.2,73.7,17.1
E00144592,8,54.3,37.7
E00144593,9.7,73.6,16.7
E00144626,17,62.8,20.2
E00144627,10.3,65.5,24.1
E00144628,9.8,57.7,32.5
E00144629,14.5,71.1,14.5
E00144630,38.9,44.2,16.8
E00144631,23.7,58.8,17.5
E00144632,17.2,59.6,23.2
E00144633,16.2,62.5,21.3
E00144634,22.6,64.3,13.1
E00144635,15.1,65.8,19.2
E00144636,18.8,45.3,35.9
E00144637,16.3,59.2,24.5
E00144638,15.9,68.1,15.9
E00144639,21.5,57,21.5
E00144640,10.7,70.2,19
E00144663,16.8,64.5,18.7
E00144664,8.8,60.3,30.9
E00144668,10.1,58,31.9
E00144669,12,70.4,17.6
E00144670,9,62.9,28.1
E00144672,15.8,67.1,17.1
E00144673,11.5,70.2,18.3
E00144674,6.8,71.6,21.6
E00144688,12.2,64.2,23.6
E00144689,25,54.4,20.6
E00144690,26.2,44.3,29.5
E00144691,25.7,47.6,26.7
