geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00069966,83.3,11.6,5
E00069976,94.7,5.3,0
E00069979,76.8,18.6,4.6
E00069982,87.6,8,4.4
E00069988,89.3,8,2.7
E00070000,77.5,19.3,3.2
E00070193,77.6,15.6,6.8
E00070194,88.8,8.2,3
E00070195,86.2,9.7,4.1
E00070196,98.1,1.5,0.4
E00070197,73.1,20.1,6.8
E00070198,74.7,18.2,7
E00070205,89.3,6.6,4.1
E00070206,86,9.4,4.7
E00070207,87.2,8.3,4.6
E00070208,88.2,10.5,1.4
E00070209,87.8,9.1,3
E00070210,89.2,8.2,2.6
E00070211,96.4,2.5,1.1
E00070212,82.3,11.4,6.3
E00070213,88.2,7.1,4.7
E00070214,93.3,5.7,1
E00070215,87.7,7.6,4.7
E00070216,85.6,11.4,3
E00070217,92.5,6.5,1
E00070218,90.4,7.3,2.2
E00070219,89.1,10.5,0.4
E00070220,71.7,18.2,10
E00070221,76.6,18.5,4.9
E00070222,77.3,16.8,5.9
E00070223,67.4,20.8,11.8
E00070224,59.2,32.2,8.6
E00070225,69.4,21.9,8.7
E00070226,68.1,25.6,6.3
E00070227,77.7,18,4.3
E00070228,72.9,16.4,10.7
E00070229,88.3,8.9,2.8
E00070230,84.2,8.3,7.5
E00070231,74,15.5,10.5
E00070232,81.4,14.1,4.5
E00070233,75.3,16.2,8.5
E00070234,66.8,25.2,8
E00070235,79.1,16.4,4.5
E00070236,73.3,20.6,6
E00070237,65.7,23.3,11
E00070238,66.4,24.8,8.8
E00070239,76.5,20.6,2.9
E00070240,81,16.3,2.7
E00070242,76.6,19.5,3.9
E00070413,80.9,16.6,2.5
E00070414,77.1,18.1,4.8
E00070431,91.8,7.5,0.7
E00070433,82.8,11.2,6
E00070435,82.4,12.3,5.4
E00070438,76.5,18.8,4.8
E00070440,83.6,13.2,3.2
E00070441,77.5,17.4,5.1
E00070442,84.2,14.3,1.5
E00070443,60.3,28.9,10.8
E00070444,80.8,13.9,5.2
E00070445,80.4,13.2,6.3
E00070449,71.9,23.6,4.5
E00070454,77.8,21.1,1.2
E00070455,71.3,21.3,7.3
E00070456,80.7,15.5,3.7
E00070459,91,8.4,0.6
E00070461,78.7,14.4,6.9
E00070462,83.7,12.4,3.9
E00070463,82.5,10.3,7.2
E00070465,72.2,23.5,4.3
E00143454,94.1,5.6,0.3
E00143460,96.7,3.3,0
E00143461,95.2,3.1,1.7
E00143478,92.6,4.7,2.7
E00143610,92.3,6.3,1.4
E00143614,94.7,4.6,0.7
E00143616,97.7,1.7,0.6
E00143617,94.9,4.4,0.7
E00143618,95.1,4.6,0.4
E00143619,96.8,3.2,0
E00143620,96.9,3.1,0
E00143621,88.6,8.3,3.1
E00143622,93.4,5.1,1.5
E00143623,95.8,4.2,0
E00143624,97,3,0
E00143625,94.9,4.4,0.7
E00144476,93.6,5.6,0.7
E00144477,96.1,3,0.9
E00144478,97.4,2.6,0
E00144479,98.4,1.3,0.3
E00144480,98.1,1.9,0
E00144481,96.7,3.3,0
E00144482,98.1,1.9,0
E00144483,100,0,0
E00144484,98.9,0.4,0.7
E00144485,95.1,3.4,1.5
E00144486,93.5,6.2,0.3
E00144487,98,2,0
E00144488,97.8,1.7,0.4
E00144489,96.7,3,0.3
E00144490,94.4,5.6,0
E00144532,89.8,10.2,0
E00144533,93.4,5.7,0.9
E00144565,96.7,2.6,0.7
E00144566,96.1,3.9,0
E00144567,92.1,6.7,1.2
E00144568,96.2,3.2,0.5
E00144569,97.4,2.3,0.3
E00144570,92.9,6.8,0.3
E00144571,90.9,7.7,1.3
E00144572,93.4,5.2,1.4
E00144573,97.8,2.2,0
E00144574,97.1,1.9,1
E00144576,93.7,4.4,1.8
E00144577,92.6,6.7,0.7
E00144578,91.2,8,0.8
E00144579,98.6,1.4,0
E00144580,96.6,3.1,0.3
E00144581,95.8,3.2,1
E00144582,94.4,5.6,0
E00144583,96.7,1.6,1.6
E00144584,95.2,3.4,1.4
E00144585,97.1,2.9,0
E00144586,96.1,3.9,0
E00144587,95.5,3.2,1.3
E00144588,93.7,6.3,0
E00144589,92,8,0
E00144591,88.8,10.1,1
E00144592,98.9,1.1,0
E00144593,99.7,0.3,0
E00144626,94.8,4.6,0.6
E00144627,98,2,0
E00144628,95.7,2.8,1.4
E00144629,97.9,2.1,0
E00144630,94.1,5.9,0
E00144631,94.7,5.3,0
E00144632,96.9,2.3,0.8
E00144633,96.9,2.9,0.2
E00144634,97.9,1.7,0.3
E00144635,96.6,3.4,0
E00144636,95.5,2.5,2
E00144637,95.8,3.3,0.9
E00144638,97.5,1.9,0.6
E00144639,98.7,1.3,0
E00144640,97.4,2.6,0
E00144663,91.2,7.7,1.2
E00144664,89.7,7.7,2.6
E00144668,91,8.3,0.6
E00144669,96.4,3.6,0
E00144670,96.4,3.6,0
E00144672,83.1,13.3,3.6
E00144673,86.7,10.6,2.7
E00144674,85.9,12.6,1.5
E00144688,95.8,4,0.2
E00144689,90.4,7.8,1.7
E00144690,96,2.8,1.2
E00144691,96.1,3.7,0.2
E00144692,93.8,5.7,0.5
E00144693,99.2,0.8,0
E00144694,96.2,3.8,0
E00144695,98.2,1.2,0.6
E00144696,95.4,4.6,0
E00144697,93.7,6.3,0
E00144698,96.9,3.1,0
E00144699,97.4,2.6,0
E00144700,98.8,1.2,0
E00144701,97.6,1.6,0.8
E00144702,90.6,6.3,3.1
E00144703,97.8,1.9,0.3
E00144704,96.4,3.3,0.3
E00144705,94,5.4,0.7
E00144706,98.7,1.3,0
E00144707,97.9,1.2,0.9
E00144708,92.6,7.4,0
E00144709,90.4,8.9,0.7
E00144710,97.1,2.6,0.3
E00144711,96,3.7,0.3
E00144712,90.8,7.8,1.4
E00144713,95.7,4.3,0
E00144714,95.4,4.1,0.5
E00144797,93.3,4.8,1.9
E00144798,99,1,0
E00144799,96.9,2.7,0.4
E00144800,96,4,0
E00144801,93.2,6.1,0.6
E00144802,92.1,7.2,0.7
E00144803,92.6,7.4,0
E00144805,95,4,0.9
E00144806,97.9,2.1,0
E00144807,89.3,10,0.7
E00144808,91.6,5.4,3
E00144809,97.7,1.9,0.4
E00144810,96.9,2.8,0.3
E00144811,92.3,6.6,1.1
E00165699,85.1,11.3,3.6
E00173465,87,8.1,4.9
E00173466,88.9,9.2,1.9
E00173468,82.8,13.3,3.9
E00173484,86,10.5,3.5
E00173487,72.2,25.3,2.6
E00173505,83.9,11.2,4.9
E00173507,79.4,18.2,2.4
E00173509,71.6,27.7,0.6
E00173517,79.9,17.7,2.4
E00173522,79,20.5,0.5
E00173531,61.4,36.1,2.5
E00173532,72.3,25.7,2
E00173546,79.9,19.6,0.6
E00173547,76.9,18.3,4.8
E00173580,95.7,3.6,0.7
E00173587,91.8,5.9,2.4
E00173588,92.7,6.4,0.9
E00173589,91.6,7.8,0.6
E00187522,80.5,18.4,1.1
E00187523,77.7,21.1,1.2
E00187524,57.6,38.7,3.7
E00187535,95.5,4.1,0.4
E00187546,64.9,33,2.1
E00187556,63.7,31,5.3
E00187569,72.6,21.8,5.6
E00187580,68.5,26.1,5.4
E00187588,88.7,9.6,1.7
E00187603,80.2,16.7,3.1
