geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00041473,12.9,46.7,8.2,30.6,1.6
E00041474,20.1,42.6,8.1,28.7,0.5
E00041475,19.7,43.1,10.5,25.1,1.7
E00041476,9.8,36.3,3.9,46.1,3.9
E00041479,29.7,38.3,7.8,18.8,5.5
E00041480,32,40.6,9,17.6,0.8
E00041481,10.1,31.9,7.7,46.4,3.9
E00041482,23,36.7,8.4,27,4.9
E00041491,23.7,45.6,9.5,18.3,2.9
E00041495,16.8,48.8,7.4,24.6,2.5
E00041498,15.5,44.9,8.2,29.9,1.4
E00041499,37.3,35.9,7.3,16.4,3.2
E00041500,29.7,44.8,6.8,14.1,4.7
E00041501,27,46.6,6.4,20.1,0
E00041502,20.1,50.5,5.7,20.6,3.1
E00041503,22.1,50.9,6.7,18.4,1.8
E00041505,29,46,2.8,18.2,4
E00041536,27.5,39.2,6.5,23.3,3.6
E00041537,26.1,42.2,7.8,20.9,2.9
E00041538,16.8,41.2,9.3,30.5,2.2
E00041539,15.6,46.4,9.9,26,2.1
E00041540,11.1,37.8,7.3,41.8,1.9
E00041541,16.4,39.1,8.6,31.4,4.5
E00041542,22.7,40.9,10.8,23.2,2.5
E00041543,9.3,45.9,5.7,35.1,4.1
E00041545,14.4,33.7,11.8,37.4,2.7
E00041546,7.3,43,13.5,36.3,0
E00041547,5.8,40.2,5.8,45.7,2.6
E00041549,18.2,50.5,8.4,20.2,2.7
E00041550,15.8,36.3,6.4,37.6,3.8
E00041551,16.3,47.5,4.9,29.7,1.5
E00041552,17.9,34.7,6.3,38.6,2.5
E00041553,16,44,8.6,29.2,2.3
E00041554,12.4,37.3,10.2,35.6,4.5
E00041555,23.3,46.2,7.6,21.2,1.7
E00041556,20.7,47.6,4.9,25,1.8
E00041557,12.2,47,4.9,34.1,1.8
E00041558,17.1,51.3,7.1,22.9,1.7
E00041559,11.8,43,6.8,35.7,2.7
E00041560,37.1,33.1,7.4,21.1,1.1
E00041561,15.2,40.5,7.2,33.3,3.8
E00041563,11.3,43.3,6.5,37.2,1.6
E00041564,18.1,45.3,7.7,26.1,2.7
E00041565,17.6,50.5,9.3,22.5,0
E00041566,15,44.3,6.2,33.2,1.3
E00041567,19.6,40.2,3.6,32,4.6
E00041568,18.4,46.3,5.3,28.9,1.1
E00041569,20.9,33.5,5.3,29.3,11
E00041570,15.6,42.9,9.4,29,3.1
E00041813,39.4,28.1,6.1,23.4,3
E00041815,13.7,38.5,7.7,37.6,2.6
E00041817,6.8,31.5,6.4,52.6,2.8
E00041820,28.9,46.6,5.4,15.7,3.4
E00041821,7.9,34.2,7.9,47.4,2.6
E00041823,28.6,47.6,6.5,16.5,0.9
E00041824,14.7,42.2,6,35.9,1.2
E00041825,16.8,41.1,4.7,35,2.3
E00041826,16.3,35.6,6.4,36.5,5.2
E00041829,9.4,39.5,9,40.8,1.3
E00041831,5.9,29.6,6.3,56.9,1.2
E00041832,23.5,34.7,8.2,31.1,2.6
E00041836,25.9,39.4,10.2,21.3,3.2
