geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00060556,47.5,52.5
E00060557,54.5,45.5
E00060558,51.2,48.8
E00060559,53,47
E00060560,51.2,48.8
E00060561,49.8,50.2
E00060562,54.2,45.8
E00060563,60.7,39.3
E00060564,62.9,37.1
E00060565,52.3,47.7
E00060566,48.4,51.6
E00060567,47.6,52.4
E00060568,47,53
E00060569,45.7,54.3
E00060570,47,53
E00060571,39.9,60.1
E00060572,42.6,57.4
E00060573,52.1,47.9
E00060574,59.3,40.7
E00060575,43.8,56.2
E00060576,35.1,64.9
E00060577,47.7,52.3
E00060578,62.6,37.4
E00060579,24.3,75.7
E00060580,27.4,72.6
E00060581,37.9,62.1
E00060582,31,69
E00060583,28,72
E00060584,34.8,65.2
E00060585,29,71
E00060586,38.9,61.1
E00060587,33.5,66.5
E00060588,34.3,65.7
E00060589,34.5,65.5
E00060590,29.9,70.1
E00060591,22.8,77.2
E00060592,31.4,68.6
E00060593,30.4,69.6
E00060594,30.7,69.3
E00060595,46.1,53.9
E00060596,34,66
E00060597,49.8,50.2
E00060598,22.7,77.3
E00060599,26.1,73.9
E00060600,41.7,58.3
E00060601,22.4,77.6
E00060602,26,74
E00060603,39.1,60.9
E00060604,44.2,55.8
E00060605,54.4,45.6
E00060606,25.2,74.8
E00060607,35.7,64.3
E00060608,23.7,76.3
E00060609,23.1,76.9
E00060610,15.1,84.9
E00060611,29,71
E00060612,28.6,71.4
E00060613,18.3,81.7
E00060614,33.7,66.3
E00060615,29.5,70.5
E00060616,12.4,87.6
E00060617,28.6,71.4
E00060618,28.5,71.5
E00060619,20.2,79.8
E00060620,35.6,64.4
E00060621,30.8,69.2
E00060622,36.9,63.1
E00060623,26.1,73.9
E00060624,24.8,75.2
E00060625,29.8,70.2
E00060627,30.3,69.7
E00060628,25,75
E00060629,28.6,71.4
E00060630,34.9,65.1
E00060631,23.6,76.4
E00060632,54.4,45.6
E00060633,45.5,54.5
E00060634,60.2,39.8
E00060635,60.5,39.5
E00060636,53.6,46.4
E00060637,46.4,53.6
E00060638,60.2,39.8
E00060639,52.6,47.4
E00060640,52.4,47.6
E00060641,52.5,47.5
E00060643,56.1,43.9
E00060644,40.5,59.5
E00060645,55,45
E00060646,52.2,47.8
E00060647,55,45
E00060648,53.3,46.7
E00060649,53.9,46.1
E00060650,50.4,49.6
E00060651,32.4,67.6
E00060652,50.4,49.6
E00060656,23.8,76.2
E00060659,44.2,55.8
E00060660,47.1,52.9
E00060661,44.9,55.1
E00060663,47.6,52.4
E00060664,29.9,70.1
E00060665,37.1,62.9
E00060666,34.6,65.4
E00060667,26.2,73.8
E00060668,26,74
E00060669,18.8,81.3
E00060670,53.6,46.4
E00060671,16.7,83.3
E00060672,22.7,77.3
E00060673,71.2,28.8
E00060674,54.1,45.9
E00060675,53,47
E00060676,57.3,42.7
E00060677,19.4,80.6
E00060678,40.9,59.1
E00060679,58.6,41.4
E00060680,62.4,37.6
E00060681,50.7,49.3
E00060682,41.9,58.1
E00060683,31.6,68.4
E00060684,24.4,75.6
E00060685,56,44
E00060686,50.2,49.8
E00060687,47.6,52.4
E00060688,61.7,38.3
E00060689,33.6,66.4
E00060690,40.9,59.1
E00060691,38.6,61.4
E00060692,40.2,59.8
E00060693,42.7,57.3
E00060694,29.6,70.4
E00060695,32.2,67.8
E00060696,31,69
E00060697,35.8,64.2
E00060698,35.4,64.6
E00060699,42.3,57.7
E00060701,27.1,72.9
E00060702,35.9,64.1
E00060704,27.8,72.2
E00060705,26.1,73.9
E00060706,24.5,75.5
E00060707,20.7,79.3
E00060708,34.4,65.6
E00060709,28.6,71.4
E00060710,29.6,70.4
E00060711,27.6,72.4
E00060712,30.5,69.5
E00060713,34.8,65.2
E00060714,30.8,69.2
E00060715,35.4,64.6
E00060716,26.1,73.9
E00060717,33.1,66.9
E00060718,36.5,63.5
E00060719,31.3,68.7
E00060720,36.4,63.6
E00060721,34.9,65.1
E00060726,26,74
E00060727,23.1,76.9
E00060728,26.1,73.9
E00060729,34.5,65.5
E00060730,58.4,41.6
E00060731,53.4,46.6
E00060732,22.2,77.8
E00060733,23.6,76.4
E00060734,14.8,85.2
E00060735,33.5,66.5
E00060736,38.5,61.5
E00060737,47.5,52.5
E00060738,22.8,77.2
E00060739,45.6,54.4
E00060740,59.7,40.3
E00060741,30.8,69.2
E00060742,27.9,72.1
E00060743,35.6,64.4
E00060744,26.2,73.8
E00060745,23.4,76.6
E00060746,26.7,73.3
E00060747,28,72
E00060748,31.3,68.7
E00060749,35.7,64.3
E00060750,56.3,43.7
E00060751,52.1,47.9
E00060752,54.5,45.5
E00060753,53.8,46.2
E00060754,52.2,47.8
E00060755,52.5,47.5
E00060756,43.7,56.3
E00060757,58.1,41.9
E00060758,50.9,49.1
E00060759,49.6,50.4
E00060760,42.8,57.2
E00060762,31.6,68.4
E00060763,48.4,51.6
E00060764,53.1,46.9
E00060765,56.8,43.2
E00060766,49.8,50.2
E00060767,27.9,72.1
E00060768,30.6,69.4
E00060769,30.7,69.3
E00060770,30.9,69.1
E00060771,26.1,73.9
E00060772,36.7,63.3
E00060773,42.7,57.3
E00060774,30.3,69.7
E00060775,32.8,67.2
E00060776,28.4,71.6
E00060777,60.9,39.1
E00060778,32,68
E00060779,43.4,56.6
E00060780,50.9,49.1
E00060781,57.2,42.8
E00060782,30.5,69.5
E00060783,50.2,49.8
E00060784,57.5,42.5
E00060785,56.3,43.7
E00060786,47.1,52.9
E00060787,48.5,51.5
E00060788,48.5,51.5
E00060789,45.2,54.8
E00060790,54.4,45.6
E00060791,59.5,40.5
E00060792,45.2,54.8
E00060793,51.1,48.9
E00060794,53.9,46.1
E00060795,37,63
E00060796,59.7,40.3
E00060797,51.8,48.2
E00060798,36.9,63.1
E00060799,35.9,64.1
E00060800,34.9,65.1
E00060802,35.7,64.3
E00060803,38.8,61.3
E00060804,38.4,61.6
E00060805,50.4,49.6
E00060806,52.5,47.5
E00060807,40,60
E00060808,52.1,47.9
E00060809,53.2,46.8
E00060810,28.5,71.5
E00060811,30.2,69.8
E00060812,36.3,63.7
E00060813,20.4,79.6
E00060814,29.8,70.2
E00060815,24.4,75.6
E00060817,17.6,82.4
E00060818,31.6,68.4
E00060819,27.1,72.9
E00060820,35.9,64.1
E00060821,22.8,77.2
E00060822,23.5,76.5
E00060824,17.4,82.6
E00060825,28,72
E00060826,34.1,65.9
E00060827,33.2,66.8
E00060828,31.7,68.3
E00060829,20.8,79.2
E00060830,21.8,78.2
E00060831,21.8,78.2
E00060832,31.2,68.8
E00060833,58.4,41.6
E00060834,48.2,51.8
E00060835,58.3,41.7
E00060836,40.9,59.1
E00060837,57.1,42.9
E00060838,53.1,46.9
E00060839,47,53
E00060841,53.1,46.9
E00060842,59.2,40.8
E00060843,38.9,61.1
E00060844,55.2,44.8
E00060845,48.4,51.6
E00060846,46.9,53.1
E00060847,55,45
E00060848,49.9,50.1
E00060849,56.8,43.2
E00060850,53.1,46.9
E00060851,62.7,37.3
E00060852,38.2,61.8
E00060853,47.1,52.9
E00060854,65,35
E00060855,58.6,41.4
E00060856,52.6,47.4
E00060857,52.1,47.9
E00060858,61.7,38.3
E00060859,51.6,48.4
E00060860,61,39
E00060861,66,34
E00060862,63,37
E00060863,59,41
E00060864,59.7,40.3
E00060865,26.9,73.1
E00060866,30.1,69.9
E00060867,42.4,57.6
E00060868,35.7,64.3
E00060877,31.3,68.8
E00060880,59.7,40.3
E00060881,58.8,41.2
E00060882,58.8,41.2
E00060883,62.2,37.8
E00060885,70,30
E00060886,74.2,25.8
E00060887,63.2,36.8
E00060888,64.4,35.6
E00060889,53.4,46.6
E00060890,40.5,59.5
E00060891,62.2,37.8
E00060893,68.9,31.1
E00060894,60.2,39.8
E00060895,63,37
E00060896,31.8,68.2
E00060897,29.2,70.8
E00060898,21.2,78.8
E00060899,23.2,76.8
E00060900,39.9,60.1
E00060901,30.4,69.6
E00060902,21.1,78.9
