geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00060556,87.2,7.5,2.5,2.8
E00060557,90.8,3.9,1.4,3.9
E00060558,90.9,2.6,2.9,3.6
E00060559,90.8,3.3,1.6,4.3
E00060560,93.3,3.8,0.8,2.2
E00060561,91.2,3.2,2.8,2.8
E00060562,91.8,4.7,0,3.5
E00060563,93.2,2.5,1.3,3
E00060564,89.8,5.2,2.2,2.8
E00060565,90.9,5.3,1.9,1.9
E00060566,89.6,3.8,2.8,3.8
E00060567,88,1.9,4.4,5.7
E00060568,91.7,4,2.3,2
E00060569,89.6,6,2.5,1.9
E00060570,90.1,6.3,1.5,2.1
E00060571,92.2,4.9,1.5,1.5
E00060572,89.7,4.7,2.6,3
E00060573,91.8,4.6,1.4,2.2
E00060574,86.4,5.3,3.2,5
E00060575,90.8,4.8,1.7,2.7
E00060576,91,2.2,3.6,3.2
E00060577,88.4,6.3,2.4,3
E00060578,90.3,4.2,3.4,2.1
E00060579,93,2.2,2.2,2.5
E00060580,85.9,5.8,4.4,3.9
E00060581,91.1,2.4,3.3,3.3
E00060582,90.5,3.3,2,4.3
E00060583,93.4,1.9,3.4,1.3
E00060584,92.6,1.6,3.1,2.7
E00060585,89.4,2,4.6,4
E00060586,88.9,5.3,2.9,2.9
E00060587,90.5,1.1,4.8,3.7
E00060588,90.3,3.2,3.2,3.2
E00060589,93,1.2,2.1,3.6
E00060590,88.5,5,2.9,3.7
E00060591,91.4,1.8,2.5,4.3
E00060592,86.8,3.9,5,4.3
E00060593,91.3,1.1,3.8,3.8
E00060594,87.5,6.7,3,2.7
E00060595,83,6.3,4.7,5.9
E00060596,88.8,3.3,4.5,3.3
E00060597,88,3.7,4.6,3.7
E00060598,89.8,3.7,2.9,3.7
E00060599,88.3,3.8,2.5,5.4
E00060600,88.4,2.9,4.5,4.1
E00060601,88.4,1.3,3.9,6.5
E00060602,94.8,0.6,1.9,2.6
E00060603,89.5,2.9,3.3,4.3
E00060604,86.1,6.1,2.9,4.9
E00060605,85.1,5.4,2.5,6.9
E00060606,89.3,3.4,2.7,4.7
E00060607,87.1,4.8,5.9,2.2
E00060608,93.4,3.5,2.2,0.9
E00060609,92.7,2.7,3,1.7
E00060610,88.7,4.2,3.4,3.8
E00060611,93.7,2.2,1.8,2.2
E00060612,87.8,5,4.2,3.1
E00060613,91.5,3.2,2.8,2.5
E00060614,89.1,2.1,3,5.7
E00060615,89,3,5.5,2.5
E00060616,94.4,0.9,1.9,2.8
E00060617,88.5,4.2,4.8,2.6
E00060618,90.8,3.1,3.6,2.6
E00060619,87.9,3.9,3.9,4.3
E00060620,91.4,1.9,2.6,4.2
E00060621,91,1.2,3.9,3.9
E00060622,87.1,5,4.4,3.5
E00060623,88.1,3.8,0.8,7.3
E00060624,90,2.9,2.9,4.1
E00060625,94.4,2,2.4,1.2
E00060627,88.6,2.7,3.3,5.4
E00060628,86.2,3,4.3,6.5
E00060629,88,1.9,5.3,4.8
E00060630,93.1,2.4,2,2.4
E00060631,87.4,2,4.4,6.1
E00060632,92.4,3.6,0.7,3.3
E00060633,90.6,2.6,2.6,4.3
E00060634,88.7,5.3,3.3,2.7
E00060635,90.5,4.6,2.1,2.9
E00060636,88.1,5.3,2.6,4
E00060637,89.2,5.6,3,2.2
E00060638,93.3,1.7,2.1,2.9
E00060639,90,5,2.1,2.9
E00060640,88.2,5.2,1,5.6
E00060641,90,5.9,1.9,2.2
E00060643,90.6,4.1,1.8,3.6
E00060644,92.9,3.2,1.7,2.2
E00060645,91.8,4.1,1.6,2.4
E00060646,92.9,3.2,1.1,2.8
E00060647,89.3,3.7,3.3,3.7
E00060648,90.9,4.7,1.7,2.7
E00060649,84.1,5.8,2.7,7.4
E00060650,92.3,5.5,1.1,1.1
E00060651,90.5,3.6,2.4,3.6
E00060652,92.8,2.5,2.5,2.2
E00060656,89.2,2.3,3.3,5.2
E00060659,92.3,3.8,1.2,2.7
E00060660,91.9,4.2,1.1,2.8
E00060661,88.7,3.6,3.3,4.5
E00060663,90.3,2.7,3.4,3.7
E00060664,88.4,2.6,2.6,6.4
E00060665,92.5,3,2.3,2.3
E00060666,92.9,1.9,1.9,3.4
E00060667,92.4,3,1.7,3
E00060668,94,1.9,0.8,3.4
E00060669,92,1.8,3.1,3.1
E00060670,87.3,6.5,2.6,3.6
E00060671,91.7,2.4,1.5,4.4
E00060672,89.6,2.7,3.6,4.1
E00060673,91.3,5.4,0.8,2.5
E00060674,89.8,4.8,3.1,2.4
E00060675,89.4,8.1,1.7,0.8
E00060676,90.3,2.9,2.6,4.2
E00060677,85.5,7,4.7,2.8
E00060678,89.7,6.3,1.1,3
E00060679,91.8,5.3,1.2,1.8
E00060680,90.4,6.2,1.7,1.7
E00060681,91.7,4,1.7,2.6
E00060682,89.8,3.5,2,4.7
E00060683,86.1,2.9,2.9,8
E00060684,88.2,3.9,3.5,4.4
E00060685,91.7,5.9,1,1.4
