geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00060556,48.5,37.9,0.8,12.9
E00060557,50.7,42.5,1.5,5.2
E00060558,54,33.6,0.7,11.7
E00060559,41.6,45.6,3.2,9.6
E00060560,35.7,45.7,0.7,17.9
E00060561,53,31.3,0,15.7
E00060562,58.7,29.8,0.8,10.7
E00060563,49,47.1,0,3.9
E00060564,57,38.8,0.8,3.3
E00060565,48.9,44.4,2.3,4.5
E00060566,48.8,31.5,1.6,18.1
E00060567,34.8,47.4,5.9,11.9
E00060568,44.9,41.3,0.7,13
E00060569,34.1,36,1.8,28
E00060570,30.8,38.4,1.4,29.5
E00060571,30.5,34.2,0.5,34.7
E00060572,46.2,23.1,3.1,27.7
E00060573,40.3,50.8,0.5,8.4
E00060574,44.5,40.6,0.8,14.1
E00060575,35.1,46.6,1.5,16.8
E00060576,18,28.9,38.3,14.8
E00060577,39.3,38.5,3.3,18.9
E00060578,50.4,39.8,1.6,8.1
E00060579,4.6,37.1,55,3.3
E00060580,11.4,21.6,40.9,26.1
E00060581,27.6,32.4,2.1,37.9
E00060582,11.6,20.2,39.5,28.7
E00060583,21,13.8,39.9,25.4
E00060584,32.3,21.8,16.9,29
E00060585,14.6,13.8,59.3,12.2
E00060586,39,33.9,4.2,22.9
E00060587,31,27.6,19,22.4
E00060588,21.4,33.9,21.4,23.2
E00060589,11,41.8,25.3,21.9
E00060590,5.9,31.2,54.8,8.1
E00060591,13.8,13.8,63.4,9
E00060592,7,22.7,57.8,12.5
E00060593,20,18.4,38.4,23.2
E00060594,28.9,47.4,2.2,21.5
E00060595,58.2,27,1.6,13.1
E00060596,17.6,16.4,61.8,4.2
E00060597,54.2,28.3,2.5,15
E00060598,20.6,29.9,31.8,17.8
E00060599,25.2,21.7,25.2,27.8
E00060600,41.9,26.5,19.7,12
E00060601,23.2,12.8,47.2,16.8
E00060602,10.4,1.7,81.7,6.1
E00060603,28.4,20.2,33.9,17.4
E00060604,46.3,26.5,1.5,25.7
E00060605,37.4,22,19.5,21.1
E00060606,19.4,22.2,12.5,45.8
E00060607,16,20.2,19.1,44.7
E00060608,9.4,15.1,45.3,30.2
E00060609,16.6,15.9,52.4,15.2
E00060610,13.2,8.8,69.1,8.8
E00060611,16.7,17.5,57.5,8.3
E00060612,25.6,24.1,36.1,14.3
E00060613,7.8,10.2,64.1,18
E00060614,20.7,13.2,50.4,15.7
E00060615,22.9,17.8,34.7,24.6
E00060616,2.8,5.6,80.6,11.1
E00060617,16.7,29.2,30.8,23.3
E00060618,16.2,22.9,55.2,5.7
E00060619,3.3,1.6,90.2,4.9
E00060620,30.2,27.1,20.9,21.7
E00060621,18.1,17.4,42,22.5
E00060622,35,32.8,19.7,12.4
E00060623,16.5,19.7,50.4,13.4
E00060624,13.3,17.5,46.9,22.4
E00060625,27,26.2,25.4,21.4
E00060627,18.8,25,27.7,28.6
E00060628,7.3,8.1,80.5,4.1
E00060629,12.5,13.5,66.3,7.7
E00060630,31.9,23.5,26.9,17.6
E00060631,5.1,10.9,83.3,0.7
E00060632,53.9,39.1,0.8,6.3
E00060633,38.7,17.1,26.1,18
E00060634,57.6,29.5,1.5,11.4
E00060635,67.4,22.7,1.5,8.3
E00060636,56.5,29,1.5,13
E00060637,39.5,37.9,2.4,20.2
E00060638,67.6,22.8,2.9,6.6
E00060639,61.2,25.6,1.6,11.6
E00060640,66.7,15.4,3.1,14.8
E00060641,43.8,44.6,1.7,9.9
E00060643,57.4,31.9,0.5,10.1
E00060644,35.5,48.4,0.5,15.6
E00060645,58.3,32.2,0.9,8.7
E00060646,44.8,37.6,0.8,16.8
E00060647,55.6,34.8,0,9.6
E00060648,45.7,34.9,0,19.4
E00060649,60,25.2,1.5,13.3
E00060650,58.9,31.5,0,9.7
E00060651,10,11.1,52.6,26.3
E00060652,50.4,38.8,3.1,7.8
E00060656,7,7,80.4,5.6
E00060659,43.8,43,0.8,12.4
E00060660,42.5,32.7,3.5,21.2
E00060661,43.9,40.8,1.9,13.4
E00060663,41,32.8,3.3,23
E00060664,15.3,10.8,65.9,8
E00060665,19.7,43.5,28.5,8.4
E00060666,12.6,21.9,56.3,9.3
E00060667,11.3,11.3,63.7,13.7
E00060668,12.3,23.8,43.8,20
E00060669,4.5,5.8,68.2,21.4
E00060670,38.2,50.4,0.8,10.7
E00060671,6.1,8.4,73.3,12.2
E00060672,25,24.2,39.8,10.9
E00060673,65.3,29.6,3.1,2
E00060674,48.2,38.2,0.9,12.7
E00060675,42.3,43.9,1.6,12.2
E00060676,47.5,47.5,1.4,3.6
E00060677,14.1,25.8,47.7,12.5
E00060678,19.8,27,49.5,3.6
E00060679,38.5,40.8,13.1,7.7
E00060680,47.7,49.5,0.9,1.8
E00060681,26,63,2,9
E00060682,32.3,25,28.2,14.5
E00060683,8.1,8.9,78.2,4.8
E00060684,6.1,11.4,73.5,9.1
E00060685,36.7,51.5,0,11.7
E00060686,29,24.4,42,4.6
E00060687,36.6,32.7,22.8,7.9
E00060688,43.2,44.3,1.1,11.4
E00060689,26.8,20.4,40.8,12
E00060690,33.6,21.1,32.9,12.5
E00060691,35.1,23.1,32.8,9
E00060692,31.5,28.3,30.7,9.4
E00060693,32,24.7,33,10.3
E00060694,8.1,15.3,59.7,16.9
E00060695,15.5,16.4,50.9,17.3
E00060696,25.9,16.3,54.1,3.7
E00060697,15.9,36.9,34.1,13.1
E00060698,20,22.3,43.8,13.8
E00060699,25.4,12.7,4.8,57.1
E00060701,20.8,3.8,8.5,66.9
E00060702,15,2.1,13.6,69.3
E00060704,10.7,7.6,12.2,69.5
E00060705,18.9,9,13.9,58.2
