areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00064352,54.8,5.4,39.8
E00064361,55.6,5.8,38.7
E00064364,41.5,5.3,53.1
E00064390,52.9,4.2,42.9
E00064392,65.5,3,31.5
E00064394,68.6,2.7,28.6
E00064449,48.9,6.1,45
E00064450,42.9,4.4,52.7
E00064451,48.6,9.2,42.2
E00064452,59.1,6.6,34.3
E00064453,30.2,5.8,64
E00064454,48.3,6.5,45.2
E00064455,45.5,10.7,43.9
E00064456,28.7,4.6,66.7
E00064457,53.7,4.2,42.1
E00064458,19.3,24.8,56
E00064459,54.1,4.1,41.7
E00064460,50.2,6.1,43.7
E00064462,50.2,7.4,42.4
E00064463,49.2,1,49.7
E00064464,45.6,8.7,45.6
E00064465,48.5,7.6,43.9
E00064466,49.3,7.6,43.1
E00064467,49.2,7.1,43.7
E00064468,44.3,7.5,48.2
E00064469,56.8,8.3,34.9
E00064470,47.7,7.6,44.8
E00064471,39.4,7.6,53
E00064472,59.4,4.8,35.7
E00064473,57.1,6,36.9
E00064474,51.5,5.4,43.1
E00064475,49.6,10.4,40
E00064476,41.7,14.2,44.2
E00064477,34.5,4.8,60.6
E00064478,44.4,9.1,46.5
E00064479,48.1,6,45.9
E00064480,39.9,7.9,52.2
E00064481,44.8,6.6,48.6
E00064482,49.6,5.7,44.7
E00064483,52.6,4.8,42.6
E00064484,37.6,8.5,54
E00064485,34.7,6.6,58.7
E00064486,49.8,6.5,43.6
E00064487,32,3.9,64
E00064488,45.7,3,51.3
E00064489,50.2,3.7,46
E00064490,51.4,3.6,45
E00064491,48.3,3.3,48.3
E00064492,50.4,4.1,45.5
E00064493,48.1,3.2,48.7
E00064496,44.4,4.1,51.4
E00064497,50.9,5.9,43.2
E00064498,42.5,7,50.5
E00064499,40.4,7.2,52.3
E00064500,39.8,14.8,45.4
E00064501,44.2,8.1,47.7
E00064502,46,5.7,48.3
E00064503,45.4,7.7,46.9
E00064504,45.8,6.4,47.8
E00064505,48.8,5.4,45.8
E00064506,51.2,10.2,38.5
E00064507,42.1,7.7,50.2
E00064577,47.6,6.3,46.1
E00064581,54.2,4.6,41.2
E00064582,59.5,0.9,39.5
