areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00064352,55,31.5,5.4,8.1
E00064361,35.7,20.9,6,37.4
E00064364,44.8,39.2,12,4
E00064390,0,41.2,52.9,5.9
E00064392,0,17.9,72.6,9.4
E00064394,0.8,3.3,82.9,13
E00064449,14.4,21.6,56.8,7.2
E00064450,10.4,23.9,56,9.7
E00064451,6,25.2,62.3,6.6
E00064452,16,13.9,61.1,9
E00064453,27.9,14.3,45,12.9
E00064454,6.3,32.4,48.6,12.7
E00064455,14.5,25.2,50.9,9.4
E00064456,50,17.2,24.6,8.2
E00064457,9.1,34.1,40.9,15.9
E00064458,39.8,58,2.3,0
E00064459,1.9,26.8,59.9,11.5
E00064460,8.6,26.5,52.3,12.6
E00064462,4.1,41.2,43.2,11.5
E00064463,9.3,27.8,55.6,7.4
E00064464,21.9,26.7,43.8,7.6
E00064465,0.8,20.2,65.3,13.7
E00064466,0,25.7,61.8,12.5
E00064467,21.4,27.2,39.8,11.7
E00064468,11,24.8,51.7,12.4
E00064469,4.8,28.6,56.2,10.5
E00064470,9.7,19.4,58.1,12.9
E00064471,6.9,30.6,59.7,2.8
E00064472,6.7,29.2,59.2,5
E00064473,2.6,22.8,62.3,12.3
E00064474,14.9,11.5,63.2,10.3
E00064475,17.3,16.5,56.4,9.8
E00064476,14.3,14.3,61.9,9.5
E00064477,12.1,14.8,62.4,10.7
E00064478,7.9,14.9,69.3,7.9
E00064479,20.5,19.7,50.8,9.1
E00064480,5.4,35.7,49.1,9.8
E00064481,2.8,23.4,61.7,12.1
E00064482,19.1,14.9,58.9,7.1
E00064483,1.7,36.5,48.7,13
E00064484,24.8,15.6,54.1,5.5
E00064485,3.7,35.1,49.3,11.9
E00064486,13.2,24.3,47.9,14.6
E00064487,22.4,41.8,28.6,7.1
E00064488,16.3,16.3,55.6,11.9
E00064489,4,45.6,44,6.4
E00064490,11,30.5,50.8,7.6
E00064491,19.8,39.7,26.7,13.7
E00064492,9,36.8,47.9,6.3
E00064493,28.1,30.6,36.4,5
E00064496,17.6,32.1,35.1,15.3
E00064497,0.9,31,58.6,9.5
E00064498,7.1,28.6,55.4,8.9
E00064499,5.3,40.5,43.5,10.7
E00064500,30.2,68.6,1.2,0
E00064501,8.7,31.1,40.8,19.4
E00064502,15.9,26.2,49.7,8.3
E00064503,18.1,42.2,25,14.7
E00064504,1.5,46.2,38.5,13.8
E00064505,18.7,27.6,46.3,7.3
E00064506,6.1,46.1,36.5,11.3
E00064507,18.6,17.8,55.8,7.8
E00064577,7.6,46.2,45.5,0.8
E00064581,10.8,37.5,43.3,8.3
E00064582,0.9,12,71.3,15.7
E00064583,1.8,60.4,35.1,2.7
E00064584,8,55.2,34.4,2.4
E00064585,1.5,48.5,44.6,5.4
E00064586,6.6,70.8,21.7,0.9
E00064587,14.2,34.8,32.6,18.4
