areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00064352,5.3,6,1.9,84.9,1.9
E00064361,1.8,19,1.5,71.3,6.3
E00064364,21.2,2.9,0.8,72.6,2.5
E00064390,2.1,0,0.9,94,3
E00064392,2.8,0,1,96.2,0
E00064394,2.8,0.3,2.5,94.4,0
E00064449,0.6,0,0.3,98.3,0.9
E00064450,0,0,1.3,98.7,0
E00064451,1.6,0,1.8,96,0.7
E00064452,1.3,2,1.5,95.1,0
E00064453,0,2.8,0,97.2,0
E00064454,1.3,0.5,3,94.1,1.1
E00064455,0,0.5,0.5,99,0
E00064456,0,1.5,3.4,94.8,0.4
E00064457,0,4.6,3.6,90.8,1
E00064458,0,0,0,99.1,0.9
E00064459,0,0.2,1.4,98.4,0
E00064460,0,3.5,0.5,96,0
E00064462,1.9,0,0.5,97.6,0
E00064463,0,0,0,97.2,2.8
E00064464,0,1.5,0.4,96,2.2
E00064465,0,2.1,1.6,96.1,0.3
E00064466,0,0.2,0,99.3,0.5
E00064467,0,0.4,0,99.6,0
E00064468,0.3,0,2.8,95.9,1
E00064469,0,0,0,100,0
E00064470,0.8,0,1.6,97.6,0
E00064471,0,0,1.1,98.9,0
E00064472,1,1.6,0.6,96.8,0
E00064473,0.7,0,3.4,95.9,0
E00064474,0.4,0.9,1.8,96.9,0
E00064475,0,0,1.8,98.2,0
E00064476,0.3,0,1.2,98.5,0
E00064477,0.2,0,0,98.3,1.5
E00064478,0,0,0.7,98.9,0.4
E00064479,0.3,0.3,1.3,97.4,0.7
E00064480,0.7,0.3,1.7,97.3,0
E00064481,0.7,3.1,3.1,91.8,1.4
E00064482,0,1.6,1.3,97.1,0
E00064483,0,0,0.6,98.4,1
E00064484,0,4.1,0.8,95.1,0
E00064485,0,0,0.3,99.7,0
E00064486,0,0,0.8,99.2,0
E00064487,0,0,0,99.6,0.4
E00064488,2,0,0.3,97.3,0.3
E00064489,0,1.7,1.7,96.2,0.3
E00064490,0.4,0.4,2.2,96.4,0.7
E00064491,0,0.7,0,99,0.3
E00064492,0,1,1,97.6,0.3
