areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00056913,21.2,35.8,14.6,28.5
E00056914,25.6,42.4,16,16
E00056915,17.8,47.5,20.3,14.4
E00056916,62.9,14.6,7.9,14.6
E00056917,25.2,38.2,18.7,17.9
E00056918,24.8,45.3,13.1,16.8
E00056919,26.7,62.5,6.7,4.2
E00056920,21.3,41.1,17,20.6
E00056921,17.2,47.1,16.6,19.1
E00056922,27.8,46.8,13.5,11.9
E00056923,25.4,45.4,18.5,10.8
E00056924,25.4,37.7,20.3,16.7
E00056925,26,35,22.8,16.3
E00056926,36.8,36.8,14,12.3
E00056927,22.5,41.4,20.1,16
E00056928,29.3,54.5,10.6,5.7
E00056929,27.6,41,17.9,13.4
E00056930,36.2,32.3,13.8,17.7
E00056931,10.9,48.8,19.4,20.9
E00056932,28.3,41.7,12.6,17.3
E00056933,31.5,36.3,19.2,13
E00056934,40.2,34.8,12.9,12.1
E00056935,33,35,17,15
E00056936,26,38.2,16.3,19.5
E00056937,56.6,6.6,15.8,21.1
E00056938,28.8,32.8,21.6,16.8
E00056939,20,41.4,22.1,16.6
E00056940,28.1,35.9,13.3,22.7
E00056941,23.4,33.1,24,19.5
E00056942,25.5,39.4,21.9,13.1
E00056943,17.3,42.1,12.8,27.8
E00056945,26.8,35.7,17,20.5
E00056946,30,39.3,14.7,16
E00056947,19.8,39.7,13,27.5
E00056948,18.3,32.1,19.1,30.5
E00056949,42.7,34.8,10.1,12.4
E00056950,26,42,19.1,13
E00056951,29.9,45.7,12.6,11.8
E00056952,32.3,51.2,7.1,9.4
E00056953,23.3,49.2,16.7,10.8
E00056954,28.5,39.8,13.8,17.9
E00056955,25,39.5,17.7,17.7
E00056956,34.4,46.9,11.7,7
E00056957,28.7,44.3,14.8,12.3
E00056958,41.2,28.8,14.4,15.7
E00056959,32.9,32.9,15.8,18.4
E00056960,21,56.2,10.5,12.3
E00056961,30.6,32.6,16.7,20.1
E00056962,17.6,48.1,16.7,17.6
E00056963,40.9,37.1,11.3,10.8
E00056964,21.8,39.5,17.7,21
E00056965,31.3,35.1,11.9,21.6
E00056966,46.7,36.5,5.8,10.9
E00056967,20.3,33.3,26,20.3
