areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00056913,89.4,5.6,1.2,3.8
E00056914,92.6,5.2,1.1,1.1
E00056915,91.9,5.8,1.5,0.8
E00056916,90.1,2.5,2.5,4.9
E00056917,90.9,5.5,0.7,2.9
E00056918,88.8,6.1,1.4,3.7
E00056919,83.3,9.6,1.8,5.3
E00056920,91.6,3.9,1.2,3.3
E00056921,92.8,3.6,1.9,1.7
E00056922,90.2,4.3,1.2,4.3
E00056923,86.1,6.2,2.6,5.1
E00056924,86,7.6,1.7,4.7
E00056925,90.8,3.3,3,3
E00056926,86.7,3.1,3.5,6.6
E00056927,90.1,7.7,0.8,1.4
E00056928,95.3,1.8,1.1,1.8
E00056929,89,6,2.1,2.8
E00056930,83.8,5,2.2,9
E00056931,93.5,3.9,1.6,1
E00056932,88.8,6.2,2.3,2.7
E00056933,87.5,5.9,2.6,3.9
E00056934,93.3,3,1.5,2.2
E00056935,89.5,7,3,0.5
E00056936,91.5,4.3,2.5,1.8
E00056937,92.9,1.4,2.1,3.5
E00056938,91.2,2.6,2.9,3.3
E00056939,89.1,5.9,1.6,3.4
E00056940,87.1,5.9,2.1,4.9
E00056941,88.5,3.8,3,4.6
E00056942,94.4,4.6,0.7,0.3
E00056943,93.9,3.7,0.9,1.5
E00056945,86.7,6.8,2.4,4
E00056946,91.2,3.2,0.6,5
E00056947,90.8,5.5,1.5,2.1
E00056948,88.8,6.8,0.9,3.6
E00056949,86.4,6.5,3,4.1
E00056950,88.7,6.4,2.6,2.3
E00056951,89.5,5.8,1.2,3.5
E00056952,88.8,7,1.7,2.5
E00056953,88.1,6.7,2,3.2
E00056954,93.9,2.7,1.5,1.9
E00056955,89.3,5.5,2.9,2.2
E00056956,88.3,7.5,1.3,2.9
E00056957,87.8,6.3,3.1,2.7
E00056958,90.6,3.8,0.3,5.2
E00056959,92,3.7,2.5,1.8
E00056960,88.7,5.1,2.1,4.2
E00056961,92.5,5,1.6,0.9
E00056962,93.5,3.3,0.6,2.5
E00056963,88.7,6.4,2.3,2.6
E00056964,87,4.1,5.9,3
E00056965,86.8,5,3,5.3
E00056966,82.5,5.6,3.6,8.3
E00056967,93.6,1.7,1.7,3
E00056972,89.1,8.2,2.7,0
E00056973,90.7,6.2,1,2.1
E00056981,91.1,5.3,1.1,2.5
E00056982,92.5,3.1,2.4,2
E00056983,91.1,5.2,1.5,2.2
E00056984,89.3,4.2,4.2,2.3
E00056986,92.8,2.5,1.1,3.6
E00056987,90.5,5,1.9,2.5
E00056988,88.1,3.6,3.3,5
E00056989,87.2,6.1,2.7,4
E00057408,93.5,3.8,1,1.7
E00057409,87.9,7.2,2.5,2.5
E00057410,93.7,5.2,0.7,0.4
E00057411,92.5,5.6,1,0.8
E00057412,87.7,5.5,3.2,3.6
E00057413,93.5,3.8,0.7,2.1
E00057414,93.9,5.4,0.7,0
E00057415,86.9,5,2.5,5.5
E00057416,90.6,6.6,0.3,2.5
E00057417,89.1,5.3,2.2,3.4
E00057418,92.7,4.3,1.7,1.3
E00057419,92.6,4.5,1.3,1.7
E00057420,89,5,2.1,3.9
E00057431,91.6,5.3,1.6,1.6
E00057432,90.7,5.8,0.8,2.7
E00057433,90.2,4.5,1.5,3.8
E00057434,92.6,5.5,0.8,1.2
E00057435,88.2,5.9,1.7,4.2
E00057436,87.8,4.8,2.2,5.2
