areacd,in_full_time_education-001,in_full_time_education-002
E00056913,15.9,84.1
E00056914,17,83
E00056915,13.8,86.2
E00056916,26.7,73.3
E00056917,16.1,83.9
E00056918,13.9,86.1
E00056919,6.6,93.4
E00056920,18.1,81.9
E00056921,15.7,84.3
E00056922,11.4,88.6
E00056923,11.3,88.7
E00056924,16.3,83.7
E00056925,20.4,79.6
E00056926,16.4,83.6
E00056927,14,86
E00056928,4.3,95.7
E00056929,12.9,87.1
E00056930,21.8,78.2
E00056931,13.7,86.3
E00056932,15.1,84.9
E00056933,17.2,82.8
E00056934,17.2,82.8
E00056935,15.5,84.5
E00056936,18.1,81.9
E00056937,22.5,77.5
E00056938,19.9,80.1
E00056939,21.7,78.3
E00056940,21.6,78.4
E00056941,20.3,79.7
E00056942,16,84
E00056943,22.5,77.5
E00056945,18.1,81.9
E00056946,18,82
E00056947,20.7,79.3
E00056948,24.9,75.1
E00056949,15.4,84.6
E00056950,14.9,85.1
E00056951,9.7,90.3
E00056952,10.4,89.6
E00056953,12.7,87.3
E00056954,14.1,85.9
E00056955,16.4,83.6
E00056956,9.1,90.9
E00056957,13.8,86.2
E00056958,13.7,86.3
E00056959,14.8,85.2
E00056960,12.6,87.4
E00056961,19.3,80.7
E00056962,15.1,84.9
E00056963,15.9,84.1
E00056964,21.2,78.8
E00056965,21.2,78.8
E00056966,10,90
E00056967,25.3,74.7
E00056972,18.4,81.6
E00056973,25.7,74.3
E00056981,20.8,79.2
E00056982,21.6,78.4
E00056983,15.2,84.8
E00056984,16.7,83.3
E00056986,20,80
E00056987,20.3,79.7
E00056988,16.3,83.7
E00056989,22.2,77.8
E00057408,19.9,80.1
E00057409,13.4,86.6
E00057410,13.5,86.5
E00057411,16.5,83.5
E00057412,20.7,79.3
E00057413,26.1,73.9
E00057414,14.8,85.2
E00057415,6,94
E00057416,16.7,83.3
E00057417,20.9,79.1
E00057418,17.9,82.1
E00057419,24,76
E00057420,9.6,90.4
E00057431,20,80
E00057432,12.5,87.5
E00057433,13.7,86.3
E00057434,12.5,87.5
E00057435,21.4,78.6
E00057436,20.4,79.6
E00057437,22.7,77.3
E00057438,19.9,80.1
E00057439,9.9,90.1
E00057440,17.6,82.4
E00057441,12.5,87.5
E00057442,17,83
E00057443,20.4,79.6
E00057444,26.2,73.8
E00057445,17.8,82.2
E00057446,18.2,81.8
E00057447,31.3,68.8
E00057448,16.6,83.4
E00057449,16.6,83.4
E00057450,22.6,77.4
E00057451,21,79
E00057452,21,79
E00057453,9.6,90.4
E00057454,7.8,92.2
E00057455,15.1,84.9
E00057456,10.1,89.9
E00057457,15.1,84.9
E00057458,21.3,78.7
E00057459,16.4,83.6
E00057460,14.5,85.5
E00057461,12.7,87.3
E00057462,12.7,87.3
E00057463,21.3,78.7
E00057464,12.5,87.5
E00057465,16,84
E00057466,15.5,84.5
E00057467,17.7,82.3
E00057471,14.6,85.4
E00057472,23.9,76.1
E00057474,15.3,84.7
E00057475,11.4,88.6
E00058968,20.8,79.2
E00058969,16.9,83.1
E00058970,19.3,80.7
E00058971,13.8,86.2
E00058972,19,81
E00058973,11.9,88.1
E00058974,15.2,84.8
E00058975,17.3,82.7
E00058976,18.2,81.8
E00058977,17.4,82.6
E00058978,16.8,83.2
E00058979,20.8,79.2
E00058980,18,82
