areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00056913,45.2,40.7,6.7,7.4
E00056914,39.7,42.9,4.8,12.7
E00056915,39.8,47.5,0,12.7
E00056916,33,3.3,59.3,4.4
E00056917,60.8,31.7,0,7.5
E00056918,59.1,34.3,0,6.6
E00056919,80.2,16.5,0,3.3
E00056920,49.6,41.1,0,9.2
E00056921,48.4,44.6,1.3,5.7
E00056922,48,39.2,2.4,10.4
E00056923,63.1,29.2,0,7.7
E00056924,18.8,44.2,23.9,13
E00056925,22.3,46.3,22.3,9.1
E00056926,17.4,21.7,54.8,6.1
E00056927,38.3,52.1,1.2,8.4
E00056928,72.6,18.5,0.8,8.1
E00056929,54.1,42.1,0,3.8
E00056930,9.8,21.2,56.8,12.1
E00056931,45.7,48,0,6.3
E00056932,48.4,41.9,0.8,8.9
E00056933,29.3,38.1,20.4,12.2
E00056934,31.3,29.1,1.5,38.1
E00056935,33,42,2,23
E00056936,36.6,48.8,3.3,11.4
E00056937,8.1,8.1,78.4,5.4
E00056938,32,38.4,13.6,16
E00056939,31.5,49,0,19.6
E00056940,31.5,41.7,3.1,23.6
E00056941,23.2,37.7,25.8,13.2
E00056942,43.6,44.3,0.7,11.4
E00056943,52.6,40.6,0.8,6
E00056945,25.9,33,33,8
E00056946,32,32.7,17.6,17.6
E00056947,42.7,42,10.7,4.6
E00056948,40.3,51.9,1.6,6.2
E00056949,30.7,22.7,36.4,10.2
E00056950,56.6,31.8,2.3,9.3
E00056951,63.8,31.5,0.8,3.9
E00056952,68.5,23.6,0.8,7.1
E00056953,59.5,28.1,0,12.4
E00056954,45.2,32.5,0.8,21.4
E00056955,51.6,37.1,4,7.3
E00056956,53.5,22.5,9.3,14.7
E00056957,60.2,26.8,6.5,6.5
E00056958,40,26.7,17.3,16
E00056959,41.1,21.9,17.8,19.2
E00056960,36.4,29.6,8.6,25.3
E00056961,38.7,33.8,3.5,23.9
E00056962,28.2,51.7,14.4,5.7
E00056963,20.3,35.8,3.2,40.6
E00056964,24.8,34.7,9.9,30.6
E00056965,28.1,36.3,26.7,8.9
E00056966,21.2,20.4,54,4.4
E00056967,10.7,39.3,33.6,16.4
E00056972,51.6,41.9,0,6.5
E00056973,41.4,55.7,0,2.9
E00056981,36.6,40.7,11.4,11.4
E00056982,32.6,36.2,15.2,15.9
E00056983,52,34.4,1.6,12
E00056984,15.8,28.3,44.2,11.7
E00056986,26.9,35.3,25.2,12.6
E00056987,49.7,38.1,3.9,8.4
E00056988,24.6,22.2,46,7.1
E00056989,29.1,37,20.5,13.4
E00057408,47.9,41,0,11.1
E00057409,59.7,33.8,1.4,5
E00057410,56.2,36.2,0,7.7
E00057411,27.7,52.5,0.6,19.2
E00057412,34.5,42,9.2,14.3
E00057413,16.7,36.1,0.7,46.5
E00057414,38.3,47.7,0,14.1
E00057415,42.1,14,39.5,4.4
E00057416,46.9,43.4,0.7,9
E00057417,43,51.6,0.8,4.7
E00057418,61.7,33.8,1.5,3
E00057419,28.5,61.1,2.6,7.8
E00057420,70.8,19.7,0.7,8.8
E00057431,25.5,39,3,32.5
E00057432,49.6,43.6,0,6.8
E00057433,49.1,38.6,0,12.3
E00057434,49.2,24.6,8.2,18
E00057435,23.9,18.8,46.2,11.1
E00057436,20.4,23.1,48.1,8.3
E00057437,32.5,35.8,21.1,10.6
E00057438,52.1,40.2,0.9,6.8
E00057439,5.8,11.1,57.9,25.1
E00057440,38.5,33,16.5,11.9
E00057441,60.3,35.6,0,4.1
E00057442,48.6,30.3,14.7,6.4
E00057443,47.7,31.5,0,20.7
E00057444,29.1,32.8,2.2,35.8
E00057445,46.5,49.1,0,4.4
E00057446,42.3,52.6,0,5.1
E00057447,35.8,29.9,3.6,30.7
E00057448,37.4,38.1,5.8,18.7
E00057449,55.7,32.8,0.8,10.7
E00057450,35.9,44.5,8.6,10.9
E00057451,45,47.7,1.8,5.4
E00057452,42.7,49,0,8.3
E00057453,48.4,20.5,21.3,9.8
E00057454,51.2,13.8,28.5,6.5
E00057455,56,33.6,1.6,8.8
E00057456,71.4,15.2,4.5,8.9
E00057457,41.2,31.6,23.7,3.5
E00057458,44.6,48.5,0,6.9
E00057459,54.7,28.5,4.4,12.4
E00057460,48.6,37,2.3,12.1
E00057461,65.2,28.7,0,6.1
E00057462,60,28.8,4,7.2
E00057463,47.9,40.2,1.7,10.3
E00057464,66.9,22.3,0.8,9.9
E00057465,62.1,33.3,1.5,3
E00057466,67.6,23.1,2.8,6.5
E00057467,30.8,38.5,23.1,7.7
E00057471,31.8,36.4,26.4,5.5
E00057472,15.4,22.8,56.1,5.7
E00057474,51.3,27.4,15,6.2
E00057475,59,26.9,5.2,9
E00058968,63.7,35.7,0,0.6
E00058969,61,26.7,1,11.4
E00058970,28,39,26.3,6.8
E00058971,41.7,32.1,4.5,21.8
E00058972,63.9,36.1,0,0
E00058973,43.2,26.4,9.5,20.9
E00058974,51.9,25.6,13.5,9
E00058975,27.8,27.4,34.2,10.7
E00058976,31.2,31.2,19.4,18.1
E00058977,48.8,37.2,5,9.1
E00058978,48.3,33.9,14.4,3.4
E00058979,28.1,26.3,40.4,5.3
E00058980,60.7,30.8,0,8.5
E00058981,63.9,29.3,0.8,6
E00058982,33.8,42.9,12,11.3
E00058983,34.5,40.3,5.8,19.4
E00058984,47.8,30.6,11.2,10.4
E00058985,25.3,24.1,0,50.6
E00058986,47.4,40,1.5,11.1
E00058987,29.8,30.6,33.9,5.6
E00058988,22.8,39.8,17.9,19.5
E00058989,50,36.5,1.4,12.2
E00058990,39.8,47.3,7.5,5.5
E00058991,38.1,27.1,22.9,11.9
E00058992,55.7,34.8,1.7,7.8
E00058993,41.4,36.9,6.3,15.3
E00059008,52.6,33.8,1.5,12
E00059010,55.7,29.9,4.1,10.3
E00059011,31.7,37.4,20.1,10.8
E00059012,63.2,32.5,0.9,3.5
E00059013,51.7,37.6,4.7,6
E00059014,48.9,29,14.2,8
E00059015,49.4,39.9,6,4.7
E00059016,50.2,47.4,0.5,1.9
E00059017,72.7,16.5,1.4,9.4
E00059018,19.3,26.2,22.1,32.4
E00059019,41.3,32.5,21.4,4.8
E00059020,58.5,36.4,0.8,4.2
E00059021,51.9,41.3,1.9,4.8
E00059022,59.6,36.8,0,3.5
E00059023,40.9,42.5,0.8,15.7
E00059024,61.1,34.1,0,4.8
E00059025,41.8,40,4.1,14.1
E00059026,54.5,23.6,9.1,12.7
E00059027,32.5,28.3,1.7,37.5
E00059028,52.6,34.2,9.6,3.5
E00059029,62.4,17.1,4.3,16.2
E00059030,62.4,29.1,1.7,6.8
E00059031,42.3,44.4,1.6,11.6
E00059032,41.5,38.5,10.8,9.2
E00059033,66.7,23.8,1.9,7.6
E00059034,66.9,26.6,0.8,5.6
E00059035,7.6,8.4,73.3,10.7
E00059036,33.9,18.2,12.1,35.8
E00059038,64.8,33.3,1.9,0
E00059040,24.3,28.4,35.1,12.2
E00059041,38.1,25.9,18.7,17.3
E00059042,17.4,38.3,32.2,12.2
E00059043,26.1,15.1,50.4,8.4
E00059044,28.6,30.8,30.8,9.8
E00059045,61.5,26.7,5.2,6.7
E00059047,21.5,12.9,58.1,7.5
E00067327,56.1,30.2,1.4,12.2
E00067328,18.7,18.7,52.7,9.9
E00067329,51.1,31.9,5.2,11.9
E00067330,43.6,40.3,2,14.1
E00067331,53.8,42.4,0.8,3
E00067332,67.7,29.3,0,3
E00067333,52.8,32.4,0.7,14.1
E00067334,45.5,33.6,0,20.9
E00067335,51.3,37.6,1.7,9.4
E00067336,59.7,23.5,1.7,15.1
E00067337,53.8,40.2,0.8,5.3
E00067394,54.7,35.2,1.6,8.6
E00067395,57.4,36.5,0.9,5.2
E00067397,66.1,22.6,0,11.3
E00067398,48.1,44.3,0.8,6.9
E00067399,51.4,33.3,0,15.3
E00067400,20.6,45.8,18.7,15
E00067401,55.6,35.7,2.4,6.3
E00067403,68.5,24.5,2.8,4.2
E00067404,56.9,37.7,0.8,4.6
E00067405,57.3,36.3,0,6.5
E00067406,50.4,37,3,9.6
E00067407,48,38.6,0,13.4
E00067408,53,38.5,0,8.5
E00067409,50.5,39.3,2.8,7.5
E00067410,46.3,35.8,5.2,12.7
E00067411,48.2,28.4,0.7,22.7
E00067412,16.6,33.8,36.3,13.4
E00067413,52.8,33.6,4.8,8.8
E00067414,32.5,38.2,22.8,6.5
E00067415,26.8,34.6,23.6,15
E00067416,34.9,23.8,34.9,6.3
E00067417,10.7,15.7,65.3,8.3
E00067418,45.1,33.6,0.8,20.5
E00067419,28.7,51.2,1.6,18.6
E00067420,26,38.9,22.9,12.2
E00067421,47.5,26.2,9.2,17
E00067422,18.2,38.2,28.2,15.5
E00067423,57.1,34.5,2.5,5.9
E00067424,31.6,30.8,35.9,1.7
E00067425,65,27.7,2.2,5.1
E00067426,28,31.8,29.5,10.6
E00067427,57.1,27.9,1.4,13.6
E00067428,50.9,43.6,1.8,3.6
E00067429,55.9,32.4,2.2,9.6
E00067430,57.1,34.7,3.4,4.8
E00067431,32.6,20.6,2.8,44
E00067432,51.2,24.4,8.9,15.4
E00067433,12.4,18.1,3.8,65.7
E00067434,14.1,19.5,40.6,25.8
E00067435,31.3,21.1,9.4,38.3
E00067436,55.2,23.1,0.7,20.9
E00067437,31.8,11,5.2,51.9
E00067438,40.4,22.1,6.6,30.9
E00067439,29.2,32.8,1.5,36.5
E00067440,19.4,26.6,4.8,49.2
E00067441,28,22,7,43
E00067442,54.2,29.2,0,16.7
E00067443,10.4,9.7,6.5,73.4
E00067444,69.1,22.8,0.8,7.3
E00067445,39.5,19.3,17.5,23.7
E00067446,25,30,4.3,40.7
E00067447,54.7,30.7,0.7,13.9
E00067448,35.2,22.7,0,42.2
E00067449,40.9,36.2,2.4,20.5
E00067450,35.7,42.6,0,21.7
E00067452,11.5,12.8,39.9,35.8
E00067453,14.3,10.1,14.3,61.3
E00067454,14.9,18,1.2,65.8
E00067456,9.7,14.5,4.8,71
E00067457,6.8,12.2,59.9,21.1
E00067458,38.4,44,9.6,8
E00067459,36.8,35,13.7,14.5
E00067460,59.8,36.1,0.8,3.3
E00067461,57,30.4,0,12.6
E00067463,44.3,28.7,18,9
E00067464,39.2,20,1.7,39.2
E00067465,48.8,34.6,0.8,15.7
E00067466,16.7,13.8,41.3,28.3
E00067476,14.7,12.5,14.7,58.2
E00067477,8,8,58,26.1
E00067478,8.1,11.1,57.8,23
E00067608,24.1,51.7,0,24.1
E00067610,55.3,31.9,2.1,10.6
E00067618,39.4,23.6,0.6,36.4
E00067620,33.3,32.4,0.9,33.3
E00067621,33.6,25.3,26.7,14.4
E00067622,20.5,28.2,6,45.3
E00067623,36.2,45.4,2.3,16.2
E00067624,20.7,25.6,14,39.7
E00067625,22.5,27.5,22.5,27.5
E00067626,43.6,44.4,1.5,10.5
E00067627,36,32.4,3.6,27.9
E00067628,52.8,34.7,6.3,6.3
E00067629,49.3,25.3,14,11.3
