geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00069124,9.9,22,61.7,6.4
E00069135,9.2,25.8,55.8,9.2
E00069145,6,30.1,58.6,5.3
E00069146,4.9,29.5,59,6.6
E00069151,15,25,57.5,2.5
E00069453,11.4,21.5,58.2,8.9
E00069457,5.3,23.7,64.1,6.9
E00069458,7,27.2,60.8,5.1
E00069459,5.8,19.4,74.8,0
E00069461,6.3,24.6,60.6,8.5
E00069464,3.2,29,59.7,8.1
E00069466,6.9,25.2,61.1,6.9
E00069478,9.4,24.5,58.5,7.5
E00069479,9.5,29.2,56.2,5.1
E00069480,9.7,31,50.3,9
E00069547,17.2,24.5,41.1,17.2
E00069548,15.8,19.5,46.9,17.8
E00069549,10.5,25.7,53.3,10.5
E00069550,12.4,16.5,52.1,19
E00069578,11,22.1,46.6,20.2
E00069579,11.5,17.3,59,12.2
E00069580,13.4,20.3,47.7,18.6
E00069581,15.9,16.5,51.2,16.5
E00069583,10.6,15.5,62,12
E00069585,14.5,19.6,48.6,17.3
E00069600,9.5,19,56.9,14.6
E00069601,10,14.4,63.3,12.2
E00069602,14.8,16,56.8,12.3
E00069603,13.2,21.4,54.7,10.7
E00069604,13.7,21.1,52.8,12.4
E00069607,12.7,19.7,56.6,11
E00069609,11,26.3,52.5,10.2
E00069610,9.4,24.4,56.9,9.4
E00069611,11.9,15.9,61.6,10.6
E00069612,12,19.2,56,12.8
E00069613,11.7,20.1,61,7.2
E00069614,11.4,25.1,52,11.4
E00069615,12.6,17.6,52.9,16.8
E00069616,12.8,18.2,63.5,5.4
E00069617,6.1,22.1,55.8,16
E00069618,12.9,19.4,54.8,12.9
E00069619,13,26.7,52.2,8.1
E00069620,6.6,19.9,64,9.6
E00069621,11.6,19.6,52.4,16.4
E00069622,19.5,13,53.2,14.3
E00069623,16.4,19.2,44.5,19.9
E00069625,17.2,17.2,43.3,22.3
E00069626,17.6,19.6,46.6,16.2
E00069627,7.6,16.7,63.9,11.8
E00069628,13.5,21.2,58.2,7.1
E00069629,17,24.1,51.1,7.8
E00069630,10.6,26.1,56.3,7
E00069631,12.3,19.2,57.5,11
E00069632,11.9,17.4,51.4,19.3
