geography_code,disability_3a-001,disability_3a-002
E00069124,16.5,83.5
E00069135,36.3,63.7
E00069145,20.5,79.5
E00069146,15.3,84.7
E00069151,15.7,84.3
E00069453,11.8,88.2
E00069457,13.4,86.6
E00069458,20.5,79.5
E00069459,21.7,78.3
E00069461,15.2,84.8
E00069464,14.1,85.9
E00069466,17.7,82.3
E00069478,19.4,80.6
E00069479,16.1,83.9
E00069480,18.5,81.5
E00069547,19.1,80.9
E00069548,13.3,86.7
E00069549,16.3,83.7
E00069550,14.8,85.2
E00069578,16.1,83.9
E00069579,17.3,82.7
E00069580,17.2,82.8
E00069581,11.6,88.4
E00069583,16.1,83.9
E00069585,9.4,90.6
E00069600,12.6,87.4
E00069601,17.5,82.5
E00069602,17.4,82.6
E00069603,11.9,88.1
E00069604,16.7,83.3
E00069607,14.5,85.5
E00069609,14.6,85.4
E00069610,15.6,84.4
E00069611,21.7,78.3
E00069612,16.6,83.4
E00069613,26.5,73.5
E00069614,19.8,80.2
E00069615,24.2,75.8
E00069616,17.1,82.9
E00069617,18.9,81.1
E00069618,17.4,82.6
E00069619,21.2,78.8
E00069620,19.1,80.9
E00069621,14.7,85.3
E00069622,24.8,75.2
E00069623,19,81
E00069625,17.1,82.9
E00069626,15.3,84.7
E00069627,14.2,85.8
E00069628,20.6,79.4
E00069629,12.8,87.2
E00069630,16.2,83.8
E00069631,12.7,87.3
E00069632,20.8,79.2
E00069642,24.6,75.4
E00069643,16.9,83.1
E00069645,18.5,81.5
E00069646,14.7,85.3
E00069647,23.8,76.2
E00069649,9,91
E00069650,16.5,83.5
E00069651,13,87
E00069652,13.5,86.5
E00069653,17.2,82.8
E00130553,13.7,86.3
E00130743,14.4,85.6
E00130744,15.2,84.8
E00130745,14.8,85.2
E00130746,11.5,88.5
E00130747,12.9,87.1
E00130748,13.6,86.4
E00130749,7.7,92.3
E00130750,14.1,85.9
E00130755,11.5,88.5
E00130792,15.1,84.9
E00130793,12.8,87.2
E00130794,14.5,85.5
E00130795,18.9,81.1
E00130796,13.8,86.2
E00130797,19.8,80.2
E00130798,15,85
E00130799,15.9,84.1
E00130801,11,89
E00130802,15,85
E00130803,13.1,86.9
E00130804,15.8,84.2
E00130805,13.8,86.2
E00130806,13.8,86.2
E00130808,9.9,90.1
E00130809,16.2,83.8
E00130810,10.3,89.7
E00130812,12.9,87.1
E00130813,14.7,85.3
E00130814,19.7,80.3
E00130815,16.7,83.3
E00130816,15.5,84.5
E00130817,16.1,83.9
E00130819,13.6,86.4
E00130820,15.2,84.8
E00130821,18.5,81.5
E00130822,11.6,88.4
E00130824,11.6,88.4
E00130825,13.8,86.2
E00130827,12.7,87.3
E00130828,19.5,80.5
E00130829,12.6,87.4
E00130830,27.7,72.3
E00130831,26,74
E00130833,10.7,89.3
E00130834,17.9,82.1
E00130835,16.8,83.2
E00130836,14.8,85.2
E00130837,14.1,85.9
E00130838,18.9,81.1
E00130839,16.5,83.5
E00130840,13.8,86.2
E00130841,9.3,90.7
E00130845,20.3,79.7
E00130877,17.3,82.7
E00130878,13.6,86.4
E00130883,14.1,85.9
E00130884,11.2,88.8
E00130885,11.9,88.1
E00130886,18.9,81.1
