geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00069124,27.3,26.4,21.5,24.8
E00069135,26.5,32.5,18.8,22.2
E00069145,15.7,24,22.3,38
E00069146,25.7,34.9,19.3,20.2
E00069151,21.1,18.3,19.3,41.3
E00069453,20.5,17.2,25.4,36.9
E00069457,26.9,24.4,14.3,34.5
E00069458,31.9,23.8,15,29.4
E00069459,51.6,17.2,17.2,14.1
E00069461,24,28,18.4,29.6
E00069464,21.8,27.7,17.8,32.7
E00069466,19.5,24.4,23.6,32.5
E00069478,38.9,19.5,20.4,21.2
E00069479,25.7,23.9,17.4,33
E00069480,23.5,18.9,24.2,33.3
E00069547,33.1,37.7,13.6,15.6
E00069548,27,46.5,14,12.6
E00069549,31.9,43.6,8.5,16
E00069550,21.9,52.4,9.5,16.2
E00069578,28.4,41.1,10.6,19.9
E00069579,27.7,45.3,11.9,15.1
E00069580,32.3,41.8,12.2,13.8
E00069581,26.7,48.7,11.3,13.3
E00069583,25.8,47.7,13.6,12.9
E00069585,20.2,48.8,16.7,14.3
E00069600,27.1,44.4,12.8,15.8
E00069601,62.7,26.9,3,7.5
E00069602,45.6,32.7,11.1,10.5
E00069603,23.6,38.6,20.5,17.3
E00069604,22.7,44.7,14.7,18
E00069607,25.9,40.7,17.3,16
E00069609,26.8,46.4,14.3,12.5
E00069610,28.7,41.2,10.3,19.9
E00069611,31,36.5,19.8,12.7
E00069612,42.7,29.1,14.5,13.7
E00069613,31,33.2,14.2,21.7
E00069614,25.3,32.9,19.6,22.2
E00069615,43.2,33.9,13.6,9.3
E00069616,25.4,39.4,15.5,19.7
E00069617,26.2,30.4,19.6,23.8
E00069618,18.8,49.1,17,15.2
E00069619,25.7,39,15.4,19.9
E00069620,46.3,35.4,9.5,8.8
E00069621,24.9,41.8,16.9,16.4
E00069622,34.3,47.1,5.7,12.9
E00069623,28.9,49.8,10,11.4
E00069625,26.4,45.6,16.1,11.9
E00069626,29.9,38.1,15.6,16.3
E00069627,23.5,40.9,14.4,21.2
E00069628,36.9,31.8,13.1,18.2
E00069629,29,42.1,18.6,10.3
E00069630,20.7,52.4,17.2,9.7
E00069631,29.7,39.1,13,18.1
E00069632,30.7,46,8,15.3
E00069642,40.5,33.3,13.5,12.6
E00069643,41.3,36.9,11.7,10.1
E00069645,39.1,32.2,14.4,14.4
E00069646,48.9,37.8,7.4,5.9
E00069647,56.1,26.8,8.1,8.9
E00069649,42.3,35.8,17.1,4.9
E00069650,26.1,38.3,17.4,18.3
E00069651,24.6,38.7,18.3,18.3
E00069652,33.2,39.6,14.4,12.9
E00069653,38.2,31.3,16.8,13.7
E00130553,12.5,48.1,20.2,19.2
E00130743,25.2,51.1,11.9,11.9
E00130744,37,36.2,15.7,11
E00130745,32.9,30.4,14.6,22.2
E00130746,20,45.3,12.6,22.1
E00130747,29.1,40,20,10.9
E00130748,24.7,50.6,11.1,13.6
E00130749,20.8,37.5,22.2,19.4
E00130750,18.5,39.5,22.2,19.8
E00130755,22.1,41,14.8,22.1
E00130792,13.7,45,19.1,22.1
E00130793,20.2,43.4,17.7,18.7
E00130794,42.8,25.9,13.3,18.1
E00130795,32.3,37.1,14.5,16.1
E00130796,24.4,32.5,18.7,24.4
E00130797,32.3,36.9,13.8,16.9
E00130798,28,36,17.6,18.4
E00130799,34.1,34.1,17.1,14.6
E00130801,16.1,42.7,21,20.2
E00130802,29.3,38.6,13.6,18.6
E00130803,19.5,42.9,16.5,21.1
E00130804,41.6,28.5,16.8,13.1
E00130805,31.2,36.4,13,19.5
E00130806,23.3,39.7,19,18
E00130808,26.4,34.4,19.2,20
E00130809,36.5,30.7,12.4,20.4
E00130810,27,34.9,13.2,24.9
E00130812,22.6,38.1,15.5,23.9
E00130813,35.2,36.8,16,12
E00130814,30.9,41.7,9.4,18
E00130815,43.4,33.6,12.4,10.6
E00130816,25.5,40.3,16.8,17.4
E00130817,30.6,29.8,21.5,18.2
E00130819,24.2,41.8,17.6,16.4
E00130820,30.1,39,15.8,15.1
E00130821,20.9,46.6,16.2,16.2
E00130822,19.1,36.2,21.3,23.4
E00130824,19.6,40.6,18.1,21.7
E00130825,31.8,31.2,15.6,21.4
E00130827,23.4,38.7,18.2,19.7
E00130828,36,38.1,11.1,14.8
E00130829,25.2,44.1,11.8,18.9
E00130830,37.2,37.2,10.9,14.7
E00130831,56.7,26.2,4.3,12.8
E00130833,24.3,33.6,18.6,23.6
E00130834,35,40.6,12.5,11.9
E00130835,29.1,47.5,13.9,9.5
E00130836,15.4,47.3,12.1,25.3
E00130837,18.7,38.2,17.9,25.2
E00130838,30,36,4,30
E00130839,24.8,42.1,10.7,22.3
E00130840,27.7,41,12,19.3
E00130841,21.6,41.2,14.7,22.5
E00130845,25.9,40.6,16.8,16.8
E00130877,19.8,44.9,14.4,21
E00130878,19.5,39.8,18,22.6
E00130883,20.6,48.5,14.7,16.2
E00130884,22.5,39.9,14.5,23.2
E00130885,13.7,40.5,19.6,26.2
E00130886,26.6,43.8,9.4,20.3
E00130887,27.2,36,16.8,20
E00130888,16.7,41.7,16.7,25
E00130889,26,35.4,13.4,25.2
E00130890,38.3,34.6,9.8,17.3
E00130891,27.6,39,13,20.3
E00130892,31.5,45.7,11.8,11
E00130894,21.5,38.5,21.5,18.5
E00130896,43.8,34,9.7,12.5
E00130917,36.4,41.9,7.6,14.1
E00130920,15,55,16.7,13.3
E00130951,19.1,40.4,14.9,25.5
E00130952,21.2,41.7,12.9,24.2
E00130953,24,41.5,17,17.5
E00130954,27.1,37.5,10.4,25
E00130955,34.3,33.3,10.1,22.2
E00130956,22.8,36.8,17.5,22.8
E00130957,26,39.7,14.7,19.6
E00130966,23.6,43.3,14.2,18.9
E00130967,21.1,42.9,13.7,22.4
E00130968,19.4,41,14.4,25.2
E00130969,35.8,28.4,9,26.9
E00130970,15.4,40.4,19.9,24.3
E00130973,23.2,31.2,24,21.6
E00130974,32.4,31,16.9,19.7
E00130975,20.7,34.1,18.5,26.7
E00130976,25.7,38.1,19.3,16.8
E00130977,17.3,33.7,25.5,23.5
E00130978,29.3,49.6,7.5,13.5
E00130979,36.5,34,10.9,18.6
E00130980,24.2,35.5,17.7,22.6
E00130981,16.7,44.5,18.1,20.7
E00130982,29.9,43.9,11.2,15
E00130983,13.5,40.4,19.2,26.9
E00130984,17.1,28.6,19,35.2
E00130985,17.8,39.5,13.8,28.9
E00130986,26.6,33,17,23.4
E00130987,18,43.2,15.1,23.7
E00130988,29.5,37.7,16.4,16.4
E00130989,26,48,8,18
E00130990,26.7,35,16.7,21.7
E00130991,17.9,43.2,20,18.9
E00130992,21.3,38.9,14.8,25
E00130993,21.6,48.2,12.2,18
E00130994,21.6,43.1,12.4,22.9
E00131481,25.4,40.3,14.2,20.1
E00131482,26.8,39.4,14.1,19.7
E00131483,18.5,55.6,14.8,11.1
E00131484,24.2,46.9,13.3,15.6
E00131486,20.1,48.3,17.4,14.1
E00137087,40,37.7,13.8,8.5
E00137119,20.6,35.9,22.9,20.6
E00137120,28,33.9,19.5,18.6
E00137121,28.5,30.1,17.9,23.6
E00137122,17.4,31.9,20.3,30.4
E00137123,18.9,26.8,27.6,26.8
E00137125,53.2,23.9,11,11.9
E00137129,21.1,34.2,27.2,17.5
E00137130,25.6,41.3,17.4,15.7
E00137131,25.9,31,21.6,21.6
E00137132,22.9,33.9,16.9,26.3
E00137133,34.5,29.4,10.1,26.1
E00137134,26.4,44,13.6,16
E00137136,30.8,32.5,24.2,12.5
E00137137,34.8,28.1,20,17
E00137164,26.3,31.4,22,20.3
E00137168,39.6,26.1,9.9,24.3
E00137169,17.6,31.4,25.5,25.5
E00137170,22.8,29.8,19.3,28.1
E00137171,17.6,38.7,22.5,21.1
E00137172,21.1,33,15.6,30.3
E00137174,57.1,22.8,10.6,9.5
E00137176,36.6,29,15.2,19.3
E00137177,40.2,31.5,12.6,15.7
E00137180,27.4,35.5,17.7,19.4
E00137186,17.8,28.3,24.3,29.6
E00137187,23.7,38.6,21.9,15.8
E00137188,20.6,50,14.3,15.1
E00137189,22.6,26.4,20.8,30.2
E00137190,14.9,25.7,20.8,38.6
E00137191,38.9,21.4,19.8,19.8
E00137192,15.6,31.9,25.2,27.4
E00137193,35.8,33,18.3,12.8
E00137194,49.2,25.8,14.5,10.5
E00137195,26.2,38.9,19,15.9
E00137196,45.7,26.1,16.7,11.6
E00137197,23.4,41.1,16.9,18.5
E00137198,19.5,50.4,14.6,15.4
E00137199,21.6,46.6,18.1,13.8
E00137200,25.4,32.3,18.5,23.8
E00137201,48.5,22.4,17.2,11.9
E00137202,17.5,33.3,30,19.2
E00137203,25.6,27.3,28.1,19
E00137204,33.6,33.6,13.4,19.3
E00137218,34.5,37.9,15.5,12.1
E00137219,18,45.1,17.3,19.5
E00137220,27.5,42,13,17.4
E00137221,21.4,49.3,18.6,10.7
E00137222,21.9,43.9,14,20.2
E00137223,23.5,45.9,12.4,18.2
E00137224,16.4,41,21.6,20.9
E00137225,38.2,25.7,18.4,17.6
E00137226,21.6,38.2,21.6,18.6
E00137227,32.3,48,11.8,7.9
E00137228,27.9,36.9,18.9,16.4
E00137229,18.3,35,17.5,29.2
E00137230,28,34.4,20.8,16.8
E00137232,20.3,37.3,21.2,21.2
E00137235,25.7,30.5,21,22.9
E00137236,30,28.2,18.2,23.6
E00137237,25.2,42,11.5,21.4
E00137240,26.2,41.3,16.7,15.9
E00137241,26.9,33.6,20.9,18.7
E00137242,26.8,26.8,18.8,27.7
E00137243,52,23.6,10.6,13.8
E00137244,22.7,30.3,22.7,24.3
E00137245,39.1,28.1,13.3,19.5
E00137246,31.7,30.9,18.7,18.7
E00137247,23.9,24.8,21.1,30.3
E00138006,25.4,48.2,14,12.3
E00138010,19,49.1,17.2,14.7
E00138011,23.4,46.1,14.4,16.2
E00138012,22.5,46.3,20,11.3
E00165824,59.3,17.9,9,13.8
E00165825,22.9,31.8,21,24.2
E00170637,46.4,24.1,13.9,15.7
E00170638,14.3,39.4,18.3,28
E00170640,35.6,22,20.5,22
E00170642,9.5,35.8,21.2,33.6
E00170643,31.3,31.3,15.2,22.3
E00170644,4.5,26.8,15.2,53.6
E00170645,12.7,42.9,19,25.4
E00170654,37.2,39.4,10.6,12.8
E00170656,23.1,41.9,14.5,20.5
E00170657,24,38,26,12
E00172620,16.7,40.3,16.7,26.4
E00172621,40.3,22.6,12.9,24.2
E00172622,25.9,20.7,32.8,20.7
E00172624,39.3,34.4,9.8,16.4
E00172625,24.7,35.6,16.4,23.3
E00174269,7.2,25,21.1,46.7
E00174270,16.8,26.4,23.2,33.6
E00178574,14.2,33,32.1,20.8
E00178618,14.6,31.5,13.5,40.4
E00178630,13.2,26.4,23.6,36.8
E00187352,68.2,25.6,4.7,1.6
E00187363,41.9,41.1,10.1,7
