geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E02003122,4.9,19.5,43.4,32.3
E02003123,10,34.8,43.6,11.5
E02003124,12.1,35.9,41.8,10.2
E02003125,17.8,33.2,39.3,9.8
E02003126,12.9,20.5,53,13.6
E02003127,7.6,30,53.9,8.5
E02003128,12.8,38.6,40.7,7.8
E02003129,9.9,22.5,49.5,18.1
E02003130,8.3,32,52.7,6.9
E02003131,7.9,35.6,48.3,8.2
E02003132,8.3,24.8,53.8,13.1
E02003133,4.2,24.1,57.1,14.7
E02003134,10.1,24.6,57.8,7.6
E02003135,8.5,44.7,41.1,5.7
E02003136,6.3,22.3,51.2,20.2
E02003137,7.7,15.7,38.3,38.3
E02003138,9.7,21.7,45.9,22.7
E02003139,2.8,22.8,51.2,23.3
E02003140,3.6,21,55.4,20
E02003141,20.1,39.3,29.5,11.1
E02003142,13.1,27.6,51.6,7.8
E02003143,10.2,25.8,45.9,18.1
E02003144,30,22.7,21.1,26.2
E02003145,15.6,27.7,35.3,21.4
E02003146,18.2,27.9,30.9,22.9
E02003147,24.6,43.8,24.2,7.4
E02003148,39.4,39.3,12.3,8.9
E02003149,26,35.9,24.3,13.8
E02003151,3.8,20.3,46,29.9
E02003152,6.1,22.1,47.9,23.9
E02003153,7.8,26.5,49.1,16.5
E02003154,7.5,30.2,49.2,13
E02003155,17.1,28.8,35.4,18.7
E02003156,6.2,31,43,19.8
E02003157,21.1,28,35.5,15.4
E02003158,16.1,31.4,34.4,18.1
E02003159,14.6,28,39.9,17.6
E02003161,38.1,35.8,14.6,11.6
E02003163,22.8,37.7,21.1,18.3
E02003164,8.6,28.2,39.7,23.5
E02003165,7.1,27.4,49.5,16
E02003166,7.1,30.1,44.8,17.9
E02003167,32.9,37.7,18,11.4
E02003168,11.8,29.1,39.8,19.3
E02003169,2.5,28.5,42.9,26.1
E02003170,12.2,33.6,36.3,17.9
E02003171,6,35.3,41.1,17.7
E02003892,7.1,27.7,40.4,24.8
E02003893,4.6,27.2,40.7,27.5
E02003894,6.1,33.5,39.4,21
E02003895,6.2,30.1,42.6,21.1
E02003896,12.5,30.6,41.6,15.3
E02003897,3.2,17.4,45.1,34.2
E02003898,4.7,22.7,40.6,32
E02003899,10.2,28.6,48.7,12.5
E02003900,6.9,26,48.2,18.8
E02003901,6.8,29.3,41,22.9
E02003902,11.3,28.3,49,11.3
E02003903,7,32.5,40.9,19.7
E02003904,10.3,30.5,39.1,20
E02003905,5.4,26.8,41.2,26.7
E02003906,7,25.8,37.7,29.5
E02003907,9.1,30.6,35.1,25.2
E02003908,6.9,30.4,40.1,22.6
E02003909,8.1,32.5,40.3,19.2
E02003910,17.8,31.8,32.7,17.6
E02003911,5,21.2,40.9,33
E02003912,7.3,22.6,44.4,25.7
