geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E02003122,51.8,34.1,12.4,1.7,0
E02003123,39.7,35.5,20.1,4.6,0.2
E02003124,41,33.2,19.7,5.8,0.3
E02003125,34.7,37.1,20.9,6.9,0.4
E02003126,47.3,33.4,15.9,3.3,0.1
E02003127,37.4,36.8,20,5.7,0.1
E02003128,39.6,34.3,19.8,6.2,0
E02003129,49.5,33.7,13,3.5,0.3
E02003130,38.6,36.3,18.7,6.3,0.2
E02003131,41.3,36.8,17.4,4.4,0.2
E02003132,47.7,33.3,14.8,4,0.2
E02003133,48.2,34.4,14.1,3.2,0.1
E02003134,40.6,33.6,19.1,6.5,0.2
E02003135,40.8,33.7,19.4,5.8,0.3
E02003136,50.5,35.5,12.5,1.4,0.1
E02003137,58.8,30.8,8.9,1.4,0.1
E02003138,59.8,30.1,8.4,1.6,0.1
E02003139,59.5,29.6,9,1.7,0.1
E02003140,54.1,33.6,10.5,1.7,0.1
E02003141,44.1,34,16.6,4.9,0.4
E02003142,40.6,34.9,19.1,5.1,0.2
E02003143,48.3,35.2,13.3,3.1,0.1
E02003144,46.5,36.6,13.7,3.1,0.2
E02003145,48.4,33.3,14.4,3.6,0.3
E02003146,48.2,33.9,14.5,3.2,0.2
E02003147,36.6,33.3,21.7,7.8,0.6
E02003148,37.8,34.6,19.9,7.2,0.5
E02003149,41.6,33.1,18.3,6.5,0.4
E02003151,52.4,33.9,12,1.6,0.1
E02003152,52.7,32,12.3,2.7,0.4
E02003153,51.2,34.1,12.1,2.5,0
E02003154,36.6,35.9,21.5,5.6,0.5
E02003155,41.4,35.5,17.4,5.1,0.6
E02003156,49.6,33.6,13.4,3.3,0.2
E02003157,35.8,36.9,20.1,6.7,0.5
E02003158,39.8,37.7,17.9,4.1,0.5
E02003159,43.4,34.4,16.6,5.1,0.5
E02003161,34,33.2,21.1,10.5,1.2
E02003163,45.9,35.6,14.3,3.9,0.3
E02003164,47.1,36.6,13.6,2.6,0.1
E02003165,45.5,36.2,15.2,3,0.1
E02003166,41.7,33.7,18.5,5.6,0.4
E02003167,33,36.6,21.6,8,0.9
E02003168,42.7,37.7,16.1,3.4,0.1
E02003169,48.5,37.5,12.6,1.4,0
E02003170,41.5,37.9,16.5,3.8,0.3
E02003171,42,37.6,16.1,4.1,0.1
E02003892,46.4,37.1,14.1,2.2,0.1
E02003893,48.3,34,14.5,3.1,0.1
E02003894,44.1,35.9,16.5,3.2,0.2
E02003895,45.8,35.9,14.6,3.4,0.2
E02003896,38.8,37.1,18.5,5.2,0.4
E02003897,58.1,31.7,8.9,1.3,0
E02003898,51.8,35.1,11.1,1.8,0.1
E02003899,42.4,36.7,17.2,3.5,0.2
E02003900,49.9,36,10.9,3,0.2
E02003901,44.5,36.6,15.4,3.3,0.2
E02003902,45.2,34.9,16.2,3.6,0.2
E02003903,48.3,37.8,11.3,2.5,0.2
E02003904,46.4,36.7,13.2,3.5,0.2
E02003905,51.1,34.7,11.5,2.6,0.1
E02003906,51.2,33.6,12.5,2.4,0.3
E02003907,50.6,33.8,12.5,3.1,0.1
E02003908,49.6,34,12.6,3.4,0.3
E02003909,49.1,34.5,13.3,2.8,0.2
