geography_code,in_full_time_education-001,in_full_time_education-002
E02003122,16.1,83.9
E02003123,20.8,79.2
E02003124,20.9,79.1
E02003125,17,83
E02003126,22.9,77.1
E02003127,21,79
E02003128,18.5,81.5
E02003129,18.3,81.7
E02003130,20.7,79.3
E02003131,18.4,81.6
E02003132,20.1,79.9
E02003133,17.7,82.3
E02003134,20.9,79.1
E02003135,21.1,78.9
E02003136,16.4,83.6
E02003137,18.4,81.6
E02003138,21.4,78.6
E02003139,19.8,80.2
E02003140,19.5,80.5
E02003141,17,83
E02003142,19.8,80.2
E02003143,17.6,82.4
E02003144,43.6,56.4
E02003145,20.2,79.8
E02003146,28.7,71.3
E02003147,21.1,78.9
E02003148,46.5,53.5
E02003149,26.4,73.6
E02003151,17.6,82.4
E02003152,18.2,81.8
E02003153,17.6,82.4
E02003154,20.1,79.9
E02003155,14.9,85.1
E02003156,20.1,79.9
E02003157,18.9,81.1
E02003158,16.5,83.5
E02003159,19.3,80.7
E02003161,14.2,85.8
E02003163,7.7,92.3
E02003164,15.3,84.7
E02003165,17.6,82.4
E02003166,21.4,78.6
E02003167,12.1,87.9
E02003168,14.4,85.6
E02003169,12.3,87.7
E02003170,12.3,87.7
E02003171,15.1,84.9
E02003892,13.7,86.3
E02003893,13.4,86.6
E02003894,15.4,84.6
E02003895,16.8,83.2
E02003896,16.2,83.8
E02003897,17.4,82.6
E02003898,14.7,85.3
E02003899,16.6,83.4
E02003900,17.9,82.1
E02003901,13.8,86.2
E02003902,16.9,83.1
E02003903,15.3,84.7
E02003904,11.4,88.6
E02003905,19.3,80.7
E02003906,17.9,82.1
E02003907,18.4,81.6
E02003908,19.5,80.5
E02003909,19.2,80.8
E02003910,16.7,83.3
E02003911,16.5,83.5
E02003912,15.2,84.8
E02003913,14.6,85.4
E02003914,30.1,69.9
E02003915,30.9,69.1
E02003916,34.2,65.8
E02003917,18.9,81.1
E02003918,15.4,84.6
E02003919,16.9,83.1
E02003920,17.4,82.6
E02003921,16.4,83.6
E02003922,18.6,81.4
E02003923,18.5,81.5
E02003924,15.3,84.7
E02003925,18.5,81.5
E02003926,16.2,83.8
E02003927,26.1,73.9
E02003928,19.7,80.3
E02003929,13.9,86.1
E02003930,16,84
E02003933,14.4,85.6
E02003934,16.6,83.4
E02003935,18.8,81.2
E02003936,14.3,85.7
E02003937,16.3,83.7
E02003938,16.9,83.1
E02003939,16.1,83.9
E02003940,14.1,85.9
E02003941,18,82
E02003942,18.8,81.2
E02003943,14.9,85.1
E02003944,17.2,82.8
E02003945,13.3,86.7
E02003946,16.8,83.2
E02003947,14.6,85.4
E02003948,16.8,83.2
E02003949,13.2,86.8
E02003951,14.4,85.6
E02003952,18.5,81.5
E02003953,17.8,82.2
E02003954,13.9,86.1
E02003955,16.9,83.1
E02003956,17.5,82.5
E02003957,17.4,82.6
E02003958,18.1,81.9
E02003959,18.5,81.5
E02003960,13.5,86.5
E02003961,16.9,83.1
E02003962,16.7,83.3
E02003963,17.1,82.9
E02003964,13.5,86.5
E02004137,12.4,87.6
E02004138,10,90
E02004139,15.1,84.9
E02004140,9.3,90.7
E02004141,16.7,83.3
E02004142,14.6,85.4
E02004143,15,85
E02004144,15.9,84.1
E02004145,11.9,88.1
E02004146,18,82
E02004147,14.5,85.5
E02004148,13,87
E02004152,60.4,39.6
E02004153,19.3,80.7
E02004154,33,67
E02004155,18.4,81.6
E02004156,42.6,57.4
E02004157,20.4,79.6
E02004158,17.6,82.4
E02004159,19.4,80.6
E02004160,16.5,83.5
E02004161,20,80
E02004162,14.5,85.5
E02004163,16.6,83.4
E02004189,16.2,83.8
E02004190,16.1,83.9
E02004191,16,84
E02004192,14.4,85.6
E02004193,18.7,81.3
E02004194,17.6,82.4
E02004195,12.8,87.2
E02004196,17.1,82.9
E02004197,14.9,85.1
E02004198,16.2,83.8
E02004199,12.5,87.5
E02004200,12.2,87.8
E02004201,14,86
E02004202,17.3,82.7
E02004203,13.5,86.5
E02004204,16.8,83.2
E02004205,15.7,84.3
E02004206,11.1,88.9
E02004207,15.9,84.1
E02004208,15.4,84.6
E02004209,16.9,83.1
E02004210,14.6,85.4
E02004211,13.1,86.9
E02004212,17,83
E02004213,17.3,82.7
E02004214,15.5,84.5
E02004215,16.2,83.8
E02004216,15.2,84.8
E02004217,17.2,82.8
E02004218,16,84
E02004219,15.1,84.9
E02004231,13.4,86.6
E02004232,14.2,85.8
E02004233,16.7,83.3
E02004234,14,86
E02004235,15.7,84.3
E02004273,12.5,87.5
E02006840,19.2,80.8
E02006989,23.2,76.8
E02006990,14,86
