geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E02003122,58.3,41.7
E02003123,43.2,56.8
E02003124,39.8,60.2
E02003125,39.5,60.5
E02003126,45.7,54.3
E02003127,40.8,59.2
E02003128,38.5,61.5
E02003129,52.8,47.2
E02003130,41.8,58.2
E02003131,44.4,55.6
E02003132,46.6,53.4
E02003133,49.6,50.4
E02003134,40.8,59.2
E02003135,33.2,66.8
E02003136,54,46
E02003137,54,46
E02003138,45,55
E02003139,52.3,47.7
E02003140,52.6,47.4
E02003141,33.4,66.6
E02003142,38.7,61.3
E02003143,50,50
E02003144,16.3,83.7
E02003145,37,63
E02003146,26.6,73.4
E02003147,29.3,70.7
E02003148,13.7,86.3
E02003149,23.8,76.2
E02003151,57.7,42.3
E02003152,52,48
E02003153,52.2,47.8
E02003154,42.4,57.6
E02003155,43.2,56.8
E02003156,48.3,51.7
E02003157,36.1,63.9
E02003158,38.5,61.5
E02003159,35.8,64.2
E02003161,27.7,72.3
E02003163,44.8,55.2
E02003164,50.3,49.7
E02003165,47.8,52.2
E02003166,43.8,56.2
E02003167,34.5,65.5
E02003168,49,51
E02003169,58.5,41.5
E02003170,49.3,50.7
E02003171,49.8,50.2
E02003892,53.4,46.6
E02003893,54.7,45.3
E02003894,49.2,50.8
E02003895,47.7,52.3
E02003896,41.2,58.8
E02003897,58.7,41.3
E02003898,57.6,42.4
E02003899,48.6,51.4
E02003900,48,52
E02003901,52.2,47.8
E02003902,44.6,55.4
E02003903,53.2,46.8
E02003904,50.6,49.4
E02003905,50.4,49.6
E02003906,47.7,52.3
E02003907,49.3,50.7
E02003908,44.9,55.1
E02003909,43.2,56.8
E02003910,38.8,61.2
E02003911,55.9,44.1
E02003912,52.1,47.9
E02003913,57.9,42.1
E02003914,31.7,68.3
E02003915,27.5,72.5
E02003916,30.7,69.3
E02003917,47.9,52.1
E02003918,49.1,50.9
E02003919,39.8,60.2
E02003920,42.8,57.2
E02003921,49,51
E02003922,44.6,55.4
E02003923,38.9,61.1
E02003924,43.8,56.2
E02003925,45.6,54.4
E02003926,54.2,45.8
E02003927,46.6,53.4
E02003928,50.4,49.6
E02003929,52.3,47.7
E02003930,52.2,47.8
E02003933,51.4,48.6
E02003934,53.1,46.9
E02003935,44.2,55.8
E02003936,56.8,43.2
E02003937,52.4,47.6
E02003938,50.5,49.5
E02003939,47.1,52.9
E02003940,55.6,44.4
E02003941,44.4,55.6
E02003942,38.7,61.3
E02003943,44.1,55.9
E02003944,44.8,55.2
E02003945,52.2,47.8
E02003946,50.6,49.4
E02003947,50.9,49.1
E02003948,40.5,59.5
E02003949,29.3,70.7
E02003951,45.3,54.7
E02003952,45,55
E02003953,48.2,51.8
E02003954,37.2,62.8
E02003955,43.5,56.5
E02003956,47.5,52.5
E02003957,46.9,53.1
E02003958,48.6,51.4
E02003959,44.6,55.4
E02003960,51.3,48.7
E02003961,52.4,47.6
E02003962,45.3,54.7
E02003963,39.9,60.1
E02003964,54.7,45.3
E02004137,57.6,42.4
E02004138,51,49
E02004139,52,48
E02004140,53.3,46.7
E02004141,53.5,46.5
E02004142,52.4,47.6
E02004143,57.7,42.3
E02004144,53.3,46.7
E02004145,56.4,43.6
E02004146,48.5,51.5
E02004147,35.6,64.4
E02004148,48.8,51.2
E02004152,13.3,86.7
E02004153,40.7,59.3
E02004154,29.9,70.1
E02004155,44.4,55.6
E02004156,15,85
E02004157,40.1,59.9
E02004158,36.8,63.2
E02004159,49.4,50.6
E02004160,49.2,50.8
E02004161,40.7,59.3
E02004162,39.7,60.3
E02004163,48.1,51.9
E02004189,52.3,47.7
E02004190,53.9,46.1
E02004191,40.3,59.7
E02004192,58.2,41.8
E02004193,52.6,47.4
E02004194,51.8,48.2
E02004195,46.2,53.8
E02004196,57.9,42.1
E02004197,58.6,41.4
E02004198,45.9,54.1
E02004199,57.8,42.2
E02004200,53.7,46.3
E02004201,56.6,43.4
E02004202,50.7,49.3
E02004203,55.1,44.9
E02004204,52.1,47.9
E02004205,50,50
E02004206,46.6,53.4
E02004207,51.5,48.5
E02004208,54.3,45.7
E02004209,47.7,52.3
E02004210,36.5,63.5
E02004211,56.8,43.2
E02004212,47.4,52.6
E02004213,45.8,54.2
E02004214,33.2,66.8
E02004215,42.7,57.3
E02004216,51.5,48.5
E02004217,44.8,55.2
E02004218,53.1,46.9
E02004219,56.4,43.6
E02004231,50.3,49.7
E02004232,58,42
E02004233,50.3,49.7
E02004234,56.7,43.3
E02004235,55.4,44.6
E02004273,54.8,45.2
E02006840,46.9,53.1
E02006989,24.9,75.1
E02006990,25.6,74.4
