geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E02003122,95.8,0.9,3.3
E02003123,96.7,0.7,2.5
E02003124,95.1,0.7,4.2
E02003125,97.6,0.4,2
E02003126,94.8,1.2,4.1
E02003127,96.2,0.7,3.1
E02003128,95,0.9,4.1
E02003129,96,0.8,3.2
E02003130,96.2,0.6,3.1
E02003131,97.3,0.5,2.2
E02003132,95.3,1,3.7
E02003133,96.9,0.6,2.5
E02003134,94.5,1,4.5
E02003135,94.6,0.8,4.6
E02003136,98,0.7,1.3
E02003137,94.1,1.4,4.5
E02003138,91.5,1.9,6.6
E02003139,97.3,0.4,2.3
E02003140,97.6,0.6,1.8
E02003141,91.9,1.2,6.9
E02003142,94.6,0.9,4.5
E02003143,97.5,0.6,1.9
E02003144,86,2.6,11.5
E02003145,90.2,1.5,8.2
E02003146,86.7,2.4,10.9
E02003147,87.6,1.6,10.8
E02003148,81.2,3.1,15.7
E02003149,85.5,2.3,12.2
E02003151,97.7,0.5,1.8
E02003152,96.8,0.8,2.4
E02003153,97.1,0.8,2.1
E02003154,96.1,0.9,3
E02003155,95.8,1.1,3
E02003156,95,1.2,3.8
E02003157,92,1.6,6.4
E02003158,94.8,1.1,4.1
E02003159,93.9,1.3,4.8
E02003161,87,2,11
E02003163,93,1.6,5.4
E02003164,96.6,0.8,2.6
E02003165,96.9,0.6,2.5
E02003166,96.6,0.8,2.7
E02003167,93.7,1,5.2
E02003168,97.2,0.6,2.3
E02003169,97.8,1,1.2
E02003170,96.7,0.8,2.4
E02003171,97.3,0.8,1.9
E02003892,95.7,1.3,3
E02003893,97.4,0.6,2
E02003894,96.3,0.7,3
E02003895,97,1,2.1
E02003896,96.8,0.8,2.5
E02003897,97.3,0.7,2
E02003898,96.1,1,2.9
E02003899,98.2,0.4,1.3
E02003900,96.5,0.8,2.6
E02003901,96.9,0.7,2.5
E02003902,97.2,0.7,2.1
E02003903,96.1,1.4,2.5
E02003904,96.6,0.7,2.7
E02003905,97.7,0.5,1.8
E02003906,96.8,0.8,2.5
E02003907,96.3,1.2,2.5
E02003908,95.5,1,3.5
E02003909,93.3,1.3,5.4
E02003910,91.2,2.2,6.6
E02003911,96.4,1.2,2.4
E02003912,96.4,0.9,2.8
E02003913,96.2,0.9,2.9
E02003914,93.2,1.7,5.1
E02003915,92.1,1.5,6.4
E02003916,91.1,2.2,6.7
E02003917,95.9,1.2,2.9
E02003918,97.2,0.7,2
E02003919,96.4,0.7,2.9
E02003920,95.4,1,3.6
E02003921,97,0.8,2.2
E02003922,95.3,0.6,4.1
E02003923,95.1,0.6,4.3
E02003924,96.1,0.4,3.4
E02003925,96.6,0.6,2.8
E02003926,96.7,0.8,2.6
E02003927,94.6,1.6,3.8
E02003928,97.3,0.6,2.2
E02003929,96.9,1,2.2
E02003930,96.7,1,2.3
E02003933,96.7,1,2.3
E02003934,96.7,0.9,2.4
E02003935,93.2,0.9,5.9
E02003936,97.1,0.8,2.1
E02003937,97.3,0.9,1.9
E02003938,97.1,0.6,2.3
E02003939,96.8,0.8,2.3
E02003940,97.7,0.8,1.5
E02003941,92.6,0.8,6.6
E02003942,94.2,0.6,5.2
E02003943,95.1,1.1,3.8
E02003944,96.2,0.9,2.9
E02003945,96.4,0.7,3
E02003946,96.9,0.9,2.2
E02003947,96.1,1,2.9
E02003948,96.6,0.8,2.6
E02003949,93,1.4,5.6
E02003951,95.1,1.3,3.5
E02003952,95.6,0.9,3.6
E02003953,96.7,0.9,2.4
E02003954,92.5,1.4,6.1
E02003955,94.4,1.2,4.4
E02003956,96.4,0.5,3.1
E02003957,95.5,0.6,3.8
E02003958,98.4,0.4,1.2
E02003959,98.1,0.5,1.4
E02003960,96.7,0.9,2.4
E02003961,97.5,0.6,1.9
E02003962,96.8,0.8,2.4
E02003963,96.3,0.6,3.1
E02003964,97.3,0.6,2.1
E02004137,95.3,1.5,3.2
E02004138,95.1,1.5,3.4
E02004139,95.3,1.3,3.4
E02004140,92.9,2.1,5.1
E02004141,96.2,1.7,2.1
E02004142,94.2,1.4,4.4
E02004143,96.9,1,2.1
E02004144,96.3,1.1,2.5
E02004145,95.6,1.6,2.8
E02004146,96.5,0.8,2.7
E02004147,91.7,1.2,7.1
E02004148,96.1,1.1,2.9
E02004152,81,4,14.9
E02004153,90.8,1.8,7.4
E02004154,85.2,3.7,11.1
E02004155,91.6,1.8,6.6
E02004156,73.5,4.1,22.4
E02004157,83.8,4.3,11.9
E02004158,86.9,2.9,10.2
E02004159,91,1.9,7.1
E02004160,94.2,1.5,4.4
E02004161,87.7,2,10.4
E02004162,90.4,2,7.6
E02004163,92.4,2.2,5.4
E02004189,96.1,0.8,3.1
E02004190,93.5,2.1,4.3
E02004191,89.2,3.5,7.3
E02004192,94.4,1.8,3.8
E02004193,96.9,1.1,2
E02004194,92.9,2.4,4.7
E02004195,93.1,1.5,5.4
E02004196,94.8,1.9,3.3
E02004197,96.7,1.2,2.1
E02004198,94.9,1.6,3.5
E02004199,96.1,1,2.8
E02004200,96.3,1.2,2.5
E02004201,95.8,1.4,2.8
E02004202,96.4,1.2,2.4
E02004203,93.7,2.2,4.1
E02004204,96.8,1.2,2.1
E02004205,96.7,1,2.3
E02004206,95.8,1.3,2.9
E02004207,97.1,1,2
E02004208,96.1,1.1,2.9
E02004209,97.6,0.7,1.7
E02004210,95.1,1.3,3.6
E02004211,96.1,1.1,2.8
E02004212,96.1,1,2.9
E02004213,95.8,1.3,2.9
E02004214,93.8,1.3,4.9
E02004215,95.6,0.9,3.5
E02004216,96.7,0.8,2.4
E02004217,93.7,2.2,4.1
E02004218,97.3,0.8,1.9
E02004219,96.2,1.8,2.1
E02004231,94.1,1.7,4.1
E02004232,97,1,2
E02004233,95.6,1.3,3.1
