geography_code,heating_type_3a-001,heating_type_3a-002
E02003122,0.6,99.4
E02003123,1.5,98.5
E02003124,1.8,98.2
E02003125,1.5,98.5
E02003126,0.9,99.1
E02003127,1.3,98.7
E02003128,1.6,98.4
E02003129,1.2,98.8
E02003130,1.9,98.1
E02003131,1.4,98.6
E02003132,1.6,98.4
E02003133,1.2,98.8
E02003134,1.6,98.4
E02003135,2.6,97.4
E02003136,1.4,98.6
E02003137,1.1,98.9
E02003138,1.7,98.3
E02003139,1.4,98.6
E02003140,1.3,98.7
E02003141,3,97
E02003142,2.5,97.5
E02003143,1.8,98.2
E02003144,2.6,97.4
E02003145,2.2,97.8
E02003146,2.6,97.4
E02003147,2.7,97.3
E02003148,3,97
E02003149,3.2,96.8
E02003151,0.8,99.2
E02003152,2,98
E02003153,1.5,98.5
E02003154,1.7,98.3
E02003155,2.3,97.7
E02003156,1.2,98.8
E02003157,3.4,96.6
E02003158,2,98
E02003159,2.6,97.4
E02003161,4.8,95.2
E02003163,2.2,97.8
E02003164,1.1,98.9
E02003165,2.1,97.9
E02003166,1.8,98.2
E02003167,3.5,96.5
E02003168,1.6,98.4
E02003169,0.5,99.5
E02003170,3,97
E02003171,1.7,98.3
E02003892,3.2,96.8
E02003893,4.9,95.1
E02003894,3.2,96.8
E02003895,2.6,97.4
E02003896,2.4,97.6
E02003897,1.8,98.2
E02003898,4,96
E02003899,2.5,97.5
E02003900,1.4,98.6
E02003901,4.1,95.9
E02003902,2.3,97.7
E02003903,4.4,95.6
E02003904,4.2,95.8
E02003905,5,95
E02003906,3.4,96.6
E02003907,4.8,95.2
E02003908,1.8,98.2
E02003909,2.4,97.6
E02003910,2.7,97.3
E02003911,3.5,96.5
E02003912,3.8,96.2
E02003913,2.4,97.6
E02003914,4,96
E02003915,2.6,97.4
E02003916,2.4,97.6
E02003917,2.5,97.5
E02003918,3.5,96.5
E02003919,3.5,96.5
E02003920,2.4,97.6
E02003921,4.8,95.2
E02003922,3.3,96.7
E02003923,3.4,96.6
E02003924,3.2,96.8
E02003925,3.2,96.8
E02003926,4.6,95.4
E02003927,3.7,96.3
E02003928,1.9,98.1
E02003929,4.8,95.2
E02003930,4.8,95.2
E02003933,4.5,95.5
E02003934,3.9,96.1
E02003935,2.1,97.9
E02003936,4.7,95.3
E02003937,4.8,95.2
E02003938,3.7,96.3
E02003939,2.3,97.7
E02003940,3.7,96.3
E02003941,2.2,97.8
E02003942,3.5,96.5
E02003943,4.4,95.6
E02003944,3.5,96.5
E02003945,3.2,96.8
E02003946,4.6,95.4
E02003947,7.1,92.9
E02003948,4.6,95.4
E02003949,5.4,94.6
E02003951,5.7,94.3
E02003952,2.6,97.4
E02003953,3.7,96.3
E02003954,3.5,96.5
E02003955,3.1,96.9
E02003956,4.8,95.2
E02003957,4.1,95.9
E02003958,3.9,96.1
E02003959,3.2,96.8
E02003960,2.7,97.3
E02003961,2.2,97.8
E02003962,2.4,97.6
E02003963,2.9,97.1
E02003964,3.8,96.2
E02004137,2.1,97.9
E02004138,1.8,98.2
E02004139,1.1,98.9
E02004140,1.2,98.8
E02004141,2.1,97.9
E02004142,1.5,98.5
E02004143,1,99
E02004144,1.1,98.9
E02004145,0.9,99.1
E02004146,1.1,98.9
E02004147,2.7,97.3
E02004148,1.3,98.7
E02004152,3.1,96.9
E02004153,2.2,97.8
E02004154,2.3,97.7
E02004155,2.5,97.5
E02004156,3.6,96.4
E02004157,2.1,97.9
E02004158,3.2,96.8
E02004159,1.2,98.8
E02004160,1.8,98.2
E02004161,1.8,98.2
E02004162,3,97
E02004163,1.5,98.5
E02004189,2.7,97.3
E02004190,2.7,97.3
E02004191,2,98
E02004192,2.7,97.3
E02004193,1.2,98.8
E02004194,3,97
E02004195,2.6,97.4
E02004196,2.9,97.1
E02004197,1.5,98.5
E02004198,2.3,97.7
E02004199,3.6,96.4
E02004200,2.7,97.3
E02004201,2.7,97.3
E02004202,2.2,97.8
E02004203,3.8,96.2
E02004204,2,98
E02004205,2.8,97.2
E02004206,2.8,97.2
E02004207,1.7,98.3
E02004208,1.2,98.8
E02004209,1.7,98.3
E02004210,3.4,96.6
E02004211,1.3,98.7
E02004212,1,99
E02004213,1.9,98.1
E02004214,3,97
E02004215,1.6,98.4
E02004216,1.9,98.1
E02004217,2.2,97.8
E02004218,1.7,98.3
E02004219,1.6,98.4
E02004231,4,96
E02004232,4.3,95.7
E02004233,1.5,98.5
E02004234,2.8,97.2
E02004235,1.7,98.3
E02004273,2.2,97.8
E02006840,2.1,97.9
E02006989,2.2,97.8
E02006990,2.6,97.4
