geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E02003122,89,5.1,2.1,3.7
E02003123,89.5,3.7,2.5,4.3
E02003124,88.5,4.7,2.5,4.3
E02003125,88.3,4.4,2.9,4.4
E02003126,90.1,4.2,1.9,3.8
E02003127,87.8,4,3.1,5.1
E02003128,89.5,4.2,2.5,3.9
E02003129,89.7,5.6,1.6,3.1
E02003130,89.2,3.9,2.8,4.1
E02003131,89.5,4.4,2.7,3.5
E02003132,89.6,4.5,2.3,3.6
E02003133,89.4,4.7,2.1,3.8
E02003134,89.4,3.9,2.7,4
E02003135,90.2,3.3,2.7,3.8
E02003136,90.4,4.7,1.7,3.2
E02003137,90.9,5,1.3,2.9
E02003138,91.5,5,1.4,2.1
E02003139,91.6,4.7,1.7,2.1
E02003140,90.2,5.2,1.9,2.7
E02003141,90.2,4.6,2.2,2.9
E02003142,88.7,4.3,2.6,4.3
E02003143,90.5,4.4,2.2,2.8
E02003144,95,2.8,0.9,1.3
E02003145,91.2,4.5,1.8,2.5
E02003146,93.6,3,1.5,1.9
E02003147,91,2.9,2.8,3.3
E02003148,94.7,2.6,1.3,1.5
E02003149,92.6,3.2,1.8,2.3
E02003151,89.1,5.3,1.9,3.7
E02003152,90,5,1.9,3
E02003153,89.4,5.6,1.9,3.1
E02003154,87.7,4.7,2.9,4.7
E02003155,88.8,5.2,2.2,3.8
E02003156,88.7,5.1,2.5,3.7
E02003157,88.7,4.1,2.9,4.3
E02003158,88.8,5.1,2.4,3.7
E02003159,90.6,4.5,2.2,2.8
E02003161,91,3.2,2.6,3.2
E02003163,90,4.7,1.8,3.5
E02003164,88.5,5.3,2.3,4
E02003165,88.5,5.3,2.3,3.9
E02003166,87.7,5,2.7,4.6
E02003167,89.1,4.8,2.5,3.6
E02003168,89,5.1,2.3,3.6
E02003169,87.7,5.6,2.3,4.4
E02003170,88.4,5,2.4,4.2
E02003171,88,5.1,2.4,4.4
E02003892,88.6,6,2,3.5
E02003893,88.6,6.2,2.3,2.9
E02003894,89.8,4.9,2,3.3
E02003895,89.8,5,1.9,3.2
E02003896,90.2,4.1,2.1,3.5
E02003897,90.6,5.5,1.4,2.6
E02003898,89.2,5.3,1.8,3.6
E02003899,89.3,4.8,2.2,3.7
E02003900,90.5,4.8,2,2.8
E02003901,89.4,4.5,2.2,3.9
E02003902,89.4,4.9,2.2,3.6
E02003903,89,5.9,2.2,2.9
E02003904,89.6,5.1,2.2,3.1
E02003905,91,4.3,1.9,2.9
E02003906,90.5,4.8,2,2.7
E02003907,90.9,5.3,1.5,2.4
E02003908,90.3,5,1.8,2.8
E02003909,89.9,5.2,2.1,2.9
E02003910,91.8,4.7,1.3,2.1
E02003911,89.3,6.1,1.7,2.9
E02003912,90.6,5.3,1.6,2.5
E02003913,89.3,5.5,1.8,3.4
E02003914,91.6,4.2,1.7,2.5
E02003915,91,4.1,2.1,2.8
E02003916,93.5,4,1,1.5
E02003917,91.4,4.7,1.5,2.4
E02003918,89.4,5,1.9,3.7
E02003919,90,4.2,2.2,3.5
E02003920,90,5,1.7,3.3
E02003921,90,4.9,1.9,3.1
E02003922,89.7,4.8,2.2,3.3
E02003923,89.9,4.4,2.1,3.6
E02003924,89,4.4,2.6,3.9
E02003925,88.3,4.9,2.5,4.3
E02003926,89.4,5.6,1.9,3
E02003927,90.8,4.9,1.5,2.7
E02003928,91.2,4.2,1.6,3
E02003929,89.4,5.9,1.6,3.1
E02003930,88.9,5.7,1.9,3.5
E02003933,90.1,4.6,2,3.4
E02003934,89.5,5.2,2.1,3.2
E02003935,90.8,3.9,2,3.3
E02003936,90.3,4.9,1.8,3.1
