geography_code,sex-001,sex-002
E02003122,52.5,47.5
E02003123,52.3,47.7
E02003124,51.8,48.2
E02003125,51,49
E02003126,52.6,47.4
E02003127,51.9,48.1
E02003128,52.4,47.6
E02003129,51.8,48.2
E02003130,51.1,48.9
E02003131,52.7,47.3
E02003132,51.4,48.6
E02003133,51.8,48.2
E02003134,51.6,48.4
E02003135,50.6,49.4
E02003136,52.2,47.8
E02003137,51.6,48.4
E02003138,52,48
E02003139,51.8,48.2
E02003140,51.6,48.4
E02003141,48.5,51.5
E02003142,51.4,48.6
E02003143,51.7,48.3
E02003144,48.7,51.3
E02003145,50,50
E02003146,49.2,50.8
E02003147,49.9,50.1
E02003148,49.2,50.8
E02003149,47.7,52.3
E02003151,52.1,47.9
E02003152,50.9,49.1
E02003153,52,48
E02003154,51.8,48.2
E02003155,51.9,48.1
E02003156,51.9,48.1
E02003157,50.9,49.1
E02003158,52.9,47.1
E02003159,50.9,49.1
E02003161,47.2,52.8
E02003163,50.2,49.8
E02003164,52,48
E02003165,51.6,48.4
E02003166,51,49
E02003167,50.1,49.9
E02003168,52.8,47.2
E02003169,52.1,47.9
E02003170,51.9,48.1
E02003171,51.3,48.7
E02003892,51.1,48.9
E02003893,50.7,49.3
E02003894,50.9,49.1
E02003895,51.5,48.5
E02003896,51.5,48.5
E02003897,51.1,48.9
E02003898,51.8,48.2
E02003899,51.9,48.1
E02003900,52,48
E02003901,51.3,48.7
E02003902,52,48
E02003903,51.5,48.5
E02003904,50.2,49.8
E02003905,51.3,48.7
E02003906,51.1,48.9
E02003907,52.1,47.9
E02003908,52.3,47.7
E02003909,52.8,47.2
E02003910,54.3,45.7
E02003911,51.4,48.6
E02003912,51.7,48.3
E02003913,51.8,48.2
E02003914,51,49
E02003915,52.9,47.1
E02003916,54.7,45.3
E02003917,52.1,47.9
E02003918,51.9,48.1
E02003919,52,48
E02003920,50.2,49.8
E02003921,52.3,47.7
E02003922,49.7,50.3
E02003923,49.9,50.1
E02003924,51.6,48.4
E02003925,50.2,49.8
E02003926,50.9,49.1
E02003927,51.7,48.3
E02003928,52.1,47.9
E02003929,51.1,48.9
E02003930,51.1,48.9
E02003933,51.6,48.4
E02003934,51.2,48.8
E02003935,51.4,48.6
E02003936,50.6,49.4
E02003937,51,49
E02003938,50.3,49.7
E02003939,53.4,46.6
E02003940,51.4,48.6
E02003941,50.3,49.7
E02003942,50.7,49.3
E02003943,53.1,46.9
E02003944,52.4,47.6
E02003945,51.8,48.2
E02003946,51.1,48.9
E02003947,52.2,47.8
E02003948,51.1,48.9
E02003949,51.6,48.4
E02003951,52.8,47.2
E02003952,51.1,48.9
E02003953,51.1,48.9
E02003954,50.3,49.7
E02003955,51.5,48.5
E02003956,50.7,49.3
E02003957,50.5,49.5
E02003958,50.5,49.5
E02003959,52.5,47.5
E02003960,52.8,47.2
E02003961,51.3,48.7
E02003962,50.7,49.3
E02003963,51.4,48.6
E02003964,51.4,48.6
E02004137,51.3,48.7
E02004138,53.3,46.7
E02004139,52.7,47.3
E02004140,54.9,45.1
E02004141,52,48
E02004142,45,55
E02004143,52.6,47.4
E02004144,52.4,47.6
E02004145,53.6,46.4
E02004146,51.9,48.1
E02004147,51.1,48.9
E02004148,53.9,46.1
E02004152,51.2,48.8
E02004153,50.4,49.6
E02004154,51.4,48.6
E02004155,51.9,48.1
E02004156,50.5,49.5
E02004157,52.1,47.9
E02004158,50.1,49.9
E02004159,50.8,49.2
E02004160,51.2,48.8
E02004161,52.1,47.9
E02004162,51.4,48.6
E02004163,52.8,47.2
E02004189,50.4,49.6
E02004190,51.8,48.2
E02004191,54.2,45.8
E02004192,51.7,48.3
E02004193,52.2,47.8
E02004194,51.7,48.3
E02004195,50.6,49.4
E02004196,51.4,48.6
E02004197,51.6,48.4
E02004198,53.1,46.9
E02004199,51,49
E02004200,51.4,48.6
E02004201,51.6,48.4
E02004202,52.1,47.9
E02004203,51.8,48.2
E02004204,51.5,48.5
E02004205,52.2,47.8
E02004206,52.3,47.7
E02004207,52.1,47.9
E02004208,51.5,48.5
E02004209,51.7,48.3
E02004210,52,48
E02004211,52.4,47.6
E02004212,50.8,49.2
E02004213,47.9,52.1
E02004214,51.1,48.9
E02004215,51.9,48.1
E02004216,50.9,49.1
E02004217,51.6,48.4
E02004218,52.2,47.8
E02004219,52.6,47.4
E02004231,48,52
E02004232,50.8,49.2
E02004233,52.4,47.6
E02004234,52.4,47.6
E02004235,51.8,48.2
E02004273,52.5,47.5
E02006840,52.1,47.9
E02006989,47.8,52.2
E02006990,47.2,52.8
