areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00085195,89.7,3.7,6.6
E00085196,77.8,10.2,12
E00085197,89.7,5.2,5.2
E00085198,82.2,5.7,12.1
E00085199,90.2,5.2,4.6
E00085223,68.2,15.2,16.6
E00085224,91.5,2.5,6
E00085225,71.2,8.7,20.1
E00085226,71.7,11.8,16.5
E00085227,67.3,11.3,21.4
E00085228,87.6,4.5,8
E00085229,65.5,13.5,21
E00085230,76,8.7,15.3
E00085231,71.1,7,21.9
E00085232,82.2,6.8,11
E00085234,78.6,12.1,9.3
E00085235,76,11.7,12.3
E00085236,82,7.7,10.3
E00085237,75.1,9,16
E00085238,89.7,6.1,4.2
E00085239,88.8,5.5,5.8
E00085378,91.2,1.3,7.5
E00085379,85.6,1.1,13.3
E00085380,83.1,3.5,13.4
E00085381,81.1,2.8,16.1
E00085383,84.7,5.7,9.6
E00085384,86.3,6.1,7.6
E00085386,85.3,3.8,10.9
E00085387,87.5,1.7,10.8
E00085388,83.9,3.5,12.6
E00085389,78.8,3.9,17.2
E00085390,87.8,1.5,10.7
E00085391,83.8,5.1,11.1
E00085392,83.1,1.1,15.8
E00085393,84.3,8.8,6.9
E00085394,82.4,12.1,5.5
E00085395,82.7,8.8,8.5
E00085396,64.3,6.3,29.4
E00085397,84.8,1.8,13.4
E00085398,65.2,11.4,23.4
E00085399,84.2,6.2,9.7
E00085405,78.9,3.3,17.8
E00085406,82.3,3.1,14.6
E00085407,86.2,2.6,11.1
E00085408,87.1,4,8.9
E00085747,76.3,19.4,4.3
E00085761,88.2,7.1,4.7
E00085763,88.1,7.5,4.4
E00085764,86.5,8.1,5.4
E00085767,89.5,6.6,3.9
E00085768,90.2,8,1.8
E00161228,95,2,3
E00161229,94.9,3,2.1
E00161230,89.7,3.3,7
E00161231,89.1,6.4,4.5
E00161232,91.2,4.1,4.6
E00161233,84,1.7,14.3
E00161234,92.5,1.5,6.1
E00161235,86.1,2.7,11.2
E00161236,86.9,3.8,9.3
E00161237,88.5,2.6,8.9
E00161238,80.1,6.9,13
E00161239,78.9,4.6,16.5
E00161240,83.9,4.5,11.6
E00161241,88.3,2.9,8.8
E00161242,91.4,0.7,7.9
E00161243,88.1,1.1,10.8
E00161244,89.4,5.5,5.1
E00161245,93.3,2.8,3.9
E00161359,90.1,4.5,5.4
E00161360,87.3,3.6,9.1
E00161361,68.8,2.2,29
E00161363,84.3,4.6,11.1
E00161364,85.3,3.2,11.5
E00161365,87.2,3.3,9.5
E00161366,74.5,4.2,21.3
E00161367,87.5,1.7,10.8
E00161368,83.7,7.8,8.5
E00161369,94.4,0.8,4.8
E00161370,88,3.5,8.5
E00161371,75.5,3.2,21.3
E00161373,94.3,2,3.7
E00161374,91.1,1.7,7.2
E00161375,87.9,5.4,6.7
E00161566,88.5,1.9,9.6
E00161567,93.8,3,3.3
E00161568,92.1,3,4.9
E00161569,89.1,2.8,8.1
E00161570,85.9,1.5,12.6
E00161571,91.5,2.4,6.1
E00161572,84.4,2.7,12.9
E00161573,91.8,1.1,7.2
E00161574,85.3,3.9,10.9
E00161575,89.7,2.2,8.1
E00161576,84.4,9.2,6.4
E00161577,72.9,7.2,19.9
E00161578,89.6,2.5,7.9
E00161579,76.3,2.2,21.4
E00161580,79.6,1.3,19.1
E00161581,93.3,1.9,4.8
E00161582,91.6,2.4,5.9
E00161583,94.8,0.8,4.4
E00161584,92,2.7,5.3
E00161585,87.3,2.6,10.1
E00161586,93.5,2.9,3.6
E00161631,85.5,5,9.5
E00161632,90.8,3.6,5.6
E00161983,89.5,2.7,7.8
E00161984,87,4.9,8
E00161985,92.4,2.5,5.1
E00161990,89.9,5,5.2
E00161992,72.9,4,23.1
E00161993,75.9,2.2,21.9
E00161995,85.8,3.2,11
E00161997,87.5,1.8,10.7
E00161998,93.6,1.8,4.5
E00161999,85.6,3.1,11.3
E00162000,87.4,4.2,8.4
E00162001,93.9,2.4,3.8
E00162002,89.4,5.1,5.5
E00162003,92.9,3.1,4
E00162004,90.7,2.7,6.6
E00172909,84.8,3.7,11.5
E00188577,94,1.2,4.8
E00188622,91.9,1.3,6.9
E00188639,84.8,7.2,8
E00188656,83,3,14.1
E00188661,88.6,5.7,5.7
E00188663,88.4,3,8.5
