areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00085195,52.7,32.6,14.7,0,0
E00085196,41.7,38.3,15.8,4.2,0
E00085197,47.7,45.5,6.8,0,0
E00085198,48.8,27.6,16.5,7.1,0
E00085199,62.5,25,10.3,2.2,0
E00085223,25.3,27.4,31.5,15.1,0.7
E00085224,52.1,30.6,16.5,0.8,0
E00085225,33.3,32,22.9,11.1,0.7
E00085226,49.1,25,20.4,5.6,0
E00085227,24.4,38.9,26,9.9,0.8
E00085228,43,34.8,18.5,3.7,0
E00085229,26.9,34.6,26,11.5,1
E00085230,31.8,39.4,22.7,5.3,0.8
E00085231,27.7,29.7,24.8,17.8,0
E00085232,45.9,36,13.5,3.6,0.9
E00085234,39,34.7,22,4.2,0
E00085235,43.8,30.5,20.3,5.5,0
E00085236,38.2,40.9,13.6,7.3,0
E00085237,41.6,31,23,4.4,0
E00085238,49,37.2,11.7,2.1,0
E00085239,57.6,26.3,14.4,1.7,0
E00085378,48.8,40.9,6.3,3.1,0.8
E00085379,46.9,38.1,11.5,3.5,0
E00085380,46.3,34.6,15.4,2.9,0.7
E00085381,43.7,36.6,16.2,3.5,0
E00085383,48.7,36.7,12.7,2,0
E00085384,49.1,31.8,16.4,2.7,0
E00085386,42.2,46.8,11,0,0
E00085387,46.1,30.3,19.7,3.9,0
E00085388,44.2,34.6,16.3,4.8,0
E00085389,18,44.3,23,14.8,0
E00085390,51,37.5,11.5,0,0
E00085391,42.6,34.8,18.3,4.3,0
E00085392,28.6,27.6,27.6,16.2,0
E00085393,49.6,35.1,12.2,3.1,0
E00085394,61,28,9.8,1.2,0
E00085395,45.2,38.9,12.7,3.2,0
E00085396,19.3,35.3,31.9,13.4,0
E00085397,38,31.4,19,11.6,0
E00085398,25,45.8,25,4.2,0
E00085399,32.2,39.1,20,8.7,0
E00085405,42.9,42,14.3,0.9,0
E00085406,56.3,31.3,10.4,2.1,0
E00085407,51.5,34.8,10.6,3,0
E00085408,46.2,33.8,17.2,2.8,0
E00085747,51.8,34.5,12.7,0,0.9
E00085761,56.3,32.6,7.6,3.5,0
E00085763,55.2,33.6,7.7,3.5,0
E00085764,60.8,32.8,6.4,0,0
E00085767,63.5,31.3,5.2,0,0
E00085768,61.7,31.3,7,0,0
E00161228,62.8,31.8,4.7,0.8,0
E00161229,68.2,28.2,2.7,0.9,0
E00161230,48.6,31.2,17.4,2.8,0
E00161231,60.8,29.9,8.2,1,0
E00161232,44.5,42.7,11.8,0,0.9
E00161233,42.2,38.8,17,2,0
E00161234,56.1,32.9,11,0,0
E00161235,52.3,35.6,10.1,2,0
E00161236,61.5,31.5,6.9,0,0
E00161237,52.4,32.7,12.9,2,0
E00161238,36.3,37.1,22.6,3.2,0.8
E00161239,42.4,37.1,17.4,3,0
E00161240,54.2,32.2,13.6,0,0
E00161241,54.2,31.7,9.2,4.2,0.7
E00161242,53.4,33.6,11.2,1.7,0
E00161243,48,41.7,10.2,0,0
E00161244,61.1,35.2,3.7,0,0
E00161245,55.7,36.5,6.1,1.7,0
E00161359,60.1,34.3,5.6,0,0
E00161360,54.4,29.7,13.9,1.9,0
E00161361,34.7,38.2,20.8,6.3,0
E00161363,49.5,36.6,12.9,1.1,0
E00161364,51.5,37.1,10.9,0.5,0
E00161365,47,34.2,14.5,4.3,0
E00161366,31.5,43.8,17.7,6.9,0
E00161367,52.4,29.8,16.1,0.8,0.8
E00161368,59.2,32,6.4,2.4,0
E00161369,68.3,25.8,5.8,0,0
E00161370,48.3,37.1,13.8,0.9,0
E00161371,52.9,37.2,9.1,0.8,0
E00161373,60,33.3,6.7,0,0
E00161374,50.8,38.1,7.9,1.6,1.6
E00161375,50.4,35.9,13.7,0,0
E00161566,55.9,39.6,3.6,0.9,0
E00161567,58.2,32,8.5,1.3,0
E00161568,56.6,34.9,7.2,1.3,0
E00161569,51.4,40.6,8,0,0
E00161570,60.9,31.4,7.7,0,0
E00161571,67.5,24.4,6.5,1.6,0
E00161572,51.5,33.3,12.1,3,0
E00161573,59.3,29.2,10.6,0.9,0
E00161574,55.4,37.7,6.9,0,0
E00161575,53.2,35.7,10.3,0.8,0
E00161576,53.7,36,9.1,1.1,0
E00161577,27,34.9,28.6,8.7,0.8
E00161578,43.4,48,8.6,0,0
E00161579,45.1,32.7,15,7.1,0
E00161580,33.3,41.1,19.1,5,1.4
E00161581,70.7,21.8,7.5,0,0
E00161582,55.6,35.5,8.1,0.8,0
E00161583,62.1,29,8.1,0.8,0
E00161584,60.3,36.5,3.2,0,0
E00161585,55.8,35,9.2,0,0
E00161586,53.4,40.6,5.3,0.8,0
E00161631,60.4,29.1,9.7,0.7,0
E00161632,69,23.9,6.3,0.7,0
E00161983,66.7,18.9,9,5.4,0
E00161984,52.3,32.9,13.5,1.3,0
E00161985,55.8,34,10.2,0,0
E00161990,59.6,34.2,5.7,0.5,0
E00161992,29.9,33.1,26.8,10.2,0
E00161993,35.5,33.3,19.9,9.9,1.4
E00161995,52.7,38.2,6.4,2.7,0
E00161997,59.7,31.1,8.3,1,0
E00161998,61.2,32.1,6,0.7,0
E00161999,57.4,23.8,13.1,5.7,0
E00162000,56,35.1,7.3,0.5,1
E00162001,67.6,26.6,5.8,0,0
E00162002,58.1,33.3,6.2,2.3,0
E00162003,55.8,38.9,5.3,0,0
E00162004,53.5,30.2,14,2.3,0
E00172909,47.2,32.3,17.3,3.1,0
E00188577,61.9,25.2,12.2,0.7,0
E00188622,62.3,27.9,9.8,0,0
E00188639,72.4,22.4,3.5,1.8,0
E00188656,56.5,34.3,8.3,0.9,0
E00188661,54.5,30.1,14.6,0.8,0
E00188663,66.1,28.2,4.8,0.8,0
