areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00068702,59,3,38
E00068707,58.5,4.5,37.1
E00068708,62.7,3.4,33.9
E00068709,68.2,4.7,27.1
E00068715,65.9,2.2,31.8
E00068716,58.8,4.2,36.9
E00068735,65.6,7.2,27.3
E00068737,63.5,4.1,32.5
E00068866,39.9,8.5,51.7
E00068867,14.8,9.4,75.8
E00068869,50.6,5.6,43.8
E00068870,21.5,8,70.4
E00068873,55.9,4.9,39.2
E00068874,55.1,3,41.9
E00068875,42.8,4.8,52.4
E00068876,50.8,5.4,43.8
E00068877,61.1,5.3,33.6
E00068878,39.7,5,55.3
E00068879,45.9,8.5,45.6
E00068880,64.5,3.6,31.8
E00068881,51.7,10.5,37.8
E00068882,59.7,5,35.3
E00068883,49,8.4,42.6
E00068884,47.2,8.3,44.6
E00068885,46.2,13.5,40.4
E00068886,36.2,9.7,54.1
E00068888,76.5,6.7,16.9
E00068889,52.7,4.5,42.9
E00068890,42,5.8,52.3
E00068891,49.7,1.7,48.6
E00068892,50.6,5.6,43.9
E00068893,53.2,7,39.8
E00068894,50.7,3.1,46.3
E00068895,48,8.1,43.9
E00068896,45.9,5.2,48.9
E00068897,38.8,7.5,53.8
E00068898,52.6,6.3,41.1
E00068899,58.7,2.7,38.7
E00068903,40.7,7.8,51.5
E00068904,38.4,7.7,54
E00068909,54.7,7.8,37.6
E00068910,44.4,10.6,44.9
E00068911,33.2,8.2,58.6
E00068917,56.2,2.5,41.4
E00068918,57.9,2.5,39.6
E00068919,58.4,3.6,38
E00068920,50.5,3.5,46
E00068923,50.7,2.2,47.1
E00068924,48.6,3.2,48.2
E00068925,28.3,2.3,69.4
E00068926,55.9,4.1,40
E00068927,47.3,3.4,49.3
E00068928,56.5,2.7,40.9
E00068936,56.5,6.1,37.4
E00068943,49.2,7.3,43.4
E00068945,62.1,2.5,35.4
E00068946,45.7,5,49.3
E00068947,56.3,5.2,38.5
E00068948,58.2,2.2,39.6
E00068952,46.6,5.7,47.7
E00068953,44,5,51
E00068954,52.3,4.3,43.5
E00068956,50.2,5.5,44.3
E00068957,54.7,5.7,39.6
E00068958,54.2,6.1,39.7
E00068959,55.6,3.8,40.6
E00068960,51.2,1,47.8
E00068962,44.7,3.7,51.6
E00068964,55.4,5.5,39.1
E00068965,59.9,2.9,37.1
E00068966,60.7,3.3,35.9
E00068967,54.7,7.2,38.1
E00068968,55,4.3,40.8
E00068969,42.7,5.9,51.4
E00068970,55.7,11,33.3
E00068971,49.3,5.3,45.4
E00068972,51.9,2.7,45.4
E00068973,47.6,6.6,45.8
E00068974,58.1,2.6,39.3
E00068975,51,3.2,45.8
E00068976,34.9,7.8,57.2
E00068977,59,7,33.9
E00068978,55.9,5.1,39.1
E00068979,53.7,1.8,44.5
E00068980,56.1,2.5,41.4
E00068981,48.3,5.6,46.2
E00068982,53.6,5.5,40.9
E00068983,36.5,5.2,58.3
E00068984,50.7,4.3,44.9
E00068985,51.5,4.5,44
E00068986,52.1,3.2,44.7
E00068987,44.9,9,46.2
E00068988,34.3,4.3,61.3
E00068989,47.6,2.5,49.8
E00068990,54.4,4.7,40.9
E00068991,55,2.4,42.6
E00068993,55.3,2.2,42.5
E00068994,52.6,1.5,45.8
E00068995,43.1,3.6,53.3
E00068996,56.1,5.3,38.5
E00068997,54.5,3.4,42.1
E00068998,48.3,2.8,49
E00068999,44.7,5.3,50
