areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00068702,84.1,9.2,6.7
E00068707,85.9,10.5,3.6
E00068708,82.8,13.9,3.3
E00068709,84.3,12.6,3.1
E00068715,88.8,10.5,0.8
E00068716,88.2,10.3,1.6
E00068735,85.7,13.1,1.2
E00068737,87.8,11.3,0.8
E00068866,67.1,25,7.9
E00068867,84.4,15.4,0.2
E00068869,76.2,20.2,3.5
E00068870,71.6,19.3,9.1
E00068873,88.3,9.9,1.8
E00068874,91.7,6.9,1.4
E00068875,90.3,7.7,2
E00068876,89,10.2,0.8
E00068877,82.3,14.6,3.1
E00068878,90.5,8.5,1
E00068879,92.8,6.6,0.6
E00068880,94,4.8,1.2
E00068881,87.9,9.8,2.3
E00068882,90.8,6.4,2.8
E00068883,86.1,11.5,2.4
E00068884,76.9,18.2,4.9
E00068885,69.5,26.9,3.6
E00068886,76.5,16.3,7.2
E00068888,55.3,44,0.7
E00068889,72.2,20.2,7.5
E00068890,89.9,7.4,2.7
E00068891,88,10.5,1.5
E00068892,93,5.9,1
E00068893,84.4,11.9,3.6
E00068894,81.9,15.4,2.7
E00068895,84.3,14.4,1.3
E00068896,95.4,4.6,0
E00068897,87.9,10.7,1.4
E00068898,90.4,8.8,0.8
E00068899,74.3,21.3,4.4
E00068903,71.2,24,4.7
E00068904,62.7,27.9,9.4
E00068909,76.5,14.8,8.7
E00068910,83.1,15.1,1.8
E00068911,81.2,11.6,7.3
E00068917,41.3,31.7,27
E00068918,33.8,29.4,36.9
E00068919,30.4,36.1,33.5
E00068920,50.9,28.7,20.5
E00068923,48,30.5,21.5
E00068924,41.2,27.5,31.3
E00068925,33.9,27.5,38.6
E00068926,30.4,32.8,36.8
E00068927,54.6,23.5,21.9
E00068928,47.6,29.2,23.2
E00068936,45.9,32,22.1
E00068943,55.9,23.7,20.4
E00068945,27.1,34.5,38.5
E00068946,48.5,31.3,20.2
E00068947,33.5,34.1,32.4
E00068948,56.4,26.7,16.9
E00068952,65.7,22,12.3
E00068953,56.7,29.1,14.2
E00068954,56.7,24.7,18.5
E00068956,56.4,27.9,15.7
E00068957,72.7,17.8,9.4
E00068958,43.5,29.4,27.1
E00068959,67.2,24,8.8
E00068960,57.2,28.8,14
E00068962,58.7,24.8,16.5
E00068964,48,33,19
E00068965,51.5,25.6,22.9
E00068966,30.5,36.2,33.3
E00068967,54.9,28.9,16.1
E00068968,57.8,26.1,16.1
E00068969,68.7,20.9,10.4
E00068970,43.8,27.7,28.5
E00068971,62.8,22.4,14.8
E00068972,38.1,37.1,24.8
E00068973,57.4,29.1,13.5
E00068974,52.5,30.6,16.9
E00068975,67.3,17.6,15.1
E00068976,73.2,17.3,9.5
E00068977,57.3,28.3,14.3
E00068978,59.3,29.3,11.4
E00068979,60.5,23.7,15.8
E00068980,57.2,28.6,14.1
E00068981,67.9,21.7,10.4
E00068982,68.3,20,11.7
E00068983,70.6,18.6,10.9
E00068984,73.9,18.9,7.2
E00068985,80.8,15.2,4.1
E00068986,77.2,16.6,6.1
E00068987,72.3,17.9,9.8
E00068988,67.1,23.8,9.1
E00068989,80.8,13.3,6
E00068990,76.4,14.4,9.2
E00068991,78.1,16.8,5.1
E00068993,72.3,19.9,7.8
E00068994,78.9,18.8,2.3
E00068995,69.2,24.4,6.4
E00068996,76,20.4,3.5
E00068997,74.9,19.4,5.7
E00068998,70.5,22.9,6.6
E00068999,70.2,19.6,10.2
