areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00068702,39.6,33,0.9,26.4
E00068707,17.6,14.8,7.1,60.4
E00068708,11.6,16.3,16.3,55.8
E00068709,9.6,26.3,9,55.1
E00068715,19,27,11.7,42.3
E00068716,23.4,25.1,7.6,43.9
E00068735,20.1,15.7,10.4,53.7
E00068737,18.6,30.5,12.7,38.1
E00068866,3.8,3.8,32.7,59.6
E00068867,0,4.3,70.2,25.5
E00068869,12.2,9.5,12.9,65.3
E00068870,1,2.1,87.5,9.4
E00068873,22.6,19.9,2.1,55.5
E00068874,26.5,20.6,0.7,52.2
E00068875,20.5,12.8,0.9,65.8
E00068876,16.4,19.1,5.5,59.1
E00068877,12.5,8.6,1.6,77.3
E00068878,20.2,15.1,3.4,61.3
E00068879,31.7,21.4,4.1,42.8
E00068880,11.9,22,1.7,64.4
E00068881,14.3,19.3,2.5,63.9
E00068882,15,17.9,2.1,65
E00068883,36.4,30,0,33.6
E00068884,5.9,2.7,39.2,52.2
E00068885,5.7,3.3,15.4,75.6
E00068886,9.4,1.6,57,32
E00068888,0,1.4,74.3,24.3
E00068889,8.5,0,24.8,66.7
E00068890,20.7,10.8,18.9,49.5
E00068891,52.4,17.5,3.9,26.2
E00068892,29.5,23.3,1.6,45.7
E00068893,17.6,9.2,9.2,64.1
E00068894,23.3,12.5,7.5,56.7
E00068895,13.5,11,1.9,73.5
E00068896,17.5,26.7,4.2,51.7
E00068897,16.1,17.8,5.9,60.2
E00068898,10.3,24.8,6.2,58.6
E00068899,40.2,25.8,1,33
E00068903,2.4,2.4,50.6,44.6
E00068904,5.6,5.6,13.8,74.9
E00068909,13.9,11.5,2.5,72.1
E00068910,0.6,1.1,91.5,6.8
E00068911,1.1,2.1,73.7,23.2
E00068917,9.2,7.8,30.1,52.9
E00068918,23.5,18.9,12.1,45.5
E00068919,24.8,21.1,9.8,44.4
E00068920,18.7,16.3,22,43.1
E00068923,29.6,15.6,20,34.8
E00068924,10.8,15.8,40.8,32.5
E00068925,10.9,5.5,66.4,17.2
E00068926,20.3,14.5,10.9,54.3
E00068927,34.1,15.9,29,21
E00068928,25.2,16.5,22.8,35.4
E00068936,11,19.5,18.3,51.2
E00068943,14.3,22.4,23.6,39.8
E00068945,19.2,30,12.5,38.3
E00068946,21.6,13.8,44.8,19.8
E00068947,15.7,34.3,15.7,34.3
E00068948,20.9,24.5,20.9,33.7
E00068952,15.7,22.1,47.1,15
E00068953,13.6,20,47.9,18.6
E00068954,32.8,28.4,19.4,19.4
E00068956,32.5,35,10.3,22.2
E00068957,27.4,21.7,26.4,24.5
E00068958,32.7,18.7,7.6,40.9
E00068959,12.1,16.9,54.8,16.1
E00068960,38.5,23.1,3.8,34.6
E00068962,18.9,8.9,63.3,8.9
E00068964,17,19.3,10.4,53.3
E00068965,41.8,20.4,8.2,29.6
E00068966,12.3,16.9,9.2,61.5
E00068967,31.7,35.6,3.8,28.8
E00068968,64.6,14.6,1,19.8
E00068969,37.1,19.1,24.7,19.1
E00068970,14.5,16.9,26.6,41.9
E00068971,28.2,28.2,20.5,23.1
E00068972,28.4,11,7.3,53.2
E00068973,14.9,21.6,47,16.4
E00068974,50,18.4,1.3,30.3
E00068975,16.1,21.2,49.6,13.1
E00068976,4.6,6.9,79.4,9.2
E00068977,64.7,22.4,0,12.9
E00068978,55.4,22.8,5.4,16.3
E00068979,50,23.4,1.1,25.5
E00068980,35.9,30.8,5.1,28.2
E00068981,24.4,29.9,29.1,16.5
E00068982,20.6,12.7,45.1,21.6
E00068983,17.9,7.5,64.9,9.7
E00068984,48.2,32.1,8.9,10.7
E00068985,61.4,25.8,2.3,10.6
E00068986,44.1,39.3,5.5,11
E00068987,24.1,20.4,39.4,16.1
E00068988,13.6,16,52,18.4
E00068989,62.3,25.4,4.6,7.7
E00068990,30.7,34.3,22.9,12.1
E00068991,47.6,33.9,1.6,16.9
E00068993,57.5,37.2,0,5.3
E00068994,52.1,34.7,1.7,11.6
E00068995,63.1,26.2,2.5,8.2
E00068996,28.1,35.2,24.2,12.5
E00068997,55.1,28.7,5.1,11
E00068998,51.6,31.5,5.6,11.3
E00068999,20.8,16,56,7.2
E00069001,48.1,27.1,0.8,24.1
E00069002,35.7,32.9,15,16.4
E00069003,53.5,36.4,1.6,8.5
E00069004,43.9,37.4,4.3,14.4
E00069005,51.7,42.2,0.9,5.2
E00069006,36.5,24.8,26.3,12.4
E00069007,48.2,28.2,1.8,21.8
E00069008,59.6,25.4,2.6,12.3
E00069009,50,31.9,3.4,14.7
E00069010,34.9,19,24.9,21.2
E00069011,46.8,36.4,0.6,16.2
E00069012,31.4,30.5,23.7,14.4
E00069013,33.5,31.6,13.3,21.5
E00069014,57.4,37.4,0,5.2
E00069015,57.8,33,0,9.2
E00069018,28.8,28.1,19,24.2
E00069021,20.8,22.3,41.5,15.4
E00069022,42.1,34.3,2.9,20.7
E00069030,14.5,23,52.6,9.9
E00069031,13.5,33.3,44.1,9
E00069040,12.7,17.2,56,14.2
E00069041,14,20.2,48.2,17.5
E00069042,23.1,31.4,20.7,24.8
E00069092,18.1,11,62.2,8.7
E00069093,9.4,15.4,65.8,9.4
E00069095,20.3,21.9,23.4,34.4
E00069096,15,26.3,5.3,53.4
E00069097,10.3,15.2,21.4,53.1
E00069098,29.8,28.2,21.4,20.6
E00069099,16.4,21.3,51.6,10.7
E00069100,25,17.6,30.4,27
E00069102,5.6,15.3,69.4,9.7
E00069103,11.1,12,67.5,9.4
