geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
W00007124,39.5,4.8,55.7
W00007125,43.6,5.3,51
W00007126,56,2.1,41.9
W00007127,45.3,3.9,50.8
W00007197,37.9,5.7,56.3
W00007198,52.2,0,47.8
W00007199,54.7,1.2,44.1
W00007200,37.3,3.4,59.3
W00007201,37.5,3.1,59.4
W00007202,49.1,3.7,47.2
W00007203,57.1,5.7,37.3
W00007204,38.8,6.8,54.3
W00007205,41.7,2.8,55.5
W00007206,50,3.2,46.8
W00007207,40.2,7,52.8
W00007208,44.8,3.2,52
W00007209,53.4,5.9,40.7
W00007210,60,4.4,35.6
W00007211,58.3,1.8,39.9
W00007212,34,5.9,60.1
W00007355,46.7,4.4,48.9
W00007356,45.1,3,51.9
W00007357,57.1,2,40.9
W00007358,46.8,5.2,48.1
W00007359,52.1,2.9,45
W00007360,54.4,6.1,39.5
W00007468,37.2,2.9,59.8
W00007469,27.9,7.2,64.9
W00007470,41.5,2.1,56.4
W00007471,62.2,0.4,37.3
W00007472,53.7,5.1,41.2
W00007473,57.4,1.1,41.4
W00007474,39.7,2.4,57.9
W00007475,38.8,1.8,59.5
W00007517,52,1.5,46.5
W00007518,54.1,3.7,42.3
W00007519,48.3,2.2,49.5
W00007520,61.9,1.1,36.9
W00007521,62.6,1.5,35.9
W00007522,62.9,2.2,34.9
W00007523,60.4,0.9,38.7
W00007524,56.2,0.8,43
W00007525,61.4,1.1,37.5
W00007526,50.4,3.9,45.6
W00007527,59.9,1.9,38.1
W00007528,40.9,6.4,52.7
W00007529,51,1.6,47.4
W00007530,52,2.8,45.2
W00007531,39.2,8.1,52.7
W00007532,55.8,4.3,39.9
W00007533,41.3,3.9,54.9
W00007534,41.1,0.8,58.1
W00007535,57.1,2,40.9
W00007536,50.7,4,45.3
W00007537,51.3,3,45.7
W00007538,55.5,2.2,42.4
W00007539,63.7,1.6,34.7
W00007556,60.4,0.6,38.9
W00007557,45.2,6.2,48.6
W00007558,40.5,8.4,51.2
W00007559,60.4,4.3,35.2
W00007560,59.2,4.3,36.4
W00007561,59.2,0.4,40.3
W00007562,51.7,7.4,40.9
W00007563,52.6,2.4,45
W00007564,67.6,3.4,29
W00007565,58.3,6.4,35.3
W00007566,43,5.2,51.7
W00007567,57.2,2.2,40.6
W00007568,56.3,2.9,40.8
W00007569,31.6,6.1,62.3
W00007570,60.5,3.4,36.1
W00007571,45.4,3.6,51
W00007572,55.7,1.4,42.9
W00007573,35.4,2.4,62.1
W00007574,49.6,6.1,44.3
W00007575,50,3.4,46.6
W00007576,55.4,7,37.6
W00007577,48,3.1,48.8
W00007578,56.6,4.9,38.5
W00007579,48.5,2.9,48.5
W00007580,59.3,4.2,36.4
W00007581,59.6,2.9,37.5
W00007582,58.4,2.7,38.8
W00007583,60.9,4.9,34.2
W00007584,58,2.2,39.8
W00007585,60.7,1.5,37.8
W00007586,41.6,3,55.3
W00007587,51.5,1.7,46.8
