geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
W00007124,38.3,20,33.9,7.8
W00007125,29.3,17.1,37.4,16.3
W00007126,49.2,33.1,3.2,14.5
W00007127,30.1,24.4,37.4,8.1
W00007197,20.9,10.4,63.2,5.5
W00007198,26.9,23.8,26.9,22.3
W00007199,41.2,36.6,0,22.1
W00007200,21.2,12.7,61,5.1
W00007201,46,14.2,32.7,7.1
W00007202,29.3,26.8,30.1,13.8
W00007203,42.7,26.5,11.1,19.7
W00007204,16,17.6,56,10.4
W00007205,28.3,12.5,52.5,6.7
W00007206,53.4,32.1,3.1,11.5
W00007207,21.2,13.3,59.3,6.2
W00007208,32.1,21.4,26.7,19.8
W00007209,35.2,25,12,27.8
W00007210,39.1,40,3.5,17.4
W00007211,55.7,33.6,5.3,5.3
W00007212,22.9,15.2,53.3,8.6
W00007355,40.2,21.3,31.1,7.4
W00007356,23.4,21.5,35.4,19.6
W00007357,48.4,31.5,0.8,19.4
W00007358,25,17.2,49.2,8.6
W00007359,31.5,23.8,29.8,14.9
W00007360,46.9,36.7,0.7,15.6
W00007468,30.1,18,47.4,4.5
W00007469,8.1,3.2,82.3,6.5
W00007470,35.8,14.2,36.6,13.4
W00007471,46.3,38.8,3.3,11.6
W00007472,37,27.5,5.8,29.7
W00007473,55.3,38.6,0,6.1
W00007474,28.1,15.8,50.4,5.8
W00007475,35.1,12.7,44.8,7.5
W00007517,35.6,26,33.7,4.8
W00007518,28.2,29,29.8,12.9
W00007519,20.4,24.2,47.9,7.5
W00007520,40,36.8,9.5,13.7
W00007521,52.6,36.3,1.8,9.4
W00007522,48.4,38.5,3.3,9.8
W00007523,37.2,33.1,22.3,7.4
W00007524,38.1,25.4,23.9,12.7
W00007525,48.1,33.3,11.1,7.4
W00007526,27.9,30.2,36.4,5.4
W00007527,50.8,33.8,0.8,14.6
W00007528,9.3,18.6,64.4,7.6
W00007529,61,31.7,0.8,6.5
W00007530,63,33.3,0.7,3
W00007531,15.2,14.3,62.5,8
W00007532,30.6,19,41.3,9.1
W00007533,28.7,9.8,49.2,12.3
W00007534,26.3,22.9,39,11.9
