areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00008155,0.8,14.6,72.4,12.2
E00008156,5.3,19.7,60.6,14.4
E00008158,2.4,7.9,77,12.7
E00008188,4.9,9,62.3,23.8
E00008189,6.4,20,61.8,11.8
E00008302,8.8,13.6,56.8,20.8
E00008305,20.7,32.1,15,32.1
E00016398,6.2,10.6,60.2,23
E00016402,5.7,13,67.5,13.8
E00016403,3.4,0.7,84.4,11.6
E00016404,12.1,19,25.9,43.1
E00016405,10.7,22.1,16.8,50.4
E00016407,7.9,14.3,30,47.9
E00016409,9.6,10.3,74.3,5.9
E00016410,20.7,32.4,18,28.8
E00016411,6.3,17.1,39.2,37.3
E00016412,3.7,24.6,45.5,26.2
E00016413,8.1,16.3,58.5,17.1
E00016414,5.9,22.8,51.5,19.9
E00016415,3.1,11.8,68.5,16.5
E00016416,7.3,8.3,56.9,27.5
E00016417,8,11.7,70.1,10.2
E00016419,0.8,9.3,70.3,19.5
E00016420,2.5,8.5,72,16.9
E00016421,0,1.7,88.2,10.1
E00016422,4.1,5.3,82.4,8.2
E00016423,7,15.7,63.5,13.9
E00016424,6.9,5.2,81.9,6
E00016426,4.6,12.2,61.8,21.4
E00016427,4.1,10.7,76.2,9
E00016431,5.7,20.1,26.6,47.5
E00016432,6.3,20.8,44,28.9
E00016436,0.5,36,42.3,21.2
E00016437,9,7.1,73.1,10.9
E00016438,6.8,18.9,6.8,67.4
E00016440,2.1,5.3,84,8.5
E00016441,2.7,14.6,69.7,13
E00016442,6,3.7,79.9,10.4
E00016722,1.3,11.3,74.8,12.6
E00016724,5.7,37.7,20.8,35.8
E00020298,21.6,27.2,4,47.2
E00020415,6.9,21.3,0,71.9
E00020416,15,36.1,2,46.9
E00020417,11.5,32.4,12.2,43.9
E00020418,8.7,15.1,63.5,12.7
E00020419,15.2,25.8,18.2,40.9
E00020421,9.2,17.8,55.3,17.8
E00020422,29.1,31.5,3.1,36.2
E00020423,14.2,11.3,52.8,21.7
E00020424,13.3,35.4,2.7,48.7
E00020425,8.6,19.1,5.3,67.1
E00020426,19,25.6,2.5,52.9
E00020427,37.4,21.4,1,40.3
E00020428,14,19.3,1.8,64.9
E00020429,18.3,28.3,2.5,50.8
E00020431,2.5,9.9,69.4,18.2
E00020432,9,16,43.8,31.3
E00020433,0,9.3,78.5,12.1
E00020434,18.5,29.4,2.5,49.6
E00020435,21.5,32.6,5.2,40.7
E00020436,14.9,18.1,16,51.1
E00020437,17.4,31.5,4.7,46.3
E00020439,0,2.1,96.5,1.4
E00020440,13,22.6,24.7,39.7
E00020442,9.3,16.7,64.8,9.3
E00020443,12.7,22.7,1.3,63.3
E00020444,7.5,24.5,19.8,48.1
E00020445,7,11.6,61.2,20.2
E00020447,2.4,18,61.1,18.6
E00020448,3.6,21.1,58.4,16.9
E00020449,15,34.2,4.2,46.7
E00020451,23.5,31.8,1.5,43.2
E00020452,13.7,44.1,4.9,37.3
E00020453,18.1,23.9,4.3,53.6
E00020454,21.8,21.8,1,55.4
E00020455,0.7,0,93.4,6
E00021218,16.8,28.5,12.1,42.5
E00021219,11.1,23,33.3,32.5
E00021220,11.7,23.5,11.2,53.6
E00021223,6.2,19,25.7,49
E00021224,12.6,22.3,24.6,40.6
E00021225,5.2,14.5,49.7,30.6
E00021227,14.9,19,27.3,38.8
E00021228,14.8,15.6,34.1,35.6
E00021229,6.9,19.4,53.8,20
E00021230,17.3,25.2,22,35.4
E00021231,4.5,10,68.2,17.3
E00021239,7.6,10.7,35.6,46.2
E00021240,9.1,24.5,6.7,59.6
E00021241,16.4,30,8.2,45.5
E00021243,1.9,8.3,61.8,28
E00021244,3.8,10.6,75.6,10
E00021245,10.7,13.4,39.3,36.6
E00021246,4.5,10.4,56,29.1
E00021247,7.3,6.4,67.3,19.1
E00021248,2.2,6,76.9,14.9
E00021249,0,40.2,53.6,6.2
E00021251,9.3,10.2,50.9,29.6
E00021252,7.8,23.5,4.3,64.3
E00021253,3.7,12.5,56.6,27.2
E00021254,14.6,31.3,2.1,52.1
E00021255,9.3,42.6,6.5,41.7
E00021256,9.1,25.3,4,61.6
E00021257,15.8,33.7,5,45.5
E00021258,9,12.4,63.4,15.2
E00021259,6.6,7.7,53.8,31.9
E00021422,11.8,15.3,56.5,16.5
E00021425,16.5,22.6,2.3,58.6
E00021426,7.8,4.3,66.1,21.7
E00021427,20,20.8,0.8,58.4
E00021510,24.3,25.2,3.9,46.6
E00021511,12.6,20,4.2,63.2
E00021516,7.6,14.3,50.5,27.6
E00021517,6.7,15.7,40.3,37.3
E00021518,2.3,10.1,32.6,55
E00021519,13,22.5,19,45.5
E00021520,13,30,3,54
E00021521,21.1,21.1,42.2,15.6
E00021522,4.5,5.2,79.1,11.2
E00021524,5.3,14.4,40.1,40.1
E00021525,5.4,23.3,10.9,60.5
E00021526,7.8,16.3,2.1,73.8
E00021527,10.1,17.8,6.2,65.9
E00021528,16.1,26.4,40.2,17.2
E00021529,2.1,7.2,74.2,16.5
E00021532,17.5,29.2,5,48.3
E00021533,16.7,29.5,2.3,51.5
E00021534,12.3,24.6,2.5,60.7
E00021536,12.6,29.4,3.4,54.6
E00021537,16.7,30.1,2.6,50.6
E00021539,7.8,24.2,3.9,64.1
E00021541,12,12,12.8,63.2
E00021542,11.9,20.2,6,61.9
E00021543,13.9,23.4,0,62.8
E00021544,25,20.7,6.5,47.8
E00021546,14.1,21.7,4.3,59.8
E00021547,6.3,12.5,55.5,25.8
E00021549,11.5,8.2,52.5,27.9
E00021550,5.9,10.2,61.8,22
E00021552,12.5,12.5,44.3,30.7
E00021553,4.2,4.2,83.1,8.5
E00021554,6.7,18.3,20.8,54.2
E00021555,0.7,14.1,58.5,26.7
E00021556,9.3,19.4,2.3,69
E00021557,12,28.6,6.8,52.6
E00167079,12.6,21.6,1.8,64
E00167080,7.8,26.4,47.3,18.6
E00167081,17.4,28.7,4.3,49.6
E00167110,7.2,24.6,18.4,49.8
E00167111,8.6,27.6,1.3,62.5
E00167113,7.2,18.7,56.1,18
E00167114,8.4,8.4,58.8,24.4
E00167116,9.8,8.9,56.3,25
E00167118,9.2,23.5,4.2,63
E00167119,12.5,15.6,19.5,52.3
E00167121,9.1,20.3,0.9,69.7
E00167122,10.7,15.3,10.7,63.4
E00167125,8,21.3,12,58.7
E00167131,7.9,6.3,65.1,20.6
E00167133,14.7,9.3,49.3,26.7
E00167134,10.3,43.7,1.6,44.4
E00167135,6.3,27.3,2.1,64.3
E00167137,14.5,20.5,6,59
E00167142,18.2,17.4,15.7,48.8
E00167145,14.6,22,8.5,54.9
E00167146,11.8,24.3,5.3,58.6
E00167147,3.2,6.4,72,18.4
E00167148,6.8,14.6,4.9,73.8
E00167149,7,21.4,7.9,63.7
E00167151,9.8,21.1,1.5,67.5
E00167152,10.4,16.9,7.2,65.5
E00167157,5,23.6,3.1,68.3
E00167158,9,16,5.6,69.4
E00167159,5.7,14,0,80.3
E00167162,4.8,22.8,1.6,70.9
E00167163,2.9,30.5,5.7,61
E00167164,13.5,21.2,44.2,21.2
E00167165,18,24.6,1.6,55.7
E00167170,21.8,24.4,6.4,47.4
E00167182,1.5,15.2,74.2,9.1
E00167183,10.8,18.5,12.3,58.5
E00167220,4.7,11.1,21.6,62.6
E00167248,5.8,21.3,2.6,70.3
E00167249,9.8,12,0.9,77.3
E00167250,1.4,4.3,88.6,5.7
E00167262,8.7,30.4,15.2,45.7
E00167488,5.5,33.8,18.3,42.5
E00167489,21.7,28.3,0.7,49.3
E00173943,5.2,29.7,53.5,11.6
E00173947,4.3,2.2,80.6,12.9
E00173948,6.7,25.3,17.3,50.7
E00176497,12.9,29,11.3,46.8
E00176500,17.6,20,4.7,57.6
E00176505,3.7,16.4,65.7,14.2
E00176535,7.6,35.5,27.9,29.1
E00176547,9.2,29.6,7.1,54.1
E00176579,13.2,22.4,13.2,51.3
E00176590,20.3,40.6,1.6,37.5
E00177519,17.1,26.7,7.5,48.6
E00177570,13.9,40.5,6.3,39.2
E00177580,12,16.3,30.3,41.4
E00177600,8.3,61.2,11.6,19
E00177617,20.4,22.4,26.5,30.6
E00177653,7.2,31.1,18,43.7
E00177661,2.2,2.2,6.7,88.9
