areacd,disability_3a-001,disability_3a-002
E00008155,14,86
E00008156,16.4,83.6
E00008158,17.8,82.2
E00008188,17.2,82.8
E00008189,18.2,81.8
E00008302,21.8,78.2
E00008305,11.1,88.9
E00016398,21.1,78.9
E00016402,17.5,82.5
E00016403,9.8,90.2
E00016404,11.9,88.1
E00016405,12,88
E00016407,10.9,89.1
E00016409,17.4,82.6
E00016410,13,87
E00016411,12.5,87.5
E00016412,17,83
E00016413,16.7,83.3
E00016414,21,79
E00016415,16.4,83.6
E00016416,15,85
E00016417,17.6,82.4
E00016419,10.6,89.4
E00016420,11.5,88.5
E00016421,16,84
E00016422,15.1,84.9
E00016423,15.2,84.8
E00016424,14.6,85.4
E00016426,17.4,82.6
E00016427,12.1,87.9
E00016431,13.2,86.8
E00016432,14.1,85.9
E00016436,12.2,87.8
E00016437,13.1,86.9
E00016438,6.4,93.6
E00016440,13.5,86.5
E00016441,16.5,83.5
E00016442,12.2,87.8
E00016722,13.9,86.1
E00016724,13.5,86.5
E00020298,9.3,90.7
E00020415,5.2,94.8
E00020416,7.4,92.6
E00020417,11.5,88.5
E00020418,23.2,76.8
E00020419,9.4,90.6
E00020421,21.6,78.4
E00020422,10.5,89.5
E00020423,17.9,82.1
E00020424,7.8,92.2
E00020425,9.5,90.5
E00020426,6,94
E00020427,11.1,88.9
E00020428,8,92
E00020429,10.3,89.7
E00020431,22.3,77.7
E00020432,14.9,85.1
E00020433,29.5,70.5
E00020434,9.3,90.7
E00020435,10.1,89.9
E00020436,3.9,96.1
E00020437,7.5,92.5
E00020439,20.4,79.6
E00020440,13,87
E00020442,13.1,86.9
E00020443,7,93
E00020444,10.6,89.4
E00020445,22.3,77.7
E00020447,20.1,79.9
E00020448,20.8,79.2
E00020449,9.3,90.7
E00020451,8,92
E00020452,8.1,91.9
E00020453,6.3,93.8
E00020454,6.7,93.3
E00020455,17,83
E00021218,10.2,89.8
E00021219,17.8,82.2
E00021220,8.2,91.8
E00021223,8.8,91.2
E00021224,14.2,85.8
E00021225,13.7,86.3
E00021227,13.6,86.4
E00021228,15.3,84.7
E00021229,15.5,84.5
E00021230,14.3,85.7
E00021231,25.2,74.8
E00021239,8.8,91.2
E00021240,6.7,93.3
E00021241,6.9,93.1
E00021243,12.6,87.4
E00021244,20.2,79.8
E00021245,15.4,84.6
E00021246,17.2,82.8
E00021247,16,84
E00021248,13,87
E00021249,15.7,84.3
E00021251,13.7,86.3
E00021252,9.4,90.6
E00021253,19.7,80.3
E00021254,7.8,92.2
E00021255,8.2,91.8
E00021256,8.8,91.2
E00021257,9.6,90.4
E00021258,17.5,82.5
E00021259,14.6,85.4
E00021422,15.5,84.5
E00021425,7.4,92.6
E00021426,13.4,86.6
E00021427,5.9,94.1
E00021510,8,92
E00021511,7,93
E00021516,17.7,82.3
E00021517,15.9,84.1
E00021518,12.1,87.9
E00021519,9.6,90.4
E00021520,6.1,93.9
E00021521,16.8,83.2
E00021522,16,84
E00021524,11.7,88.3
E00021525,9.9,90.1
E00021526,8.3,91.7
E00021527,7.3,92.7
E00021528,15.3,84.7
E00021529,27.9,72.1
E00021532,6.6,93.4
E00021533,8.9,91.1
E00021534,11.5,88.5
E00021536,5.6,94.4
E00021537,5.4,94.6
E00021539,7.8,92.2
E00021541,12.1,87.9
E00021542,3,97
E00021543,7.5,92.5
E00021544,7.8,92.2
E00021546,8,92
E00021547,14.9,85.1
E00021549,12.8,87.2
E00021550,17,83
E00021552,14.7,85.3
E00021553,16.7,83.3
E00021554,12.4,87.6
E00021555,11.7,88.3
E00021556,7.3,92.7
E00021557,9.2,90.8
E00167079,4.6,95.4
E00167080,10.8,89.2
E00167081,12.9,87.1
E00167110,8.8,91.2
E00167111,3.2,96.8
E00167113,15.2,84.8
E00167114,19.8,80.2
E00167116,18.7,81.3
E00167118,7.3,92.7
E00167119,10.5,89.5
E00167121,4.6,95.4
E00167122,8.4,91.6
E00167125,8,92
E00167131,23.4,76.6
E00167133,14.8,85.2
E00167134,6.5,93.5
E00167135,7.6,92.4
E00167137,4.1,95.9
E00167142,8.5,91.5
E00167145,3,97
E00167146,7.5,92.5
E00167147,12.8,87.2
E00167148,5.6,94.4
E00167149,2.9,97.1
E00167151,3.5,96.5
E00167152,4.7,95.3
E00167157,3.5,96.5
E00167158,5.4,94.6
E00167159,9.7,90.3
E00167162,8.9,91.1
E00167163,12.2,87.8
E00167164,14.6,85.4
E00167165,6.8,93.2
E00167170,12.4,87.6
E00167182,18.2,81.8
E00167183,11.3,88.7
E00167220,9.7,90.3
E00167248,2.7,97.3
E00167249,3.7,96.3
E00167250,13.1,86.9
E00167262,7.8,92.2
E00167488,8,92
E00167489,6.4,93.6
E00173943,13.4,86.6
E00173947,12.2,87.8
E00173948,3.2,96.8
E00176497,11.8,88.2
E00176500,11.8,88.2
E00176505,24.1,75.9
E00176535,12.7,87.3
E00176547,9.6,90.4
E00176579,9.9,90.1
E00176590,9,91
E00177519,9.2,90.8
E00177570,6.8,93.2
E00177580,9.5,90.5
E00177600,2.6,97.4
E00177617,14.8,85.2
E00177653,7,93
E00177661,4.9,95.1
E00182141,13,87
E00182162,9.2,90.8
E00182178,6.5,93.5
E00182199,5.2,94.8
E00182215,10.8,89.2
E00182218,10.8,89.2
E00182233,6.1,93.9
E00182238,14.5,85.5
E00182244,9.3,90.7
E00182250,16.1,83.9
E00182261,20,80
E00182362,8.4,91.6
E00182538,10.9,89.1
E00182551,12.7,87.3
E00182552,3.3,96.7
E00182556,7.8,92.2
E00182558,7.7,92.3
E00182563,5.8,94.2
E00182573,18,82
E00182593,4.1,95.9
E00182595,5.3,94.7
E00182598,17.7,82.3
E00182619,11.1,88.9
E00182623,22,78
E00182624,7.4,92.6
E00182625,6,94
E00182627,7,93
E00182629,9.6,90.4
E00182632,15.5,84.5
E00182633,4,96
E00183754,9.3,90.7
E00183773,8.2,91.8
E00183778,6.6,93.4
E00183780,3.1,96.9
E00183797,7.5,92.5
E00183818,13.6,86.4
E00183824,9.4,90.6
E00183832,13,87
E00183834,6.6,93.4
E00183844,5.5,94.5
E00183847,4.9,95.1
E00183848,4.1,95.9
E00183856,14.4,85.6
E00183860,11.7,88.3
E00183866,1.9,98.1
E00183867,3,97
E00183871,6.6,93.4
E00183875,6,94
E00183878,7,93
E00183882,14.5,85.5
E00183888,6.2,93.8
E00183890,9.1,90.9
E00183895,11.2,88.8
E00183925,14.3,85.7
E00183931,4.2,95.8
E00183934,3.2,96.8
E00183939,15.5,84.5
E00183948,11.9,88.1
E00183957,4.8,95.2
E00183958,6,94
E00183959,3.8,96.2
E00183965,6.6,93.4
E00183970,11.6,88.4
E00183984,11,89
E00183991,5.5,94.5
E00183995,10.7,89.3
E00184000,4.1,95.9
E00184008,7.9,92.1
E00184011,10,90
E00184038,17,83
E00184043,11.2,88.8
E00184045,6,94
E00184055,7.7,92.3
E00184067,13.6,86.4
E00184071,3.6,96.4
E00184074,14.1,85.9
E00184082,3.8,96.2
E00184083,11.1,88.9
E00184085,13.2,86.8
E00184092,14.2,85.8
E00184100,17.4,82.6
E00184101,5.1,94.9
E00184117,3.8,96.2
E00184130,12.7,87.3
