geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00025006,21.9,49.5,7.6,16.7,4.3
E00025007,22.7,47.3,5.1,23,2
E00025008,11.9,46.2,4.7,34.7,2.5
E00025010,20.5,44.5,7.2,23.6,4.2
E00025011,15.4,44.1,5.9,31.7,2.9
E00025012,15,35.5,6.8,41.9,0.9
E00025013,21.5,40.8,10.7,22.3,4.7
E00025014,22.1,51.4,5,19.8,1.8
E00025016,15.1,45.2,3.6,34.1,2
E00025018,21.1,46.6,5.6,22.6,4.1
E00025019,13.2,37.3,5.9,41.7,2
E00025020,17.1,42.7,4.1,32.4,3.8
E00025021,18.7,40.1,6,32.5,2.8
E00025023,13.6,43.2,5.2,36,2
E00025024,15.9,43.7,5.4,34.2,0.7
E00025025,20.8,45.3,3.9,28.9,1.1
E00025026,17.3,36.5,11.2,31.7,3.2
E00025027,11.4,44.1,3,37.7,3.8
E00025028,31.2,40.7,3.5,23.4,1.3
E00025029,12.5,42.1,5,40.4,0
E00025030,27.2,47.1,5.8,15.5,4.4
E00025031,29.2,41.5,6.7,20,2.6
E00025032,17.1,45.4,5.4,29.8,2.4
E00025033,19,50.3,3.7,24.7,2.3
E00025035,23,47,9.1,18.3,2.6
E00025036,16.5,47.1,4.8,29.4,2.1
E00025073,27.7,40.8,7.3,18.3,5.8
E00025074,32.4,42.9,5,14.7,5
E00025075,25,53.8,2.8,16,2.4
E00025076,27.2,43.2,4.9,21.4,3.4
E00025077,26.1,43.6,4.7,22.7,2.9
E00025078,26.1,44.5,7,21.1,1.3
E00025079,26.9,38.2,5.5,25.6,3.8
E00025080,23.7,49,5.3,19.2,2.9
E00025081,15.3,48,10.5,24.9,1.3
E00025082,16.7,39.3,8.8,31.8,3.3
E00025083,40.1,36,3.6,14,6.3
E00025084,19.2,42.4,6.6,28.8,3
E00025085,15.6,49.2,5.3,27,2.9
E00025087,27.5,43.1,7.8,20.6,1
E00025088,18.2,37.3,8.6,32.7,3.2
E00025089,33.3,41,3.3,20.2,2.2
E00025090,45.5,32.9,3,12.6,6.1
E00025091,34.7,44.7,3.8,13.7,3.1
E00025092,19.7,42.9,8.8,23.1,5.5
E00025093,18.8,49.5,3.8,24,3.8
E00025094,28.3,43,6.6,18.4,3.7
E00025095,28,43,5.3,17.4,6.3
E00025096,11.3,51.6,3.6,33.5,0
E00025097,17.7,44.3,3.6,31.3,3.1
E00025098,33.5,41.9,5.2,14.2,5.2
E00025099,35.7,35.7,7.7,17.2,3.6
E00025100,18.6,41.4,5.7,34.3,0
E00025101,31.5,45.8,5.9,13.4,3.4
E00025102,40.4,37.8,4.3,15.2,2.2
E00025103,23.9,47.8,1.4,21.1,5.7
E00025104,30.2,43.9,3.5,19.6,2.7
E00025105,30.9,39.9,4.5,17.4,7.3
E00025106,31.1,42.1,5.5,17.4,3.8
E00025107,13.5,46.7,6.9,29.8,3.1
E00025108,33.8,37.9,4.1,21.6,2.6
E00025109,28.6,40.1,4.4,19.8,7
E00025110,29.8,40.4,5.7,14.5,9.6
E00025151,18.3,35.6,5.5,38.1,2.4
E00025152,16.2,40.6,4.8,36.2,2.2
E00025156,14.9,41.1,5.5,38.5,0
E00025157,15.2,37,4.5,42,1.2
E00025174,28.7,33.5,6.1,28.7,3
E00025175,22.4,46.1,5.3,20.2,6.1
E00025176,13.4,41.7,4.6,38.2,2.1
E00025177,19.6,43.1,6.2,28.1,3.1
E00025178,22.6,35.4,7.2,28.2,6.7
E00025179,12.7,39.4,6.8,38.6,2.4
E00025180,18.4,34.4,6.1,41,0
E00025181,14.3,35.9,5.9,41.4,2.5
E00025182,14.1,36.8,8.5,40.6,0
E00025183,16.9,35.8,8.2,36.2,2.9
E00025184,22.6,33.5,10.4,26.4,7.1
E00025425,31,39.7,6.9,19,3.4
E00025428,45.6,28.3,3.2,17.3,5.7
E00025446,22.7,47.5,4.3,22.2,3.3
E00025571,23.9,38.8,6.7,29.2,1.4
E00025572,12.9,39.3,5,39.9,3
E00025574,16,41.8,8.5,29.6,4.2
E00025576,11.8,51,3.8,29.7,3.8
E00025583,8.3,46.2,3.2,41.1,1.3
E00025587,26.6,49.2,5.1,16,3.1
E00025589,11.7,42.9,9.2,33.7,2.5
E00025590,15,40.3,7.9,36.8,0
E00025591,11.1,40.4,10.1,37,1.4
E00025592,11.3,39,5,42.9,1.8
E00025595,18.6,34.2,6.1,36.4,4.8
E00025597,25.9,36.7,5.7,29.7,1.9
E00025598,14.3,40.2,8,33.5,4
E00025599,12.1,43.4,5.5,37.1,1.8
E00025600,14,36.4,4.7,42.4,2.5
E00026977,17.9,47.3,7.7,25.1,1.9
E00026978,20.1,39.2,6.8,31.3,2.5
E00026979,20.3,39.6,7,31.3,1.8
E00026980,14.8,45.2,8.1,31.3,0.6
E00026981,15.4,37.2,6.5,38.6,2.4
E00026983,11.8,52.1,4.9,29.3,1.9
E00026984,14.1,36.4,7.9,40.4,1.2
E00026985,37.1,37.5,7.4,15.6,2.3
E00026986,34.5,38.9,4.8,17.5,4.4
E00026987,17.4,31.4,7.4,39.7,4.1
