geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00025006,2.4,2.1,4.2,89.9,1.4
E00025007,3,0,4.2,91.5,1.2
E00025008,5.5,2.1,4.3,86.9,1.2
E00025010,5.9,4.1,2.4,85.3,2.4
E00025011,9.6,1.1,1.4,86.4,1.4
E00025012,12.1,3.2,2.5,80.1,2.1
E00025013,6.1,0,1.9,89.5,2.6
E00025014,2.2,2.8,7.2,87.5,0.3
E00025016,10.6,5.8,1,79.4,3.2
E00025018,6.1,2.9,2.9,85.5,2.6
E00025019,4.1,2.9,2.9,90.2,0
E00025020,8.9,8.5,4.8,75.6,2.2
E00025021,10.7,4.9,2.6,74.8,7.1
E00025023,12.4,4.3,5.6,73.9,3.7
E00025024,6.8,4.8,7.1,76.2,5.1
E00025025,7.8,0.2,2.7,88.5,0.7
E00025026,4,0.4,1.8,93.8,0
E00025027,5.6,2.1,1.7,90.6,0
E00025028,0.7,3.5,4.3,90.4,1.1
E00025029,3.2,0,5.2,91,0.6
E00025030,3.4,4.9,4.2,86,1.5
E00025031,7.9,2.9,4.6,83.3,1.3
E00025032,5.1,1.6,1.6,91.7,0
E00025033,5.1,9.2,4,77.6,4.2
E00025035,1.4,2.1,3.1,93.4,0
E00025036,3.8,2.6,2.8,88.7,2.1
E00025073,9.8,7.7,7.3,72,3.3
E00025074,7.9,3,3.6,84.2,1.2
E00025075,6.9,12.4,2.4,73.5,4.8
E00025076,13.8,3.5,5,75.4,2.3
E00025077,12.6,2.1,5,76.6,3.7
E00025078,24.9,1,2.3,65.7,6
E00025079,26.8,6.1,1.7,61,4.4
E00025080,20.3,3.5,4.8,67.3,4.1
E00025081,5.6,1.2,1.6,91.7,0
E00025082,2.1,0,3.6,91.4,2.9
E00025083,11.2,11.2,2.3,66.2,9.2
E00025084,8.2,0.8,6.3,84,0.8
E00025085,4.3,0.3,3.6,91.8,0
E00025087,4.7,0,1.9,93.4,0
E00025088,4.3,3.5,2.7,89.5,0
E00025089,10.1,5.3,5.3,73.2,6.1
