areacd,in_full_time_education-001,in_full_time_education-002
E00049398,12.2,87.8
E00049399,17.9,82.1
E00049400,22.4,77.6
E00049401,16.6,83.4
E00049402,8.7,91.3
E00049403,23.8,76.2
E00049404,15.1,84.9
E00049405,16.8,83.2
E00049406,11,89
E00049407,15.5,84.5
E00049409,10.1,89.9
E00049410,12.9,87.1
E00049411,18.7,81.3
E00049412,32.1,67.9
E00049413,14.9,85.1
E00049414,16.6,83.4
E00049415,27.7,72.3
E00049416,15.5,84.5
E00049417,19.6,80.4
E00049418,16.6,83.4
E00049419,17.1,82.9
E00049420,11.6,88.4
E00049421,14.2,85.8
E00049422,16.6,83.4
E00049423,16.6,83.4
E00049424,21.4,78.6
E00049425,17.3,82.7
E00049426,19.9,80.1
E00049427,15.6,84.4
E00049428,21.2,78.8
E00049429,13.1,86.9
E00049430,16.5,83.5
E00049431,14.5,85.5
E00049432,21.8,78.2
E00049433,16,84
E00049434,23.7,76.3
E00049435,21.8,78.2
E00049436,28.3,71.7
E00049437,18.5,81.5
E00049439,12.5,87.5
E00049440,14.3,85.7
E00049460,19.4,80.6
E00049461,8.3,91.7
E00049463,23.1,76.9
E00049467,12.3,87.7
E00050481,22.4,77.6
E00050482,25.8,74.2
E00050483,24.5,75.5
E00050484,35.1,64.9
E00050485,27.7,72.3
E00050486,27,73
E00050487,24,76
E00050489,28.5,71.5
E00050490,17.4,82.6
E00050491,13,87
E00050492,25.1,74.9
E00050729,31.6,68.4
E00050731,9.7,90.3
E00050732,15.7,84.3
E00050733,14.1,85.9
E00050734,20.7,79.3
E00050735,13.7,86.3
E00050736,26.2,73.8
E00050737,12.5,87.5
E00050738,10.3,89.7
E00050739,24.6,75.4
E00050740,16.1,83.9
E00050741,16.3,83.7
E00050742,17.1,82.9
E00050743,22.1,77.9
E00050744,24.9,75.1
E00050745,16.3,83.7
E00050746,15.7,84.3
E00050747,20.6,79.4
E00050748,33.1,66.9
E00050750,24.7,75.3
E00050751,13,87
E00050752,27.2,72.8
E00050753,32.4,67.6
E00050754,21.9,78.1
E00050755,17.5,82.5
E00050757,21,79
E00050758,35.8,64.2
E00050759,24.8,75.2
E00050760,25.8,74.2
E00050761,8.8,91.2
E00050762,23.8,76.2
E00050763,18.7,81.3
E00050764,20.7,79.3
E00050765,25.1,74.9
E00050766,42.9,57.1
E00050767,22,78
E00050768,39.9,60.1
E00050769,40.9,59.1
E00051006,22.2,77.8
E00051010,25.3,74.7
E00051011,25.5,74.5
E00051014,25.7,74.3
E00051016,22.1,77.9
E00051019,13.9,86.1
E00051023,21.7,78.3
E00051025,21.9,78.1
E00051032,24.2,75.8
E00051035,13.9,86.1
E00051059,17,83
E00051061,10.3,89.7
E00051062,8.2,91.8
E00051063,14.9,85.1
E00051064,12.4,87.6
E00051843,30.2,69.8
E00051844,25.1,74.9
E00051845,26.3,73.7
E00051846,24.6,75.4
E00051850,44.6,55.4
E00051851,23,77
E00051852,28,72
E00051853,28.7,71.3
