areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00092496,53.3,32.2,12.2,2.2,0
E00092497,57.6,30.3,12.1,0,0
E00092498,45.7,32.1,19.3,2.1,0.7
E00092499,55.6,36.8,7.5,0,0
E00092501,57.8,32.8,8.9,0.6,0
E00092502,68.6,22.2,8.2,1,0
E00092599,70.7,21.7,7.6,0,0
E00092688,62.1,31,6.9,0,0
E00092689,62.4,29.4,8.2,0,0
E00092692,61.2,28.4,10.4,0,0
E00147003,19.3,42.9,35.3,2.5,0
E00147004,65.9,25.4,8.7,0,0
E00147005,43.7,29.4,21.4,2.4,3.2
E00147006,55.6,35.2,8.5,0.7,0
E00147007,69.8,18,10.1,1.4,0.7
E00147010,57.4,34,8.6,0,0
E00147011,32.5,45.2,21,0.6,0.6
E00147018,61,25.4,11.9,1.7,0
E00147019,58,26.9,14,1,0
E00147020,61.2,32.1,5.2,1.5,0
E00147021,71.5,22.3,6.2,0,0
E00147264,50,38.4,11,0.7,0
E00147266,27.9,50.5,18.9,2.7,0
E00147267,42.7,40,16.4,0.9,0
E00147268,31,23.3,39.7,4.3,1.7
E00147269,43.7,35.3,17.6,3.4,0
E00147270,50.4,30.8,16.5,1.5,0.8
E00147271,54.4,35.6,8.7,0.7,0.7
E00147272,53,32.8,13.4,0.7,0
E00147285,45.7,35.2,17.1,1,1
E00147286,12.9,44.2,40.5,1.2,1.2
E00147287,64,22.7,12,1.3,0
E00147288,50.6,29.1,17.7,2.5,0
E00147289,42.9,45.7,9.3,2.1,0
E00147290,39.4,37.5,21.3,1.9,0
E00147291,52.5,42.4,5.1,0,0
E00147292,51.4,36.2,11.6,0.7,0
E00187192,35.1,42.1,18.7,4.1,0
E00187195,63.8,21.3,13.8,1.3,0
E00187221,22.7,38.6,38.6,0,0
E00188763,47.5,41.3,10.6,0.6,0
