areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00092496,34.1,36.4,5.7,23.9
E00092497,48.5,40.9,1.5,9.1
E00092498,36.4,25,33.6,5
E00092499,49.2,24.2,8.3,18.2
E00092501,43.3,36.7,7.2,12.8
E00092502,44,40.1,7.7,8.2
E00092599,63.5,23.7,0.6,12.2
E00092688,44.8,31,1.7,22.4
E00092689,40,32.9,2.4,24.7
E00092692,54.1,24.8,3.8,17.3
E00147003,29.4,14.3,31.1,25.2
E00147004,63.8,29,0,7.2
E00147005,46.4,28,13.6,12
E00147006,55,22.9,0,22.1
E00147007,51.8,31.9,1.4,14.9
E00147010,51.9,28.4,1.2,18.5
E00147011,37.8,23.7,19.9,18.6
E00147018,52.5,32.2,8.5,6.8
E00147019,63.4,21.1,3.1,12.4
E00147020,61.4,25,6.1,7.6
E00147021,55.7,27.5,1.5,15.3
E00147264,52.4,21.4,16.6,9.7
E00147266,30,42.7,8.2,19.1
E00147267,47.3,33.6,3.6,15.5
E00147268,21.4,17.9,54.7,6
E00147269,37.7,24.6,30.3,7.4
E00147270,50,30.3,12.1,7.6
E00147271,53.7,31.5,0,14.8
E00147272,50.4,28.6,15,6
E00147285,41.6,28.7,10.5,19.1
E00147286,17.3,9.9,51.9,21
E00147287,57.3,26.7,1.3,14.7
E00147288,46.8,24.1,13.9,15.2
E00147289,50,32.6,2.2,15.2
E00147290,38.2,28.7,20.4,12.7
E00147291,60.2,25.4,0.8,13.6
E00147292,61.5,31.1,0,7.4
E00187192,34.1,37.1,19.2,9.6
E00187195,50,24.4,15.9,9.8
E00187221,15.9,18.2,47.7,18.2
E00188763,56.7,24.8,9.6,8.9
E00188843,23.7,60.9,8.3,7.1
W00001110,46.1,31.4,9.8,12.7
W00001112,62.6,22.9,3.8,10.7
W00001115,21.7,25.6,44.2,8.5
W00001116,50,27.8,1.4,20.8
W00001118,31.1,28.7,32,8.2
W00001445,33.6,31,23.3,12.1
W00001446,39.7,29.8,5.8,24.8
W00001447,27.4,31,13.3,28.3
W00001448,34.5,31.9,24.1,9.5
W00001449,25.5,15.5,46.4,12.7
W00001450,47.7,26.2,2.7,23.5
W00001649,52.2,40.3,0,7.5
W00001650,34.7,36.3,21,8.1
W00001651,46.2,34.8,6.1,12.9
W00001652,62.1,29.9,0,8
W00001656,53,35.7,1.7,9.6
W00001657,20,30,40,10
W00001666,61.7,31.9,3.2,3.2
W00001667,41.5,35.4,13.6,9.5
W00001668,51.5,35.3,0.7,12.5
W00001669,55.6,30.5,7.3,6.6
W00001670,46.3,42.9,4.5,6.2
W00001819,29.3,23.6,42.3,4.9
W00001820,40.6,35.6,15,8.8
W00001821,32,29.5,36.1,2.5
W00001822,61.4,28.6,0.5,9.5
W00001832,28.8,33.1,28.8,9.3
