areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00092496,94.1,4.6,1.3
E00092497,85.4,12.7,1.9
E00092498,77.6,16.6,5.8
E00092499,87.3,9.7,3.1
E00092501,88.4,9.5,2.1
E00092502,88,9.5,2.6
E00092599,87.1,10.6,2.4
E00092688,84.1,15.9,0
E00092689,83.3,14.7,2
E00092692,86.4,9.5,4.1
E00147003,73.3,14.5,12.2
E00147004,84.4,11.7,3.9
E00147005,79.9,14.2,6
E00147006,86.8,9.7,3.5
E00147007,86.5,11.1,2.5
E00147010,85.2,12.3,2.6
E00147011,81.8,13.7,4.6
E00147018,81,14.3,4.8
E00147019,78.9,14.6,6.5
E00147020,83.4,13.2,3.4
E00147021,85.6,12,2.4
E00147264,77.6,15.9,6.5
E00147266,88,8.8,3.3
E00147267,85.2,10.3,4.4
E00147268,72.2,17.9,9.9
E00147269,73.6,18.2,8.2
E00147270,79.5,14.7,5.8
E00147271,86.2,10.1,3.7
E00147272,77.5,15.4,7
E00147285,84.1,11.8,4.1
E00147286,72.4,18.4,9.2
E00147287,82.3,14.1,3.5
E00147288,82.8,12.6,4.5
E00147289,86.9,9.3,3.8
E00147290,82.8,13.7,3.5
E00147291,83.2,12.6,4.2
E00147292,82.2,12.1,5.7
E00187192,80.2,14.3,5.5
E00187195,82.7,13.6,3.7
E00187221,85.1,11.4,3.5
E00188763,81,15.3,3.7
E00188843,94,4.2,1.7
W00001110,81.4,15.3,3.3
W00001112,87.6,9.5,2.9
W00001115,79.2,12,8.7
W00001116,70.6,17.6,11.8
W00001118,80.8,13.1,6.1
W00001445,76.6,14.5,8.9
W00001446,70.4,21.1,8.5
W00001447,77.5,18.8,3.8
W00001448,81.1,14.3,4.6
W00001449,69.2,14.1,16.7
W00001450,80.7,14.1,5.2
W00001649,84.9,11.6,3.5
W00001650,74.6,18.9,6.4
W00001651,83.8,11.8,4.5
W00001652,81.5,11.6,6.9
W00001656,77.2,15.7,7.1
W00001657,77.9,17.7,4.4
W00001666,83.8,11.8,4.4
W00001667,79.5,14.7,5.8
W00001668,81.6,14,4.3
W00001669,82.4,12.5,5.1
W00001670,89.8,7.8,2.4
W00001819,75.3,19.4,5.3
W00001820,82,13,4.9
W00001821,72.4,17.7,9.9
W00001822,84.6,11.6,3.7
W00001832,80.4,14.2,5.3
W00001833,80.6,12.4,6.9
W00001834,70.9,19.2,9.8
W00001835,76.3,14.7,9
W00001836,78.5,14.7,6.7
W00001837,84.2,12.1,3.7
W00001838,78.8,12.5,8.8
W00001839,81,14.6,4.4
W00001840,79.8,13.1,7.2
W00001841,69.8,20.4,9.8
W00001842,79.3,12,8.6
W00001843,86.5,10.8,2.7
W00001844,77.7,16.2,6
W00001845,73.6,20.5,5.9
W00001846,80.1,15.4,4.5
W00001847,77.5,17.7,4.8
W00001848,84.1,13.4,2.4
W00001849,74.5,18.8,6.7
W00001850,89.8,7.6,2.5
W00001851,64.4,23.7,11.9
W00001852,82.1,13.3,4.6
W00001853,80.3,13.8,6
W00001854,81.5,14.5,4
W00001855,76.7,19.2,4.1
W00001860,84.7,10.4,4.9
W00001861,88.3,9.2,2.5
W00001862,81.9,14.1,4
W00001863,81,13.6,5.5
W00001864,81.3,12.8,5.9
W00001866,82.5,12.7,4.7
W00001867,75.7,20.6,3.7
W00001868,73.1,15.9,11
W00001869,77.7,14.2,8.2
W00001870,87.1,10.3,2.6
W00001871,75.9,16.3,7.8
W00001872,81.9,12.7,5.4
W00001874,76.2,16.1,7.7
W00001875,81,11.8,7.2
W00001876,68.8,17.4,13.8
W00001881,84.5,10.5,5
W00001882,87.3,8.4,4.3
W00001883,81.8,14.4,3.8
W00001884,82.7,13.8,3.5
W00001885,84.8,12.2,3
W00001886,73.9,17.1,9
W00001887,79.5,13.5,7
W00001888,83,12.3,4.7
W00001889,79.4,15.1,5.5
W00001890,78,18,4
W00001891,81.1,11.6,7.4
W00001892,75.6,15.3,9.1
W00001893,65.7,15.7,18.7
W00001894,65.6,23.6,10.8
W00001895,76.1,15,8.8
W00001896,74.3,17.8,7.9
W00001897,72.8,18.1,9.1
W00001898,75.3,17.1,7.6
W00001899,58.7,27.2,14
W00001900,75.3,16.7,8.1
W00001901,82.7,14.1,3.2
W00001902,74.2,14.5,11.3
W00001903,73.8,18.4,7.8
W00001904,73.5,17.8,8.7
W00001905,77.6,14,8.4
W00001906,76,14.7,9.3
W00001907,73.1,24.7,2.3
W00001908,73.5,16.5,10
W00001909,82.8,12.3,4.8
W00001910,81.8,12.1,6.1
W00001911,74.9,19.4,5.7
W00001912,72.4,20.3,7.3
W00001913,69.1,19.6,11.3
W00001914,81.1,14.9,4
W00001916,81.3,13.3,5.4
W00001917,78.3,14,7.7
W00001918,77.7,15.9,6.3
W00001923,76.8,14.4,8.8
W00001924,77.9,18.6,3.4
W00001925,77.6,16.2,6.2
W00001926,73.5,20.5,6
W00001927,71.6,19.7,8.7
W00001928,75.8,17.7,6.5
W00001929,85.7,12,2.2
W00001930,81.1,14.6,4.3
W00001931,80.1,16.2,3.7
W00001932,79,14.6,6.4
W00001933,74.5,21.8,3.7
W00001934,83.3,13.2,3.4
W00001935,79.6,14.8,5.6
W00001936,59.3,23.7,17
W00001937,82.7,15.4,1.9
W00001938,80,16.6,3.4
W00001939,82.1,13.3,4.5
W00001940,86.1,10.6,3.3
W00001941,81,14.7,4.3
W00001942,82.2,12.6,5.2
W00001943,79.5,14.9,5.6
W00001944,79.6,17.3,3.1
W00001945,72.8,21.4,5.8
W00001946,70.7,22,7.3
W00001947,76.4,17,6.6
W00001948,79.9,14.1,6
W00001949,76.7,16.1,7.3
W00001950,78,15.2,6.8
W00001951,69.3,19,11.7
W00001952,86.9,7.3,5.8
W00001953,84.3,12,3.7
W00001954,71,19.6,9.4
W00001955,66.3,18.4,15.3
W00001956,82.7,12.7,4.6
W00001957,83.8,12.5,3.6
W00001958,78.5,14.5,7
W00001959,79.8,11.8,8.4
W00001960,86.5,9.4,4.1
W00001961,76,20.4,3.6
W00001962,85.1,11.6,3.3
W00001963,79.7,15.4,4.9
W00001964,88.3,8.9,2.9
W00001965,77.4,17,5.6
W00001966,73.3,16.1,10.6
W00001967,78.6,13.2,8.2
W00001968,81.9,14.2,3.9
W00001969,78.9,17.3,3.8
W00001970,80.4,15.4,4.3
W00001971,75.5,18.5,5.9
W00001972,79,17.2,3.9
W00001973,90.3,6.7,3
W00001974,89.2,8.4,2.4
W00001975,88.2,9.2,2.7
W00001976,88.1,9.4,2.4
W00001977,74.2,16,9.8
W00001978,81.5,13.9,4.6
W00001979,82.5,12.7,4.8
W00001980,74.5,16.8,8.7
W00001981,79.3,15.3,5.4
W00001982,86.9,8.9,4.3
W00001983,71.1,18.1,10.8
W00001984,80.2,12.8,6.9
W00001985,67,18.8,14.2
W00001986,72,18.3,9.7
W00001987,79.1,17.5,3.4
W00001988,83.4,11.6,5
W00001989,72,20.2,7.8
W00001990,77,19.8,3.1
W00001991,86.7,10.9,2.4
W00001992,74.6,17.9,7.6
W00001993,71.2,16.8,12
W00001994,74.2,16.9,8.9
W00001995,80.3,13.9,5.8
W00001996,70.9,22.5,6.6
W00001997,72.7,19.1,8.2
W00001998,80.3,15.5,4.2
W00001999,74.4,16.4,9.2
W00002000,63.9,20.7,15.4
W00002001,84.9,11.2,3.9
W00002002,79.3,15.2,5.5
W00002003,77.1,14.5,8.4
W00002004,81.6,12.8,5.6
W00002005,72.5,18.5,9
W00002006,85,12.9,2.1
W00002007,85.2,11,3.9
W00002008,79.8,15.1,5.1
W00002009,77.3,17.6,5.2
W00002010,90.1,7.1,2.8
W00002011,83.5,12.2,4.2
W00002014,78.4,17.1,4.5
W00002016,83.9,12.1,3.9
W00002017,77.9,11.9,10.2
W00002018,74.8,13.8,11.5
W00002019,80.2,12.4,7.3
W00002020,87.9,8.1,4
W00002021,75,14.9,10.1
W00002022,56.1,21.2,22.6
W00002023,71.2,17.2,11.6
W00002024,78,17.5,4.5
W00002025,73.4,16.8,9.8
W00002026,82.7,11.5,5.8
W00002027,69.7,14.2,16.1
W00002028,84.8,11.3,3.9
W00002029,82.4,15.5,2.1
W00002030,84.5,10.3,5.2
W00002031,70.6,17.3,12.1
W00002032,74.2,15.6,10.2
W00002033,71.7,15.9,12.4
W00002034,81.6,13.7,4.7
W00002035,73.8,16.5,9.7
W00002036,52.6,32.7,14.7
W00002037,58.9,23,18.2
W00002038,77.8,14.6,7.6
W00002039,83.6,11.1,5.3
W00002040,78.7,15.3,6.1
W00002041,79.7,17.5,2.8
W00002043,76.1,19.4,4.6
W00002044,83.3,13.9,2.8
W00002045,71.9,19.3,8.8
W00002046,87.9,9,3.1
W00002047,85.8,10.8,3.3
W00002049,86,11.7,2.3
W00002050,80.6,12.7,6.7
W00002051,75.8,18.1,6.1
W00002052,78.1,14.5,7.4
W00002053,66.9,21.7,11.4
W00002054,83.9,12.6,3.4
W00002055,84.6,10.4,5
W00002056,82.1,14.4,3.5
W00002057,69.6,22.8,7.7
W00002058,79.1,14.5,6.4
W00002059,81.5,12.7,5.8
W00002060,76.3,16.2,7.6
W00002061,89,8.9,2.1
W00002062,77,14.6,8.4
W00002063,69.6,23.8,6.7
W00002064,86.4,11.4,2.2
W00002065,86.1,10.2,3.8
W00002066,82.4,14.5,3.1
W00002067,77.7,16.7,5.7
W00002068,80.5,12.8,6.7
W00002069,88,8.5,3.5
W00002070,86.6,11.2,2.2
W00002071,75.6,15.5,8.9
W00002072,78.6,15.9,5.5
W00002073,79,14.2,6.8
W00002074,85.5,9.3,5.2
W00002075,86.6,10.5,2.8
W00002076,91.2,6.5,2.3
W00002077,74.6,20.8,4.7
W00002078,75.2,17.2,7.7
W00002079,75,17.4,7.6
W00002080,73.7,16.3,10
W00002081,76.6,16.3,7.1
W00002082,74.8,16.4,8.9
W00002083,87,10.7,2.2
W00002084,77.9,16.9,5.2
W00002085,79,16.3,4.7
