areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00087279,3.2,23.7,46.8,26.3
E00087280,16.1,34.8,24.5,24.5
E00087281,16.5,26.3,27.8,29.3
E00087282,0,23.6,67.7,8.7
E00087283,2.8,32.4,41.7,23.1
E00087284,11.7,10.2,73.4,4.7
E00087285,2.6,27.4,53.8,16.2
E00087286,0.8,18.5,74.6,6.2
E00087287,15.5,33.6,42.7,8.2
E00087288,1.5,34.6,51.5,12.3
E00087289,14.4,47.5,18.6,19.5
E00087290,7,34.8,33.9,24.3
E00087291,0.9,22.6,53.9,22.6
E00087292,12.1,33.1,35.5,19.4
E00087293,0.8,26.3,42.4,30.5
E00087294,1,27.6,39,32.4
E00087295,1,29.5,43.8,25.7
E00087296,7.8,18.4,28.2,45.6
E00087297,20,39.1,33.9,7
E00087298,12.5,16.3,30.8,40.4
E00087299,3.9,23.5,43.1,29.4
E00087300,9,38.9,35.4,16.7
E00087301,7.8,27.3,48.4,16.4
E00087302,1.7,38.7,42,17.6
E00087303,4.5,24.6,38.1,32.8
E00087304,13.1,28.3,33.1,25.5
E00087305,6.1,15.3,39.7,38.9
E00087306,2.5,11.9,36.3,49.4
E00087307,4.3,11,22.6,62.2
E00087308,4,32.7,56,7.3
E00087309,0,25,57.8,17.2
E00087310,3.2,38.1,51.6,7.1
E00087311,0.8,25.4,59.8,13.9
E00087312,0.9,37.2,53.1,8.8
E00087313,1.6,42.6,42.6,13.2
E00087314,12.8,37.6,41,8.5
E00087315,4.6,37.1,36.4,21.9
E00087316,9.5,48.9,37.2,4.4
E00087317,4,38.9,43,14.1
E00087318,3.4,50,38.4,8.2
E00087319,1.9,17.8,38.3,42.1
E00087320,0,29.1,60.4,10.4
E00087321,3.9,43.1,40.5,12.4
E00087322,13.4,19.5,47.7,19.5
E00087323,6.2,17.7,60.8,15.4
E00087324,8.8,30.4,36.3,24.5
E00087325,8.8,46,33.6,11.5
E00087326,3.1,39.2,47.4,10.3
E00087328,1.9,21.8,51.3,25
E00087330,3.2,32.7,50,14.1
E00087331,0.8,33.3,44.2,21.7
E00087332,4.3,27.1,42.9,25.7
E00087333,4.1,24,43,28.9
E00087334,7.8,26.4,45,20.9
E00087335,7.1,22.3,40.2,30.4
E00087336,8.8,12.8,56.8,21.6
E00087337,4.5,15.7,47.8,32.1
E00087338,0,43.2,46,10.8
E00087339,0,7.4,55.1,37.5
E00087340,5.6,33.1,47.9,13.4
E00087343,0,26.7,63.7,9.6
E00087344,8.3,22.2,38.9,30.6
