areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00087279,10.6,38.8,31.4,19.1
E00087280,14.2,40.6,21.9,23.2
E00087281,14.9,47.8,26.1,11.2
E00087282,12.3,42.3,32.3,13.1
E00087283,11.1,46.3,29.6,13
E00087284,25.6,38,32.6,3.9
E00087285,15.4,35.9,37.6,11.1
E00087286,12.3,44.6,27.7,15.4
E00087287,17.3,54.5,22.7,5.5
E00087288,13.8,36.2,33.8,16.2
E00087289,26.1,47.9,24.4,1.7
E00087290,29.6,35.7,31.3,3.5
E00087291,12.2,45.2,28.7,13.9
E00087292,8.8,58.4,20.8,12
E00087293,11,47.5,29.7,11.9
E00087294,11.7,50.5,23.3,14.6
E00087295,12.4,53.3,21.9,12.4
E00087296,12.5,36.5,33.7,17.3
E00087297,28.9,49.1,16.7,5.3
E00087298,16.3,41.3,29.8,12.5
E00087299,13.5,48.1,29.8,8.7
E00087300,15.2,47.6,29,8.3
E00087301,10.7,37.4,33.6,18.3
E00087302,8.4,52.1,30.3,9.2
E00087303,6.7,44,35.8,13.4
E00087304,20.4,36.7,32.7,10.2
E00087305,6.9,41.2,36.6,15.3
E00087306,8.3,37.8,34.6,19.2
E00087307,8,32.5,33.1,26.4
E00087308,10.8,45.3,32.4,11.5
E00087309,9.5,35.3,42.2,12.9
E00087310,15.1,45.2,34.1,5.6
E00087311,7.3,46.3,30.9,15.4
E00087312,11.5,50.4,31,7.1
E00087313,11.6,40.3,37.2,10.9
E00087314,22.2,42.7,23.9,11.1
E00087315,14.6,43,31.1,11.3
E00087316,28.5,50.4,14.6,6.6
E00087317,17.7,49,23.1,10.2
E00087318,19.6,41.2,24.3,14.9
E00087319,0,32.4,36.2,31.4
E00087320,11.9,47.8,27.6,12.7
E00087321,11.1,52.9,28.8,7.2
E00087322,19.3,42,30,8.7
E00087323,13.1,40.8,35.4,10.8
E00087324,4.9,56.3,29.1,9.7
E00087325,16.7,49.1,26.3,7.9
E00087326,19.8,52.1,17.7,10.4
E00087328,9,44.2,35.9,10.9
E00087330,12.7,45.2,31.8,10.2
E00087331,13.1,33.1,40,13.8
E00087332,15,36.4,39.3,9.3
E00087333,3.3,34.7,37.2,24.8
E00087334,9.2,37.7,31.5,21.5
E00087335,3.6,41.1,33,22.3
E00087336,10.3,48.4,28.6,12.7
E00087337,16.5,54.1,18,11.3
E00087338,16.8,41.6,28.5,13.1
E00087339,10.4,43,32.6,14.1
E00087340,19.3,50,23.6,7.1
E00087343,11.9,48.9,32.6,6.7
E00087344,8.2,29.1,34.5,28.2
E00087345,12.4,49.7,28,9.9
E00087346,27,40.1,25,7.9
E00087347,15.3,45.1,29.9,9.7
E00087348,14.9,55.2,24.6,5.2
E00087349,8.9,52.1,24,15.1
E00087350,17.2,44.6,24.2,14
E00087351,19,34.7,33.3,12.9
E00087352,9.6,30.1,41.9,18.4
E00087353,11.3,36.1,39.1,13.5
E00087354,12.3,36.9,30,20.8
E00087355,13,33.5,32.3,21.1
E00087356,9.7,35.4,35.9,19
E00087357,8.3,42.4,33.3,15.9
E00087358,6,30.8,45.1,18
E00087359,9.1,23.6,40,27.3
E00087360,8.8,38.5,37.1,15.6
E00087361,14.1,32.2,34.9,18.8
E00087362,22.8,46.9,15.9,14.5
E00087363,4,33.9,33.9,28.2
E00087364,11.4,34.3,36.1,18.1
E00087365,10.5,39.9,32.9,16.8
E00087366,17.3,44.6,25.2,12.9
E00087367,13.7,42.5,32.9,11
E00087368,12.6,45.2,29.6,12.6
E00087369,8.8,39,30.9,21.3
E00087421,16.3,42.6,27.1,14
E00087422,11.9,29.4,33.1,25.6
E00087423,16,45.1,28.5,10.4
E00087424,22.2,48.8,20.4,8.6
E00087425,24.3,45.7,25,5
E00087426,37.5,35.9,20.3,6.3
E00087427,4.6,45.7,33.8,15.9
