areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00087279,0,0,1.1,98.7,0.2
E00087280,1.9,0,2.3,95.5,0.3
E00087281,0.4,0,1.5,98.1,0
E00087282,0.3,0.7,0,99,0
E00087283,0.8,1.1,1.1,96.6,0.4
E00087284,1.3,0.3,1.3,97,0
E00087285,0.8,0.4,0,98.8,0
E00087286,0.3,0,1.8,97.6,0.3
E00087287,0.4,0,3.1,96.5,0
E00087288,0.3,0,1.3,98.3,0
E00087289,0,0,0,99,1
E00087290,0.7,0,1.1,97.8,0.4
E00087291,0,0,1.3,98.3,0.4
E00087292,0,0.9,3.1,95.5,0.4
E00087293,1.2,0,2,96.4,0.4
E00087294,0,0.5,2.5,97,0
E00087295,0,0,0,99,1
E00087296,1.3,0,0.9,97.8,0
E00087297,0,0,1.4,98.6,0
E00087298,0,0,1.9,97.2,0.9
E00087299,0,0,0,100,0
E00087300,1.4,0,2.7,95.6,0.3
E00087301,2.2,0,0,97.8,0
E00087302,0,0,0.4,99.6,0
E00087303,0,0,1.3,98.7,0
E00087304,0.9,0,5,93.8,0.3
E00087305,0.7,0,1.8,97.5,0
E00087306,2.8,2,1.7,93.4,0
E00087307,1.6,0,0,95.8,2.6
E00087308,0,0.3,0.9,98.8,0
E00087309,0.4,0.4,2.2,97,0
E00087310,0,0,0.7,99.3,0
E00087311,0.4,0.4,0.4,98.9,0
E00087312,2.5,0,1.7,95.8,0
E00087313,0.4,0,0,99.6,0
E00087314,0,0,0.9,99.1,0
E00087315,1.2,1.5,0.6,96.7,0
E00087316,0,0.3,1,98.4,0.3
E00087317,0.3,0,0.7,99,0
E00087318,0,0,0.6,99.1,0.3
E00087319,0.4,0,0.8,98.8,0
E00087320,0,0,0.3,98,1.7
E00087321,0.3,0,1.3,98.1,0.3
E00087322,1,0,2.3,96.7,0
E00087323,0.7,0,1,98.3,0
E00087324,0.9,0,0,99.1,0
E00087325,1.3,0,0.4,98.2,0
E00087326,0,0,0,100,0
E00087328,0,0,0.3,99.1,0.6
E00087330,0.3,0,0,99.7,0
E00087331,0.4,0,0,99.6,0
E00087332,0.3,0,0,99.7,0
E00087333,0.4,0.4,1.1,97.9,0.4
E00087334,0.4,0,1.4,98.2,0
E00087335,0,0.4,0,99.6,0
E00087336,0,0,0.3,99.7,0
E00087337,1.9,0.3,0.6,97.2,0
E00087338,1.4,0,0.7,98,0
E00087339,0.6,0,0,99.4,0
E00087340,0.6,0.3,1.6,97.5,0
E00087343,1.3,0,1,97.4,0.3
E00087344,0.4,0,1.2,98.5,0
E00087345,0,0.3,2.9,96.5,0.3
E00087346,0.9,0,1.1,96.3,1.7
E00087347,0,0.3,1.2,98.5,0
E00087348,0,0,1,97.7,1.3
E00087349,0.6,0,2.8,96,0.6
E00087350,0.6,0,2.6,96.2,0.6
E00087351,1.4,0,1.2,97.4,0
E00087352,0,0,0,100,0
E00087353,0.9,0,0,99.1,0
E00087354,0,0.6,0,98.2,1.2
E00087355,0.3,0.5,1.8,97.4,0
E00087356,0.5,0,0.9,98.6,0
E00087357,0.7,0.4,0.4,98.6,0
E00087358,1.5,0.6,2.1,95.8,0
E00087359,0,0,0.8,99.2,0
E00087360,0.2,0,0.2,99.5,0
E00087361,0,0.3,1.2,98.1,0.3
E00087362,0,0,0.3,99.7,0
E00087363,0.3,0,0.3,98.6,0.7
E00087364,0,0,1.1,98.9,0
E00087365,0.3,0,0.3,98.7,0.7
E00087366,0,0.3,1,98,0.7
E00087367,0.6,0,2.1,97.3,0
E00087368,0.4,0,2.2,97.4,0
E00087369,0,0,0,100,0
E00087421,0,0.3,0.9,98.5,0.3
E00087422,3.8,0.8,0.3,95.2,0
E00087423,0.2,0.2,0.5,98.8,0.2
E00087424,1,1.8,0,97.1,0
E00087425,1,3,1.3,94.7,0
E00087426,2.1,0.4,0,97.5,0
E00087427,0.3,0,0.8,98.6,0.3
E00087428,1.1,0.4,3.7,94.9,0
E00087429,0.3,0,0,99,0.6
E00087456,0.4,0,0.4,98.9,0.4
E00087457,1.1,0.4,1.9,96.6,0
E00087458,0.4,0,0.4,99.2,0
E00087459,0,0.8,0,96.2,3.1
E00087460,0.3,0,3.4,96.2,0
E00087461,0,0.4,0.4,99.3,0
E00087462,1.7,0,0.6,97.5,0.3
E00087463,2,0,2,95.7,0.3
E00087464,0.3,0.3,0.3,99.1,0
E00087465,0,0.4,0.8,98.9,0
E00087466,0,0,0.4,99.6,0
E00087467,0,0.8,0,99.2,0
E00087468,0.8,0,0.8,98.4,0
E00087469,1,0.3,0,98.6,0
E00087470,0.5,0.5,0.5,98.6,0
E00087471,0,0,1.1,96.9,1.9
E00087472,1.6,0.5,1.6,96.3,0
E00087473,0,0,0,100,0
E00087474,1,0.3,3.6,95.1,0
E00087475,0.3,0.7,1.3,97.7,0
E00087476,0,0,1.7,96.9,1.3
E00087477,0,1.3,2.6,96.2,0
E00087478,0,0,1.5,98.5,0
E00087479,3.2,0,1.6,95.2,0
E00087480,0,0.6,0.6,98.8,0
E00087481,2.4,0.3,2.4,94.9,0
E00087482,0.6,0,0.3,98.8,0.3
E00087483,0,0,1.2,98.8,0
E00087484,0,0.4,0.8,98.8,0
E00087485,0,0,0,100,0
E00087486,0.4,0,0.4,99.3,0
E00087487,0.4,0,0.9,98.3,0.4
E00087488,0,0.3,1,98.7,0
E00087489,0.6,0.3,1.5,97.5,0
E00087490,0.3,0,0.6,98.8,0.3
E00087491,0.8,0,0,99.2,0
E00087492,4.4,0,0,95.3,0.3
E00087493,3.2,1.5,1.5,93.8,0
E00087494,6.9,0,1,90,2.1
E00087495,4.2,0.3,0.3,94.5,0.6
E00087496,4,0,0,96,0
E00087497,11.1,0,0,88.9,0
E00087498,3.1,0,0.4,96.5,0
E00087499,0.9,0,0.9,97.7,0.5
E00087500,4.9,0.5,0,94.5,0
E00087501,14.5,1.2,1.7,82.3,0.3
E00087502,0,0,0,100,0
E00087503,2.7,0,2.3,93.9,1.1
E00087504,2,1.6,1.4,95,0
E00087505,0,0,0,100,0
E00087506,3.4,0,0,96.6,0
E00087507,4.1,0.3,3.8,91.9,0
E00087508,1.9,0,1.5,95.8,0.8
E00087509,5.4,1.3,1.3,91.1,1
E00087510,1.3,0.4,3.5,93.9,0.9
E00087511,3.9,0,0.8,95.3,0
E00087519,0,0,0,100,0
E00087521,0,0,0,100,0
E00087526,0.8,1.6,1.3,96.3,0
E00087527,1,0,0.3,98,0.7
E00087528,0.3,0.6,0,98.7,0.3
E00087530,2.7,0,2,95.2,0
E00087531,3,0,1.7,95.3,0
E00087532,3.4,1.4,1,94.3,0
E00087534,0,0,0,100,0
E00087535,2,0,0,98,0
E00087537,8.7,0,0,91,0.3
E00087538,0.3,0,0.6,99.1,0
E00087539,0,0.7,0.3,99,0
E00087541,5.9,5.6,0,86.7,1.7
E00087543,1.1,0,0,98.9,0
E00087544,0,1.3,0.7,98,0
E00087545,1,0,0.6,97.7,0.6
E00087546,1.1,0.4,1.8,96.7,0
E00087547,0.4,0,1.5,96.5,1.5
E00087548,0,0.4,2,97.6,0
E00087549,4.4,0,3.3,91.6,0.7
E00087550,1,0,1.5,97.1,0.5
E00087551,3.1,1.1,6.1,89.7,0
E00087552,1.7,0.4,1.7,96.2,0
E00087553,2.3,0.5,1.4,95.9,0
E00087554,0.4,0,0.4,97.6,1.6
E00087555,1.5,0,1.5,97,0
E00087556,4.9,0,2.5,91.4,1.2
E00087557,0.3,0.6,2.5,96.6,0
E00087558,3.6,0,1.6,94.5,0.4
E00087559,4.5,0.5,8.5,86,0.5
E00087560,3,0,1.9,95.1,0
E00087561,5.4,0.7,1.4,92.5,0
E00087562,1.2,0,1.2,97.6,0
E00087563,5.9,0,0.4,92.9,0.8
E00087564,1.4,0,1.4,97.3,0
E00087565,1.4,1.4,1.4,94.5,1.4
E00087566,2.3,0.4,2.3,95.1,0
E00087567,1.1,0,2,96.4,0.6
E00087568,2.5,0.3,1.4,94.9,0.8
E00087569,1.6,0,2.2,95.6,0.6
