areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00087279,91.2,6.1,0.7,2
E00087280,89.5,6.2,2,2.3
E00087281,83.9,9,4.1,3
E00087282,88.9,4.9,1,5.2
E00087283,92.5,3.6,1.2,2.8
E00087284,89,3.4,3.1,4.5
E00087285,89.3,3.3,2,5.3
E00087286,91,2.8,2.5,3.7
E00087287,86.9,5.9,2.1,5.1
E00087288,93.6,3.5,1.4,1.4
E00087289,88,7,0.5,4.5
E00087290,93.9,2.7,1.5,1.9
E00087291,90,6.1,0.9,3
E00087292,91.9,5.4,1.4,1.4
E00087293,91.4,3.3,1.2,4.1
E00087294,87.3,4.6,4.1,4.1
E00087295,88.9,7,1,3
E00087296,88,7.4,1.4,3.2
E00087297,87.5,5.1,1.9,5.6
E00087298,92,4.2,0.5,3.3
E00087299,89.7,4.6,1.5,4.1
E00087300,87.4,7.4,1.8,3.5
E00087301,90.8,3.1,2.7,3.4
E00087302,90.2,2.9,1.6,5.3
E00087303,87.6,6.7,0.7,5
E00087304,88.7,7.4,0.3,3.5
E00087305,87.9,4.4,1.8,5.9
E00087306,86.6,7.1,1.4,4.9
E00087307,86.1,7,1.1,5.9
E00087308,90.9,3.7,1.5,4
E00087309,94.2,3.9,0,1.9
E00087310,88.1,6.9,1.1,3.8
E00087311,89.7,6.8,0.8,2.7
E00087312,88.3,7.4,1.3,3
E00087313,93.7,4,1.2,1.2
E00087314,86.9,8.5,1.4,3.3
E00087315,89.5,6.2,1.2,3.1
E00087316,83.3,6.1,3.4,7.2
E00087317,84.9,8.7,2,4.3
E00087318,86.9,5,3.9,4.2
E00087319,87.7,6.3,2.4,3.6
E00087320,86.6,4.5,3.4,5.5
E00087321,88.8,6.6,1,3.6
E00087322,88.2,6.2,1.7,3.8
E00087323,87.7,6.3,2.8,3.2
E00087324,92.6,3.7,0.9,2.8
E00087325,90,5.5,1.8,2.7
E00087326,88.5,5.7,1.6,4.2
E00087328,88.5,3.8,2.4,5.3
E00087330,87.4,8.2,0.7,3.8
E00087331,87.8,6.5,3.3,2.4
E00087332,83.7,8,3.1,5.2
E00087333,88.4,7.9,0.4,3.4
E00087334,84.8,9.4,1.8,4
E00087335,85.5,7.4,3.5,3.5
E00087336,91.2,4.7,1.3,2.8
E00087337,89.5,5.4,1.9,3.2
E00087338,90,6.8,2.1,1.1
E00087339,92.2,4.9,1,2
E00087340,92.4,4.6,1.3,1.7
E00087343,90.8,3.7,2.4,3.1
E00087344,93.2,3.2,1.2,2.4
E00087345,90.1,5.1,2,2.8
E00087346,86.9,3.4,4,5.8
E00087347,90.2,5.7,2.4,1.7
E00087348,90.8,3.2,2.8,3.2
E00087349,89.6,6.3,1.6,2.5
E00087350,88.6,5.1,1.8,4.5
E00087351,89.8,7.5,0.6,2.1
E00087352,87.9,7.6,1.6,2.9
E00087353,88.1,6.7,1,4.2
E00087354,90.9,6.4,1.2,1.5
E00087355,89.7,5.3,4.5,0.5
E00087356,89.2,5.9,1.7,3.2
E00087357,89.5,4.9,2.2,3.4
E00087358,89.7,6.2,1.9,2.2
E00087359,92.1,4.2,0.4,3.3
E00087360,86.7,6,1.6,5.6
E00087361,89.3,4.4,2.8,3.5
E00087362,82.4,6.6,2.8,8.3
E00087363,91.8,4.3,0.7,3.2
E00087364,87.3,7.5,2.3,2.9
E00087365,89.2,3.7,2.4,4.7
E00087366,89.8,3.7,1,5.4
E00087367,87.7,6.6,1.9,3.8
E00087368,85.9,8,1.5,4.6
E00087369,84.9,7.9,2.5,4.7
E00087421,89.4,7.1,0.6,2.8
E00087422,89.3,5.5,1.6,3.7
E00087423,74.6,4.3,3.3,17.8
E00087424,89.7,4.6,2.7,3
E00087425,91.2,3.5,2.1,3.2
E00087426,89.4,2.7,1.9,6.1
E00087427,86.8,6.9,2.3,4
E00087428,89.6,4.2,1.5,4.6
E00087429,87.8,6.5,2.7,3.1
E00087456,89.3,5.6,3,2.2
E00087457,86.7,6.3,2.4,4.7
E00087458,88.4,6.4,1.6,3.6
E00087459,91.2,4.8,0.8,3.2
E00087460,91,3.6,1.4,4
E00087461,85.3,5.5,2.9,6.3
E00087462,89.3,5.7,1.5,3.6
E00087463,91.8,2.8,1.4,3.9
E00087464,87.4,6.3,2.8,3.5
E00087465,90.2,3.9,3.1,2.7
E00087466,86.5,6.3,0.4,6.7
E00087467,88.8,3.1,3.1,5
E00087468,88.1,4.5,2.1,5.3
E00087469,92.2,2.1,2.5,3.2
E00087470,88.7,5.4,2,3.9
E00087471,91.1,4.3,1.7,2.9
E00087472,90.4,3.7,3.7,2.1
E00087473,88.5,4.2,1.7,5.6
E00087474,91.9,1.4,2.8,3.9
E00087475,83.3,5.5,4.4,6.8
E00087476,92.5,4.5,0.6,2.4
E00087477,87,5,3,5
E00087478,87.8,4.1,2,6.1
E00087479,88.5,4.1,2.9,4.5
E00087480,88.5,4.3,2.6,4.6
E00087481,85.1,5,4.3,5.7
E00087482,90.4,5.6,1.6,2.5
E00087483,88.9,6.2,1.8,3.1
E00087484,83.5,6.9,2.8,6.9
E00087485,85.9,7.8,3.1,3.1
E00087486,85.4,6.2,2.9,5.5
E00087487,85.8,4.6,3.7,6
E00087488,90.2,3.8,2.4,3.5
E00087489,89.9,4.5,2.6,2.9
E00087490,90.6,4.4,1.9,3.1
E00087491,90.8,5.8,0.8,2.5
E00087492,94.3,1,1.7,3
E00087493,93.7,3.4,0.8,2.1
E00087494,91.3,3.7,2.8,2.2
E00087495,90.1,2.1,3.8,4.1
E00087496,94,2,0.7,3.3
E00087497,89.9,4.3,3.5,2.3
E00087498,92.4,4.8,1.2,1.6
E00087499,87,4.8,2.9,5.3
E00087500,92.1,5.6,1.1,1.1
E00087501,93.1,3.9,1.5,1.5
E00087502,86.6,8.3,1.6,3.6
E00087503,88,4.8,1.6,5.6
E00087504,89.9,3.6,2.7,3.9
E00087505,91.8,5.1,0.7,2.4
E00087506,89.1,4.7,2.9,3.3
E00087507,88.3,6.7,2.3,2.7
E00087508,93.5,2.4,1.6,2.4
E00087509,91.9,4.4,1.7,2
E00087510,84.3,5.1,4.1,6.5
E00087511,88.4,5.8,2.9,2.9
E00087519,88.1,4,1.8,6.1
E00087521,92.4,2.3,1.8,3.5
E00087526,90.3,2.8,0.8,6.1
E00087527,86,5.6,2.8,5.6
E00087528,89.9,3.9,1,5.2
E00087530,90.8,3.2,2.1,3.9
E00087531,86.6,4.3,2.5,6.5
E00087532,89.2,5,1.8,3.9
E00087534,89.4,3.5,2.6,4.4
E00087535,91.1,5.6,1.8,1.5
E00087537,91.7,3.1,1.8,3.4
E00087538,89,5.8,1.9,3.2
E00087539,92.4,2.2,1.1,4.3
E00087541,92.1,5.8,1.1,1.1
E00087543,90.5,4.9,1.4,3.2
E00087544,94.5,2.1,2.4,1
E00087545,89.1,5.1,1.4,4.4
E00087546,92,3.4,1.1,3.4
E00087547,88.7,6.5,2,2.8
E00087548,92.5,4,1.3,2.2
E00087549,88.8,5.8,2.7,2.7
E00087550,92.4,3.6,1,3
E00087551,93.4,3.3,1.8,1.5
E00087552,88.4,4.7,2.2,4.7
E00087553,92.4,3.8,1.4,2.4
E00087554,94.5,2.5,2.1,0.8
E00087555,92.1,4.2,1.1,2.6
E00087556,88.4,5.8,2.5,3.3
E00087557,92.3,2.8,2.8,2.2
E00087558,89.1,3.6,2.8,4.4
E00087559,92.3,4.1,1,2.6
E00087560,88.1,7.3,1.5,3.1
E00087561,90.7,3.8,3.8,1.7
E00087562,89.5,5.4,0.4,4.6
E00087563,89.8,4.1,2.4,3.7
E00087564,89.9,6.7,1.4,2
E00087565,85.9,7.2,2.5,4.3
E00087566,89.8,6.3,1.6,2.3
E00087567,94.9,2.7,0,2.4
E00087568,88.3,3.6,3,5.1
E00087569,90.6,4.9,0.7,3.9
E00087570,90.2,3.8,0.8,5.3
E00087571,90.1,3.9,2.6,3.3
E00087572,84.3,4.9,4,6.7
E00087573,88.4,5.3,2.3,4
E00087574,91.2,3.3,1.8,3.6
E00087575,88.5,5.8,1.9,3.8
E00087576,89.1,4.1,2.8,4.1
E00087577,92.3,2.7,1.5,3.5
E00087578,88.1,4.7,2.7,4.4
E00087579,91.6,2.7,2.2,3.5
E00087580,90,4.6,3.1,2.3
E00087581,88,5.6,2.8,3.6
E00087582,90.2,5.5,0.4,3.8
E00087583,94.2,1.8,1.5,2.5
E00087584,88,3.5,2.3,6.2
E00087585,88.2,4.6,2.4,4.8
E00087586,84.8,3.3,3.3,8.6
E00087587,84.8,8,4.2,3
