areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02002910,50.7,32.6,15.4,1.2,0.1
E02002924,54.8,29.8,14.2,1.1,0
E02003069,50.2,33.7,15.2,0.9,0.1
E02003071,34.9,35.8,27.4,1.7,0.2
E02003074,39.4,35.9,23.1,1.5,0.1
E02003076,51.7,32,15.2,0.9,0.2
E02003078,51.1,32.8,14.7,1.1,0.2
E02003079,45.2,35.6,17.7,1.4,0.1
E02003080,36.1,41.9,20.6,1.4,0.2
E02003081,45.6,36.2,16.8,1.2,0.2
E02003082,23.8,36.9,36.9,2.2,0.2
E02003084,21.3,32.3,42.3,3.5,0.5
E02003085,18.9,35.6,39.8,5.3,0.4
E02003086,32.6,32.9,32,2.1,0.4
E02003087,42.1,39.8,16.6,1.3,0.1
E02003089,42.5,35.2,20.4,1.9,0.1
E02003931,40.3,34.9,23.1,1.6,0.1
E02003932,50.9,32.4,14.6,1.8,0.3
E02004129,50.4,33.7,14.4,1.4,0.2
E02004130,32.9,40.5,24.7,1.6,0.4
E02004131,43.5,38.8,16,1.6,0.1
E02004132,52.6,33.7,12.8,0.8,0.1
E02004133,41.4,35.3,21.6,1.5,0.1
E02004135,55.6,30.4,12.9,1,0.1
E02004136,51.2,31.5,15.9,1.3,0.1
E02004149,53.8,27.9,16.6,1.6,0.1
E02004150,30.9,32.9,32,3.8,0.4
E02004151,41.3,35.8,20.7,1.9,0.3
E02004164,58.4,26.9,13.5,1.1,0
E02004165,49.3,35.7,13.8,1,0.1
E02004166,45.8,33.4,19,1.6,0.2
E02004167,27.6,37.2,31.9,3.2,0.1
E02004168,30.8,34.7,32.3,2,0.3
E02004169,51.9,29.9,16.7,1.3,0.2
E02004170,37.5,35.6,24.7,2.1,0.1
E02004171,50.6,32.3,15.8,1.2,0.1
E02004172,53.1,29.6,15.6,1.5,0.3
E02004173,54.6,29.3,15.1,1,0.1
E02004174,38.5,34.4,25,1.9,0.2
E02004175,32.3,31.7,34,1.8,0.1
E02004176,49,32.6,17.2,0.9,0.2
E02004177,38.1,32.9,27.2,1.6,0.2
E02004178,55.3,31.2,12.4,1,0.2
E02004179,41.2,39.4,18.6,0.6,0.1
E02004180,56,30.3,12.3,1.2,0.1
E02004181,36.9,34.7,26.6,1.6,0.2
E02004182,24.4,32.4,40.5,2.4,0.3
E02004183,41.9,33.5,23,1.4,0.2
E02004184,35.8,35.3,26.6,2.2,0.1
