areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02002910,33.6,66.4
E02002924,36.5,63.5
E02003069,34.4,65.6
E02003071,33.8,66.2
E02003074,31.3,68.7
E02003076,32.3,67.7
E02003078,35.6,64.4
E02003079,32.6,67.4
E02003080,32.8,67.2
E02003081,33,67
E02003082,28.8,71.2
E02003084,30.4,69.6
E02003085,33.5,66.5
E02003086,31.8,68.2
E02003087,31.8,68.2
E02003089,33.7,66.3
E02003931,39.7,60.3
E02003932,37.9,62.1
E02004129,35.3,64.7
E02004130,34.7,65.3
E02004131,34.3,65.7
E02004132,34.3,65.7
E02004133,36.5,63.5
E02004135,41.1,58.9
E02004136,35.6,64.4
E02004149,44.4,55.6
E02004150,35.5,64.5
E02004151,30.5,69.5
E02004164,35.6,64.4
E02004165,31,69
E02004166,34.4,65.6
E02004167,31.5,68.5
E02004168,32.7,67.3
E02004169,32.5,67.5
E02004170,28.8,71.2
E02004171,34.1,65.9
E02004172,35.3,64.7
E02004173,35.2,64.8
E02004174,35.3,64.7
E02004175,39.4,60.6
E02004176,39.1,60.9
E02004177,38.7,61.3
E02004178,39.4,60.6
E02004179,35.4,64.6
E02004180,36.7,63.3
E02004181,33.9,66.1
E02004182,35.1,64.9
E02004183,34.7,65.3
E02004184,36.5,63.5
E02004185,36.6,63.4
E02004186,34.5,65.5
E02004187,33.8,66.2
E02004188,34.4,65.6
E02004220,39.8,60.2
E02004221,38.7,61.3
E02004222,37.8,62.2
E02004223,36.6,63.4
E02004224,37.6,62.4
E02004225,35.3,64.7
E02004226,35.8,64.2
E02004227,37.3,62.7
E02004228,37.1,62.9
E02004229,35.1,64.9
E02004230,32.4,67.6
E02006044,36.5,63.5
E02006062,33.2,66.8
E02006063,35.9,64.1
E02006064,33.4,66.6
E02006065,34,66
E02006066,30.6,69.4
E02006067,33.4,66.6
E02006068,29.3,70.7
E02006069,25.6,74.4
E02006070,26.8,73.2
E02006071,29.2,70.8
