areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E02002910,47.9,19.9,10.2,22.1
E02002924,53.2,21.9,7.6,17.3
E02003069,50.5,31.2,1.5,16.8
E02003071,36.8,29,15.6,18.6
E02003074,42,35,4.9,18.1
E02003076,42.9,37.6,8.9,10.6
E02003078,45.8,32.6,6.8,14.8
E02003079,37.1,40.4,4.7,17.8
E02003080,45.2,28,11,15.8
E02003081,48.3,33.8,5.1,12.8
E02003082,33.2,23,4.4,39.3
E02003084,23.8,21.9,11.1,43.2
E02003085,16.4,19,47.1,17.5
E02003086,35.5,26.5,6.3,31.6
E02003087,46.3,36,6.4,11.3
E02003089,42.7,27.3,15.5,14.4
E02003931,44.1,20.8,14,21.1
E02003932,51.1,22.9,9.3,16.7
E02004129,53.2,26.3,5.3,15.2
E02004130,41.5,20.5,16.5,21.5
E02004131,46,29.7,8,16.4
E02004132,46.5,32.3,6.6,14.6
E02004133,44.5,25.3,14,16.1
E02004135,57.1,21,9.8,12.1
E02004136,47.3,30.7,8.8,13.3
E02004149,46,28.6,5.4,20
E02004150,24.9,26,25.3,23.9
E02004151,36.1,35.3,16.7,11.9
E02004164,48.7,27.3,6.8,17.2
E02004165,45.7,29.2,4.5,20.6
E02004166,43,28.9,12.8,15.3
E02004167,27,23.7,27.1,22.3
E02004168,28,22.9,23.8,25.3
E02004169,41.1,32.2,10.6,16.1
E02004170,33.2,33.3,13.8,19.7
E02004171,40.6,33.5,10.3,15.5
E02004172,48.4,28.9,8.1,14.6
E02004173,45.9,29.7,8.4,16.1
E02004174,35.8,28,14.5,21.7
E02004175,32.1,21.3,10.4,36.1
E02004176,52.6,21.4,5.6,20.4
E02004177,39.2,25.6,10.1,25.2
E02004178,50.5,30.5,3.2,15.7
E02004179,42.4,26.8,9.5,21.3
E02004180,48.3,30.7,5.2,15.8
E02004181,38.6,29.2,15.6,16.6
E02004182,24,19.6,26.4,30
E02004183,47,25.6,10.3,17.1
E02004184,30.9,27.7,18.4,23
E02004185,54.4,26.5,7.3,11.8
E02004186,38.8,35.3,9.7,16.1
E02004187,42.8,24.3,11,21.8
E02004188,49.7,25.1,9.1,16.2
E02004220,47,22.8,11,19.1
E02004221,54.5,23.4,3.2,18.9
E02004222,36.6,24,9.6,29.8
E02004223,33.9,30.8,17.3,18
E02004224,48.1,24.2,6.2,21.5
E02004225,39.2,26.1,11.9,22.8
E02004226,53.4,23.6,5.3,17.6
E02004227,48.5,21.7,8.6,21.2
E02004228,54.7,24.1,5.1,16.1
E02004229,44.9,27.1,8.7,19.4
E02004230,38.2,23.7,13.2,24.9
E02006044,59.4,16.9,6.5,17.3
E02006062,53.1,30,3.7,13.1
E02006063,52.5,32.1,4.6,10.8
E02006064,45.9,22,8.1,24
E02006065,34.9,25.4,22.8,16.9
E02006066,46.7,32,11.8,9.6
E02006067,49.4,27.8,8.4,14.4
E02006068,23.5,24.3,32.2,20.1
E02006069,22.8,23,16.2,38
E02006070,32.1,39.3,7.6,21.1
E02006071,39.8,37.3,5.9,17
E02006072,52.5,31.1,5.7,10.7
E02006073,21.4,21.9,36.5,20.2
E02006074,32.2,39.7,11.2,16.9
E02006078,47.1,27.1,10.4,15.4
E02006081,49.2,28.7,11.3,10.9
E02006084,50.3,24.4,11.8,13.5
E02006093,45.1,27.2,12.2,15.4
E02006096,38,29.5,17.3,15.2
E02006097,33.9,22.9,23,20.3
E02006098,55.1,25,7.3,12.6
E02006099,40.6,33.6,10.1,15.7
E02006100,39.3,32.8,11.4,16.5
E02006101,47.3,25,11.6,16
E02006102,25.7,24.1,39.5,10.6
E02006103,49.7,31.1,7.9,11.3
E02006104,30.8,39.5,11.4,18.3
E02006105,27.7,25.5,9.3,37.5
E02006106,31,37.1,16.7,15.3
E02006107,20.8,22.5,45.1,11.6
E02006108,36.5,18.3,14.9,30.2
E02006109,50.9,30.3,3.4,15.4
E02006110,28.2,31,23.1,17.7
E02006111,50.6,28.4,7.5,13.4
E02006112,47.9,32.1,5.9,14.2
E02006113,45.4,19.6,9.4,25.6
E02006114,50.4,13.6,19.7,16.3
E02006115,44.6,18.5,22,14.9
E02006116,51.9,20.2,8.3,19.6
E02006117,49.9,17.1,15.5,17.6
E02006845,24.8,44.3,8.1,22.8
