areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02002910,12.8,20.8,46.5,19.9
E02002924,13.8,22.6,43,20.6
E02003069,13.7,20.7,53.9,11.7
E02003071,11.7,22.1,57.7,8.5
E02003074,10.3,21,60.4,8.3
E02003076,11.4,21,56,11.6
E02003078,12.8,22.9,52.8,11.5
E02003079,9.9,22.7,56.9,10.5
E02003080,10,22.9,58,9.2
E02003081,9.8,23.2,57.8,9.3
E02003082,9.8,19,60.4,10.8
E02003084,10.3,20.1,60.6,8.9
E02003085,9.9,23.6,57.7,8.8
E02003086,11.5,20.3,56.7,11.5
E02003087,11.4,20.4,55.7,12.6
E02003089,10.1,23.6,57.1,9.2
E02003931,14.9,24.8,50.2,10.1
E02003932,15.5,22.4,44.3,17.8
E02004129,13,22.3,45.2,19.5
E02004130,12.2,22.6,55.6,9.7
E02004131,10.8,23.6,55.1,10.6
E02004132,12.6,21.7,50.8,14.9
E02004133,13,23.5,51.3,12.2
E02004135,16.7,24.4,45.5,13.4
E02004136,13.3,22.3,52,12.4
E02004149,24.1,20.4,47.2,8.4
E02004150,14.2,21.3,56.7,7.8
E02004151,9.4,21.1,60.6,8.9
E02004164,13.9,21.6,46.4,18
E02004165,10.5,20.5,57.2,11.8
E02004166,11.8,22.7,50.2,15.3
E02004167,9.1,22.5,57.5,10.9
E02004168,11.4,21.3,57.2,10
E02004169,11,21.5,53.2,14.3
E02004170,8.6,20.2,59.6,11.6
E02004171,11.9,22.1,51.3,14.7
E02004172,13,22.4,49.5,15.2
E02004173,12.9,22.3,49.2,15.6
E02004174,12.1,23.2,55.5,9.2
E02004175,14.1,25.3,51.8,8.7
E02004176,15.7,23.4,45.5,15.4
E02004177,13.5,25.2,52.3,9
E02004178,17.2,22.1,45.5,15.1
E02004179,12.8,22.6,53.7,10.9
E02004180,14.2,22.5,48.4,15
E02004181,10.3,23.5,58,8.2
E02004182,10.7,24.4,58.2,6.7
E02004183,11.6,23,55.5,9.8
E02004184,10.2,26.3,55.3,8.2
E02004185,13,23.6,53,10.4
E02004186,11,23.4,54.6,10.9
E02004187,12.2,21.6,51.3,14.8
E02004188,11.9,22.5,46.6,19.1
E02004220,13.9,25.9,50.2,10.1
E02004221,14.3,24.4,49.2,12.1
E02004222,11.6,26.2,53,9.2
E02004223,10.4,26.3,53.6,9.8
E02004224,14.7,22.8,45.7,16.7
E02004225,10.9,24.4,54.2,10.5
E02004226,12.9,22.9,46.4,17.8
E02004227,13.7,23.6,45.6,17.1
E02004228,14.5,22.6,42.8,20.1
E02004229,13.4,21.7,48.9,16
E02004230,11.5,20.9,56,11.6
E02006044,13.4,23.1,44.6,18.9
E02006062,11.6,21.7,53.6,13.1
E02006063,16.5,19.5,46.7,17.4
E02006064,11.8,21.6,56.2,10.4
E02006065,10.9,23.1,55.9,10.1
E02006066,9.9,20.7,56,13.4
E02006067,12.4,21,50.6,16
E02006068,9.1,20.2,61.1,9.6
E02006069,8.1,17.5,62.2,12.2
E02006070,8.3,18.6,62.5,10.7
E02006071,9.9,19.3,59.1,11.7
E02006072,12.3,21.8,51.6,14.3
E02006073,8.4,20.1,61.2,10.3
E02006074,8.9,19.8,58.4,12.8
E02006078,13.1,21.7,50.7,14.5
E02006081,13.7,23.5,50.3,12.5
E02006084,13,22.5,52,12.5
E02006093,11.2,21.9,55.4,11.5
E02006096,9.3,21.3,60.2,9.3
E02006097,9.2,19.5,63,8.3
E02006098,12.8,22.2,49.1,15.9
E02006099,11.4,21,53.9,13.8
E02006100,9.5,20.9,56.5,13.1
E02006101,13.7,22.9,47.8,15.6
E02006102,8.6,22.7,59.6,9
E02006103,12.2,21.8,52.1,13.9
E02006104,8.6,20.5,61.2,9.7
E02006105,8.5,17.8,63.2,10.5
E02006106,8.5,20.3,60.5,10.8
E02006107,8.9,24.2,57.6,9.3
E02006108,10.4,17.6,62,10
E02006109,10.9,23.1,55.5,10.6
E02006110,9,20.3,59.7,11
E02006111,12,21.6,52.7,13.7
E02006112,12.2,21.4,51.1,15.3
E02006113,13.8,23.6,54.4,8.2
E02006114,14.4,23.4,49.9,12.4
E02006115,13.3,24.6,52.3,9.9
E02006116,14.7,22.2,46.7,16.4
E02006117,16.1,20.8,44.6,18.5
E02006845,9.7,20.8,59.2,10.4
E02006846,7.6,19.2,62.8,10.4
E02007027,10.1,20.5,56.8,12.7
E02007028,5.9,18.5,66.4,9.2
W02000106,10.5,23.4,48.7,17.4
W02000107,11,22.1,47.4,19.5
W02000108,10.6,22.5,47.7,19.2
W02000109,11.1,23.6,55.7,9.6
W02000110,10.5,21.4,49.6,18.5
W02000111,13.4,21.9,47.9,16.8
W02000113,8,20.4,57.3,14.2
W02000114,13.2,21.7,49.7,15.4
W02000116,9.8,21.8,57.6,10.8
W02000117,24.7,25.2,43.1,7.1
W02000118,10.9,22.7,58.3,8
W02000120,10.5,20.9,53.7,14.8
W02000122,13.1,20.2,48.3,18.4
W02000123,10.8,20.9,50.8,17.5
W02000124,12.4,25.5,48.2,13.8
W02000125,10.9,22.4,48.7,18
W02000126,12.7,23,45.3,19
W02000127,12.9,25.2,47.1,14.8
W02000128,13.6,22.5,45.7,18.3
W02000129,10.4,22.2,49.6,17.8
W02000130,12.2,23.3,54.5,10
W02000131,8.7,23.6,56.8,10.9
W02000132,12.8,21.8,48.9,16.5
W02000133,11.4,22.9,49.6,16.1
W02000134,9.2,22.9,55.3,12.6
W02000135,9.6,25,52.9,12.5
W02000136,11.2,22.6,52,14.2
W02000137,9,23.1,56.7,11.2
W02000138,9.7,23.6,54.9,11.8
W02000139,12.6,22.6,51.1,13.7
W02000140,11.1,24.3,50.5,14.1
W02000141,13.8,25.6,47.3,13.3
W02000142,7.6,21.5,53.4,17.5
W02000143,11.1,22.5,45.3,21.1
W02000144,9.3,21.2,50,19.4
W02000145,10.2,20.4,51,18.5
W02000146,11.1,19.4,50.9,18.6
W02000147,9.1,20.8,56.8,13.3
W02000148,8.8,23.8,57.1,10.3
W02000149,9.3,21.2,58.7,10.8
W02000151,8.2,22.3,58.9,10.5
W02000152,8.4,19.6,60.6,11.3
W02000153,8.3,20,54.8,16.8
W02000154,7.8,21.5,59.6,11
W02000156,8.2,21.6,58.5,11.8
W02000157,8.1,19.3,61.1,11.5
W02000158,7.3,20.8,61.1,10.8
W02000159,8.5,23.5,57,11
W02000160,8.8,21.6,59.3,10.3
W02000161,8.4,21.8,62.3,7.5
W02000162,9,22.7,58.9,9.3
W02000163,7.7,23.3,61.7,7.2
W02000164,8.2,20.5,61.4,9.9
W02000165,7.9,24,60.5,7.6
W02000166,7.3,22.2,61.3,9.2
W02000167,8.6,23.1,59.4,8.9
W02000168,8.5,21.6,61.4,8.6
W02000169,9.9,22,59,9.1
W02000170,7.2,22.9,62.6,7.3
W02000171,7.5,18.9,64.4,9.1
W02000172,8.7,22.8,59.5,9
W02000173,7.7,18.8,64.1,9.5
W02000174,8.1,21.5,62,8.4
W02000175,9,22.4,61.2,7.4
W02000176,7.3,24.2,61.1,7.4
W02000177,6.6,22.3,62,9
W02000178,9.9,25.2,56.8,8.2
W02000179,9.4,22.2,60.5,7.9
W02000180,10.3,25.2,58,6.5
W02000181,7.5,22.5,61.2,8.7
W02000182,9.5,22.9,61.4,6.2
W02000183,9.4,24.1,59.3,7.3
W02000184,7.6,24,60.7,7.7
W02000185,9.8,20.6,58,11.6
W02000186,9.4,28.7,55.8,6.2
W02000188,10.1,21.9,59.3,8.7
W02000189,10.3,21.2,60.5,8
W02000191,14.6,21.6,55.5,8.4
W02000192,13.5,21.1,56.8,8.6
W02000193,23,22.6,48.8,5.6
W02000194,12.6,20.1,57.8,9.4
W02000195,11.9,20.8,54.9,12.5
W02000196,10.7,23.3,55.8,10.3
W02000197,14.2,20.7,51.2,13.9
W02000198,12.8,20.7,54.2,12.3
W02000200,7.7,20.7,61.7,9.9
W02000201,6.1,20.5,62.7,10.6
W02000202,9.2,20.6,61,9.3
W02000204,8.4,18.8,62.5,10.4
W02000205,8.1,22.7,61.5,7.7
W02000206,8.8,24.2,59.8,7.2
W02000207,7,20.4,64.2,8.4
W02000208,8.7,20.1,62.8,8.4
W02000210,7.7,20.9,63.7,7.7
W02000211,7.9,21.3,63,7.9
W02000212,8,19,63.4,9.6
W02000213,6.4,19.1,66.2,8.3
W02000214,8,22.9,60.8,8.2
W02000215,8.2,21.8,62.1,7.9
W02000216,7.8,22.1,62,8.1
W02000217,7.6,19,62.9,10.5
W02000218,7.9,23,61.3,7.8
W02000219,8.1,22.8,61.9,7.3
W02000220,6.8,21.1,63.1,9
W02000221,7.8,20.2,64,8
W02000222,7,20,64,8.9
W02000223,8.4,19.7,62.9,9
W02000224,8.2,19.1,63.2,9.4
W02000225,8.1,22.5,60.4,9
W02000226,8.4,18.8,63.5,9.2
W02000227,8.3,22.8,59.6,9.3
W02000228,5.5,15.9,67.7,10.9
W02000229,7.6,21.1,62.3,8.9
W02000230,8.7,17.4,64.4,9.5
W02000231,8.8,21.2,62.3,7.8
W02000232,7.9,19,63.6,9.5
W02000233,8.6,21.4,62,7.9
W02000234,7.9,18.1,63.6,10.4
W02000235,8.9,19.4,59.8,11.9
W02000236,9.2,21,59.1,10.7
W02000237,11.2,17.8,56.5,14.6
W02000238,12.1,19.8,53,15.1
W02000239,10.5,18.8,55.2,15.4
W02000240,8.9,21.5,61,8.7
W02000241,10.5,19.1,58.5,11.8
W02000242,9.4,21.1,58.6,10.9
W02000243,8.7,25.2,59.1,7
W02000244,10.6,21.3,56.9,11.1
W02000245,9,22.9,59.9,8.3
W02000246,8,21.5,61.2,9.2
W02000247,9.5,19.7,60,10.8
W02000248,8.7,24.6,59.1,7.6
W02000249,8.2,23.3,60,8.4
W02000250,8.6,18.4,62,11
W02000251,8.6,20.1,62.2,9.1
W02000252,7.9,20.7,59.4,12
W02000253,7,20.3,63,9.7
W02000254,7.8,19.8,62.9,9.5
W02000255,8.9,19.1,63.1,8.9
W02000256,7,21.5,63,8.5
W02000257,6.9,19.5,66,7.5
W02000258,7.5,21.1,64,7.5
W02000259,8,21.5,64.5,6
W02000260,6.7,21.9,64.9,6.5
W02000261,6,21.6,64.6,7.9
W02000262,6.7,21.3,64.3,7.7
W02000263,6.8,20.6,64,8.6
W02000264,7,22.6,62.7,7.8
W02000265,6.8,21.4,63.4,8.4
W02000266,6.7,20.5,63.6,9.2
W02000267,6.6,23.7,62.5,7.3
W02000268,7.3,21.6,63,8
W02000269,6.6,21.9,64,7.5
W02000270,7,20.7,64.8,7.5
W02000271,6.8,19.4,64.5,9.3
W02000272,8.3,19.8,63.7,8.2
W02000273,14.9,21.4,56.2,7.5
