areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00062487,0.7,11.6,56.5,31.2
E00062771,0,2.4,21.4,76.2
E00062772,0,5.6,34.4,60
E00062773,0,0,19.4,80.6
E00062774,1,14.3,49.5,35.2
E00062775,0,16.8,52.1,31.1
E00062776,0,1.4,4.8,93.8
E00062777,1.4,12.7,31,54.9
E00062778,0.6,8.3,27.1,64.1
E00062779,0.7,18.9,59.4,21
E00062780,0.8,2.3,8.5,88.4
E00062781,0,19.7,51.3,29.1
E00062782,0,1.9,4.6,93.5
E00062783,0,1.9,16.7,81.5
E00062784,0,5,19.8,75.2
E00062785,0.7,6.5,71.2,21.6
E00062786,2.6,22.6,59.1,15.7
E00062787,0.8,4.7,79.7,14.8
E00062788,3.1,12.2,73.3,11.5
E00062789,15,10.8,55,19.2
E00062791,1.3,30.2,36.5,32.1
E00062792,51.6,41,4.1,3.3
E00062794,0.8,4.2,52.9,42
E00062796,25.2,3.3,10.6,61
E00062797,0,3.1,26.9,70
E00062798,0,3.6,42.1,54.3
E00062799,0.8,3.1,36.4,59.7
E00062800,0,9.6,16.8,73.6
E00062801,0,0,12.8,87.2
E00062802,6.7,33.6,40.3,19.3
E00062804,63.7,14.2,16.8,5.3
E00062805,8.5,50.8,36.7,4
E00062807,28.1,32,32.8,7
E00062808,14.2,39.2,35,11.7
E00062809,5.8,58,28.3,8
E00062810,32.8,28.4,31.3,7.5
E00062811,10.7,78.6,9.9,0.8
E00062812,40.7,31.9,20,7.4
E00062814,14.7,53.7,24.3,7.4
E00062815,6.1,51,39.5,3.4
E00062816,2.1,16.8,76.9,4.2
E00062817,28.6,10.1,56.3,5
E00062818,0,36.3,61.5,2.2
E00062819,1.7,25.4,69.5,3.4
E00062820,16.2,17.6,63.4,2.8
E00062821,0,37.3,60.6,2.1
E00062823,13.9,35.7,49.6,0.9
E00062824,27.3,16.1,52.4,4.2
E00062825,55.7,17,26.4,0.9
E00062826,40.2,27,29.5,3.3
E00062827,0,18.3,71.7,10
E00062828,38.6,25.2,31.5,4.7
E00062829,23.1,45.3,27.4,4.2
E00062830,8.8,20.3,62.8,8.1
E00062831,13.2,52.7,28.7,5.4
E00062833,4.1,80.2,14,1.7
E00062834,10.8,50,28.5,10.8
E00062835,14.8,55.6,22.2,7.4
E00062837,28,44.6,26.3,1.1
E00062838,0,9,60.6,30.3
E00062839,22.8,34.1,30.1,13
E00062840,5.7,7.3,46.3,40.7
E00062841,42.3,13.9,40.1,3.6
E00062842,0.8,9,43.6,46.6
E00062843,0.7,24.1,34.3,40.9
E00062844,10.9,59.7,23.3,6.2
E00062845,32.5,42.9,19.8,4.8
E00062846,3,32.6,43,21.5
E00062847,0.9,6.8,76.1,16.2
E00062848,9.9,13,74,3.1
E00062849,1,3.8,45.7,49.5
E00062850,24.5,40,25.5,10
E00062852,22.5,13.8,62.3,1.4
E00062853,0.9,24.3,61.7,13
E00062855,8.2,23.3,52.1,16.4
E00062856,4.8,9.5,50,35.7
E00062857,25,32.5,37.5,5
E00062858,20,38.6,39.3,2.1
E00062859,0,14,47.4,38.6
E00062860,20.9,54.7,23.7,0.7
E00062861,18.6,32.9,42.1,6.4
E00062862,14.1,38,40.8,7
E00062864,10.9,34.5,42.5,12.1
E00062865,19.5,36.6,34.1,9.8
E00062867,15.3,30.1,49.1,5.5
E00062868,37.2,16.8,38.7,7.3
E00062869,32.7,4,58.4,5
E00062870,33.3,10.8,49.2,6.7
E00062873,20.6,21.4,49.6,8.4
E00062874,0.9,8.7,53,37.4
E00062875,5.2,25.9,48.9,20
E00062876,32.3,10.5,29.8,27.4
E00062890,0.9,16.8,38.1,44.2
E00062891,5.2,14.7,58.1,22
E00062893,4.1,33.6,51.4,11
E00062894,3.5,24.5,61.5,10.5
E00062895,0,14.1,45.2,40.7
E00062899,0,3.1,12.6,84.3
E00062930,5.6,41.6,43.2,9.6
E00062932,0.9,68.4,23.1,7.7
E00062934,19.2,28,44,8.8
E00062935,22.5,10.9,55.8,10.9
E00062936,3.3,57,34.7,5
E00062937,34.3,23.2,35.4,7.1
E00062939,1.7,52.1,41.3,5
E00062940,9,67.9,19.9,3.2
E00062941,4.9,84.7,9,1.4
E00062942,11,69.5,17.5,1.9
E00062943,48.7,25.2,22.6,3.5
E00062944,7.8,71.1,20.3,0.8
E00062945,3.4,21.6,64.7,10.3
E00062946,26.4,59.2,12.8,1.6
E00062947,11.6,75.4,10.1,2.9
E00062948,33.8,47.4,17.5,1.3
E00062949,8.3,53.7,33.1,5
E00062950,2.8,68.8,24.3,4.2
E00062951,50,23.6,22.7,3.6
E00062952,6.1,13,74.8,6.1
E00062953,33.6,32.8,30.2,3.4
E00062954,2.1,83.6,12.3,2.1
E00062955,0.8,11.3,85.7,2.3
E00062956,42.9,28.6,27.1,1.5
E00062957,47.5,21.3,24.8,6.4
E00062960,32.9,31.2,28.2,7.6
E00062961,14.4,38.6,39.4,7.6
