areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00062487,94,0,5.3,0.7
E00062771,89,0.9,9.5,0.6
E00062772,92.2,0.3,7.4,0
E00062773,94.7,0.3,4.6,0.3
E00062774,88.1,0,11.9,0
E00062775,92.5,0.8,6.7,0
E00062776,90.9,0.5,8.6,0
E00062777,93.3,0.3,6.1,0.3
E00062778,83.1,0,15.4,1.4
E00062779,75.9,0.3,23.8,0
E00062780,90.7,0.6,7.4,1.4
E00062781,93.9,0.4,5.4,0.4
E00062782,95.7,0,4,0.3
E00062783,92.3,0.6,6.7,0.3
E00062784,94.3,0,5.3,0.3
E00062785,92.5,0.3,6.2,0.9
E00062786,94,0,6,0
E00062787,91.2,0.7,8.2,0
E00062788,98.1,0,1.9,0
E00062789,94.7,0,4.3,1.1
E00062791,91,0.6,7.1,1.2
E00062792,91.7,0.6,7.6,0
E00062794,93.1,0,6.9,0
E00062796,94.1,0.4,5.5,0
E00062797,89.6,0.3,8.6,1.5
E00062798,95.8,0,3,1.2
E00062799,90.2,0.3,8,1.5
E00062800,90.9,0.8,7.2,1.2
E00062801,92.8,0.3,6.4,0.6
E00062802,93.6,0,5.4,1
E00062804,97.3,0,2.1,0.5
E00062805,82.8,0.5,15,1.7
E00062807,90.4,0,7.2,2.4
E00062808,82.7,0.4,11.2,5.8
E00062809,87.5,0,10.4,2.1
E00062810,92.9,0,6,1.1
E00062811,85.8,0,11.9,2.2
E00062812,88.5,0,11.5,0
E00062814,90.7,0,6.1,3.2
E00062815,90.5,0.3,8.5,0.6
E00062816,90.5,0.3,7.7,1.5
E00062817,94.6,0,5.4,0
E00062818,95,0,5,0
E00062819,98.2,0,1.4,0.4
E00062820,92.6,0,7.4,0
E00062821,93.5,0,6.3,0.3
E00062823,95.5,0,3.7,0.7
E00062824,90.9,0,7.3,1.7
E00062825,89,0,9.1,1.8
E00062826,89.4,0,7.2,3.4
E00062827,86.9,0,10.9,2.1
E00062828,92.5,0,6.3,1.2
E00062829,90.2,0,9.6,0.2
E00062830,93.8,0,5.7,0.5
E00062831,84,0,13.6,2.4
E00062833,85.3,0,14.7,0
E00062834,86.7,0,9,4.3
E00062835,84.7,0.4,12,2.9
E00062837,86.6,0.3,10.9,2.2
E00062838,93.7,0.3,6,0
E00062839,93.1,0,6,0.9
E00062840,96.6,0,3.4,0
E00062841,90.8,0,7.3,1.9
E00062842,93.9,0,6.1,0
E00062843,93.5,0,5,1.6
E00062844,92.1,0,7.9,0
E00062845,89.1,0,10.4,0.5
E00062846,90.7,0.3,7,2
E00062847,96.3,0,3.7,0
E00062848,92.2,0,6.5,1.3
E00062849,93.1,0,6.9,0
E00062850,98.3,0,1.7,0
E00062852,93.8,0,6.2,0
E00062853,93.2,0.8,5.7,0.4
E00062855,88.8,0,10.3,0.9
E00062856,92.1,0,7.9,0
E00062857,85,0.7,13.6,0.7
E00062858,87.4,0,10.7,1.9
E00062859,91.5,0,8.5,0
E00062860,90.9,0,9.1,0
E00062861,88.9,0,10.4,0.7
E00062862,93.1,0,6.6,0.3
E00062864,87.9,0.7,10.9,0.5
E00062865,91.6,0,8.4,0
E00062867,95.1,0,4.9,0
E00062868,95.6,0.4,4,0
E00062869,94.9,0,5.1,0
E00062870,91.1,1.2,6.2,1.5
E00062873,91.4,0,8.2,0.4
E00062874,91.2,0,8.8,0
E00062875,93,0.3,6.7,0
E00062876,90.3,0,8.5,1.2
E00062890,89.3,0.6,10.1,0
E00062891,91.7,0.2,8.1,0
E00062893,95,0,5,0
E00062894,94.2,0,5.8,0
E00062895,93.9,0.3,5.7,0
E00062899,94.9,0.6,4.4,0
E00062930,93.9,0,6.1,0
E00062932,89.7,0,9.5,0.8
E00062934,90.6,0,8.7,0.7
E00062935,94.3,0,4.5,1.2
E00062936,92.5,0,7.5,0
E00062937,90.5,0,8.5,1
E00062939,90.7,0,7.5,1.9
E00062940,90.4,0,8.3,1.3
E00062941,89.8,0,10.2,0
E00062942,81.8,0,14,4.2
E00062943,88,0,11,1
E00062944,92.4,0.8,6.4,0.4
E00062945,94.3,0,4.9,0.8
E00062946,87.9,0.5,10.6,1
E00062947,78.9,0,15.9,5.2
E00062948,85.4,0,11.2,3.4
E00062949,91.1,0,8.5,0.4
E00062950,86.4,0.3,9.8,3.5
E00062951,89.3,0.6,7.7,2.4
E00062952,92.3,0,7.7,0
E00062953,91.5,0,6.1,2.3
E00062954,86.6,1.5,11.8,0
E00062955,95.3,0,4.7,0
E00062956,89,0,5.5,5.5
E00062957,91.1,0.4,7.7,0.8
E00062960,87.7,0,9.6,2.7
E00062961,89.8,0,10.2,0
E00062962,90.6,0.4,8.6,0.4
E00062963,88.4,0,11.6,0
E00062964,90.4,0,9.1,0.4
E00062965,89.5,0,8.9,1.6
E00062967,89.3,0,10.7,0
E00062968,94.9,0.8,4.3,0
E00062969,79.1,0,12.9,8
E00062970,94.9,0,5.1,0
E00062971,91.2,0.3,8.5,0
E00062972,94.7,0,4.3,1
E00062973,97.5,0,2.5,0
E00062975,94.2,0.8,5,0
E00062976,93.6,1.1,4.6,0.7
E00062977,86.6,0.3,13,0
E00062978,87.7,0.3,12,0
E00062979,92.1,0.7,7,0.2
E00062980,95.3,0,4.7,0
E00062981,92.9,0,5.8,1.2
E00062982,95.3,0.3,4.1,0.3
E00062983,95.2,0,4.8,0
E00062984,91.9,0.3,7.5,0.3
E00062985,95.8,0,4.2,0
E00062986,90.2,0.7,8.8,0.3
E00062987,95.8,0.4,2.3,1.5
E00062988,92.5,0.6,6.9,0
E00062989,93.9,0,4.6,1.4
E00062990,96.7,0,2.9,0.3
E00062991,93.3,0.6,6.1,0
E00062992,96.4,0,2,1.6
E00062993,91.2,0.5,7.7,0.5
E00062994,89,0.6,10.4,0
E00062995,92.9,0,6.1,1
E00062996,92.4,0,7.4,0.2
E00062997,88.8,1.2,10,0
E00062998,92.5,0,7.5,0
E00062999,94.4,0,5.3,0.3
E00063020,93.9,0,4.9,1.2
E00063021,89.2,0,10.8,0
E00063023,94.5,0,5.5,0
E00063026,95.4,0,4.6,0
E00063027,93.8,0,5.9,0.3
E00063029,93.8,0,5.8,0.4
E00063030,94.6,0,5.4,0
E00063032,94,0.4,5.6,0
E00063033,93.7,0.4,5.6,0.4
E00063034,84.2,0,15.3,0.5
E00063036,91.2,0,7.8,0.9
E00063038,93.8,0.4,5.8,0
E00063039,98.3,0,1.7,0
E00063041,93.8,1,5.2,0
E00063043,90,0,9.4,0.6
E00063046,92.3,0,7.7,0
E00063048,92.1,0,7.9,0
E00063049,96.4,0,3.6,0
E00063050,93.5,0,6.5,0
E00063051,94.2,0.6,4.9,0.3
E00063053,88.5,0,11.5,0
E00063054,94.9,0.4,4.4,0.4
E00063055,93.4,1.5,5.1,0
E00063056,92.3,0.8,6.4,0.5
E00063057,95,0.4,4.7,0
E00063058,94.5,0,5.1,0.3
E00063059,91.1,0.6,8.3,0
E00063060,86.5,0.2,13.2,0
E00063061,86.1,0.4,13.5,0
E00063062,92,0,8,0
E00063063,92,0,8,0
E00063064,90.2,0,8.2,1.6
E00063068,93,0,7,0
E00063070,92.7,0,7.3,0
E00063071,94.4,0,5,0.6
E00063072,84.8,0,14.1,1.2
E00063073,97.6,0,1.6,0.8
E00063074,90.1,0,9.9,0
E00063075,91,0,8.2,0.9
E00063076,93.5,0,5.6,0.9
E00063077,89.9,0,10.1,0
E00063078,85,0.3,14.3,0.3
E00063079,88.5,0,11.1,0.4
E00063080,77,0.3,20.7,1.9
E00063081,89.5,0.2,9.5,0.7
E00063082,89.6,0,10.4,0
E00063083,86.4,0,12.4,1.2
E00063084,93.5,0,6.5,0
E00063085,86.5,0.4,13.1,0
E00063086,89.7,0,10.3,0
E00063087,97,0,3,0
E00063088,90.7,0.8,8.1,0.4
E00063089,89.2,0.4,10,0.4
E00063091,90.2,0,9.8,0
E00063092,90.4,0.3,8.4,0.9
E00063093,90.4,0,9.6,0
E00063094,85,0,15,0
E00063095,85.8,0.4,13.1,0.7
E00063096,89.6,0,7.3,3.1
E00063097,81.7,0,18.3,0
E00063098,87.5,0,12.5,0
E00063099,81,0,13.6,5.4
E00063100,87.4,0,12.6,0
E00063101,92,0,7.6,0.4
E00063102,95.9,0.5,3.6,0
E00063104,94.1,0,5.9,0
E00063105,91.2,0,8.4,0.4
E00063106,98.1,0,1.4,0.5
E00063107,91.7,0,7.5,0.8
E00063108,93.2,0.5,6.4,0
E00063110,96.7,0,3.3,0
E00063111,95.5,0.8,3.3,0.4
E00063113,93,0.2,6.8,0
E00063115,91,1.4,7.6,0
E00063117,95.7,0.4,4,0
E00063118,93,0.3,6.6,0
E00063119,95.6,0.6,3.5,0.3
E00063120,92.1,0.3,7.3,0.3
E00063121,89.7,0.4,9.9,0
