areacd,heating_type_3a-001,heating_type_3a-002
E00062487,0,100
E00062771,0,100
E00062772,0,100
E00062773,0.8,99.2
E00062774,1.9,98.1
E00062775,0,100
E00062776,0,100
E00062777,0,100
E00062778,0.6,99.4
E00062779,0,100
E00062780,0,100
E00062781,0,100
E00062782,0,100
E00062783,0,100
E00062784,0,100
E00062785,0,100
E00062786,0,100
E00062787,3.1,96.9
E00062788,0.8,99.2
E00062789,1.6,98.4
E00062791,0,100
E00062792,3.3,96.7
E00062794,0,100
E00062796,0,100
E00062797,0,100
E00062798,1.4,98.6
E00062799,0,100
E00062800,0,100
E00062801,0,100
E00062802,0,100
E00062804,0,100
E00062805,2.5,97.5
E00062807,0.8,99.2
E00062808,2.4,97.6
E00062809,0,100
E00062810,2.2,97.8
E00062811,1.5,98.5
E00062812,1.4,98.6
E00062814,0.7,99.3
E00062815,4.7,95.3
E00062816,1.4,98.6
E00062817,0.8,99.2
E00062818,0,100
E00062819,2.5,97.5
E00062820,2.8,97.2
E00062821,0,100
E00062823,2.6,97.4
E00062824,2.8,97.2
E00062825,0.9,99.1
E00062826,0,100
E00062827,0,100
E00062828,0.8,99.2
E00062829,0.5,99.5
E00062830,1.3,98.7
E00062831,3.6,96.4
E00062833,0.8,99.2
E00062834,1.5,98.5
E00062835,2.2,97.8
E00062837,2.2,97.8
E00062838,0,100
E00062839,2.4,97.6
E00062840,0,100
E00062841,0,100
E00062842,0.8,99.2
E00062843,1.5,98.5
E00062844,2.3,97.7
E00062845,2.4,97.6
E00062846,0,100
E00062847,0.9,99.1
E00062848,0,100
E00062849,0,100
E00062850,0,100
E00062852,1.4,98.6
E00062853,4.3,95.7
E00062855,0,100
E00062856,0,100
E00062857,0,100
E00062858,0,100
E00062859,0,100
E00062860,2.9,97.1
E00062861,0.7,99.3
E00062862,2.8,97.2
E00062864,1.7,98.3
E00062865,2.4,97.6
E00062867,0.6,99.4
E00062868,0,100
E00062869,0,100
E00062870,0,100
E00062873,3.8,96.2
E00062874,0,100
E00062875,0.7,99.3
E00062876,0.8,99.2
E00062890,1.8,98.2
E00062891,1.6,98.4
E00062893,0,100
E00062894,0.7,99.3
E00062895,1.5,98.5
E00062899,0,100
E00062930,1.6,98.4
E00062932,5,95
E00062934,0,100
E00062935,1.5,98.5
E00062936,1.7,98.3
E00062937,1,99
E00062939,0.9,99.1
E00062940,1.3,98.7
E00062941,4.1,95.9
E00062942,1.3,98.7
E00062943,0,100
E00062944,3.9,96.1
E00062945,0.9,99.1
E00062946,1.6,98.4
E00062947,2.9,97.1
E00062948,3.2,96.8
E00062949,1.7,98.3
E00062950,0,100
E00062951,0,100
E00062952,0,100
E00062953,2.5,97.5
E00062954,2.1,97.9
E00062955,2.3,97.7
E00062956,2.2,97.8
E00062957,4.2,95.8
E00062960,0.6,99.4
E00062961,0.7,99.3
E00062962,0.8,99.2
E00062963,1.2,98.8
E00062964,5.5,94.5
E00062965,2.9,97.1
E00062967,5.8,94.2
E00062968,2.6,97.4
E00062969,1.4,98.6
E00062970,0.8,99.2
E00062971,1.5,98.5
E00062972,1.7,98.3
E00062973,0,100
E00062975,0,100
E00062976,0.8,99.2
E00062977,0,100
E00062978,0,100
E00062979,0,100
E00062980,0,100
E00062981,1.2,98.8
E00062982,0,100
E00062983,0.8,99.2
E00062984,0.7,99.3
E00062985,1.8,98.2
E00062986,2.4,97.6
E00062987,1.6,98.4
E00062988,0,100
E00062989,0.8,99.2
E00062990,0.8,99.2
E00062991,0.7,99.3
E00062992,0.7,99.3
E00062993,0,100
E00062994,0,100
E00062995,0,100
E00062996,0,100
E00062997,0,100
E00062998,0,100
E00062999,0.7,99.3
E00063020,0,100
E00063021,2.6,97.4
E00063023,2.5,97.5
E00063026,2.5,97.5
E00063027,0,100
E00063029,0,100
E00063030,0,100
E00063032,0,100
E00063033,0,100
E00063034,1.8,98.2
E00063036,2.6,97.4
E00063038,0.9,99.1
E00063039,0,100
E00063041,0.8,99.2
E00063043,0.7,99.3
E00063046,0,100
E00063048,1.6,98.4
E00063049,0,100
E00063050,0.7,99.3
E00063051,0,100
E00063053,0,100
E00063054,0,100
E00063055,0,100
E00063056,0.7,99.3
E00063057,0.8,99.2
E00063058,0,100
E00063059,0.7,99.3
E00063060,1.1,98.9
E00063061,3.4,96.6
E00063062,2.8,97.2
E00063063,0,100
E00063064,0,100
E00063068,2.1,97.9
E00063070,1.6,98.4
E00063071,0.8,99.2
E00063072,0,100
E00063073,1.7,98.3
E00063074,2.9,97.1
E00063075,1.7,98.3
E00063076,0,100
E00063077,0.8,99.2
E00063078,1.8,98.2
E00063079,1.7,98.3
E00063080,1.4,98.6
E00063081,4.1,95.9
E00063082,3.3,96.7
E00063083,3.7,96.3
E00063084,1.6,98.4
E00063085,0.8,99.2
E00063086,1.8,98.2
E00063087,2.9,97.1
E00063088,5,95
E00063089,2.3,97.7
E00063091,0,100
E00063092,3.9,96.1
E00063093,1.5,98.5
E00063094,3.7,96.3
E00063095,3.1,96.9
E00063096,3,97
E00063097,2.3,97.7
E00063098,1.4,98.6
E00063099,4.5,95.5
E00063100,0.8,99.2
E00063101,0,100
E00063102,1,99
E00063104,0,100
E00063105,0.8,99.2
E00063106,0.8,99.2
E00063107,0,100
E00063108,1.6,98.4
E00063110,0,100
E00063111,0,100
E00063113,1.2,98.8
E00063115,0.6,99.4
E00063117,0,100
E00063118,0,100
E00063119,0.7,99.3
E00063120,2.3,97.7
E00063121,0.8,99.2
E00063122,0.7,99.3
E00063123,2.1,97.9
E00063125,0,100
E00063126,0.8,99.2
E00063127,0,100
E00063128,4.8,95.2
E00063129,0,100
E00063130,1.6,98.4
E00063131,0.6,99.4
E00063132,1.7,98.3
E00063133,2.9,97.1
E00063134,0,100
E00063135,0.5,99.5
E00063136,0,100
E00063137,0.6,99.4
E00063138,0.8,99.2
E00063139,0.5,99.5
E00063140,0.8,99.2
E00063144,1.3,98.7
E00063145,0.8,99.2
E00063146,1.6,98.4
E00063147,1.6,98.4
E00063148,0,100
E00063149,1.5,98.5
E00063150,1.7,98.3
E00063151,0,100
E00063152,2.3,97.7
E00063153,0,100
E00063154,1.6,98.4
E00063155,4.7,95.3
E00063156,3.1,96.9
E00063157,0,100
E00063158,2.7,97.3
E00063159,2.2,97.8
E00063160,2.4,97.6
E00063161,0.8,99.2
E00063162,4.5,95.5
E00063163,0.8,99.2
E00063164,1.5,98.5
E00063165,0.7,99.3
E00063166,0.8,99.2
E00063167,1.6,98.4
E00063168,4.9,95.1
E00063169,0,100
E00063170,0,100
E00063171,0.7,99.3
E00063172,0.8,99.2
E00063173,0,100
E00063174,1.6,98.4
E00063175,2.3,97.7
E00063176,0,100
E00063177,0,100
E00063178,0.8,99.2
E00063179,0.7,99.3
E00063180,0,100
E00063210,0.7,99.3
E00063211,1.6,98.4
E00063212,1.7,98.3
E00063213,4,96
E00063214,0,100
E00063215,0.7,99.3
E00063216,0.8,99.2
E00063217,0.9,99.1
E00063218,0,100
E00063219,0,100
E00063220,1.5,98.5
E00063221,0.8,99.2
E00063222,1.5,98.5
E00063223,1.7,98.3
E00063224,2.4,97.6
E00063225,0,100
E00063226,0,100
E00063227,3.9,96.1
E00063228,1.3,98.7
E00063229,1.7,98.3
E00063230,2.5,97.5
E00063231,1.7,98.3
E00063232,0.8,99.2
E00063233,0,100
E00063234,2.3,97.7
E00063235,1.5,98.5
E00063236,1.5,98.5
E00063237,0,100
E00063238,5.5,94.5
E00063239,3.6,96.4
E00063240,0,100
E00063241,1.7,98.3
E00063242,0.8,99.2
E00063243,0,100
E00063244,2.7,97.3
E00063245,0.9,99.1
E00063246,1.6,98.4
E00063247,0,100
E00063248,0,100
E00063249,3.3,96.7
E00063250,0.8,99.2
E00063251,0.8,99.2
E00063252,0.8,99.2
E00063253,0,100
E00063254,1.4,98.6
E00063255,0,100
E00063256,0.9,99.1
E00063258,1.4,98.6
E00063259,0,100
E00063260,3.3,96.7
E00063261,0,100
E00063262,0.7,99.3
E00063263,0.7,99.3
E00063264,0,100
E00063265,0,100
E00063266,0,100
E00063267,0.6,99.4
E00063268,0,100
E00063269,0,100
E00063270,1.5,98.5
E00063271,1.5,98.5
E00063272,0,100
