areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00062487,84.1,11.9,4
E00062771,89.9,7.4,2.8
E00062772,87.4,9.4,3.2
E00062773,89.9,7.8,2.3
E00062774,90.6,7.4,2
E00062775,83.3,12.7,4
E00062776,92.6,6.7,0.8
E00062777,83.1,13,3.9
E00062778,89.1,8.4,2.6
E00062779,81.1,14.4,4.5
E00062780,91.5,8.2,0.3
E00062781,84.7,12.8,2.5
E00062782,90.4,6.6,3
E00062783,93,7,0
E00062784,93.5,6.2,0.3
E00062785,85.8,10.8,3.4
E00062786,86.5,10.4,3.1
E00062787,86.1,10,3.9
E00062788,82.9,11.2,5.9
E00062789,80,12.5,7.5
E00062791,86.4,10.8,2.8
E00062792,48.1,29.4,22.5
E00062794,87.6,9.4,3
E00062796,83.4,13.7,3
E00062797,85,12.6,2.3
E00062798,85.1,10.7,4.2
E00062799,85.4,9.8,4.9
E00062800,90.5,6.2,3.3
E00062801,91.9,5.8,2.3
E00062802,66.8,24.9,8.3
E00062804,67.7,21.7,10.6
E00062805,83.3,11.2,5.5
E00062807,77.3,14.2,8.5
E00062808,80.2,12.4,7.4
E00062809,80.2,14.7,5.1
E00062810,76.2,16.8,7
E00062811,82.5,10.8,6.7
E00062812,77.3,17.4,5.3
E00062814,74.8,18,7.2
E00062815,76.3,15.8,7.9
E00062816,81.2,12.7,6.1
E00062817,75.6,16,8.4
E00062818,86.7,9.1,4.3
E00062819,80.5,14,5.5
E00062820,81.6,10.8,7.6
E00062821,83,10.7,6.2
E00062823,79.4,14.3,6.3
E00062824,76,15.8,8.2
E00062825,61.7,25.1,13.2
E00062826,75.1,16.5,8.4
E00062827,89.6,8.7,1.8
E00062828,77.5,14.3,8.1
E00062829,80.6,11.8,7.6
E00062830,78.9,15.4,5.7
E00062831,82.9,12.6,4.4
E00062833,81.2,12,6.8
E00062834,78.3,14,7.8
E00062835,77.9,17.5,4.6
E00062837,79.8,13.5,6.6
E00062838,85.7,9.9,4.4
E00062839,74.8,16.7,8.5
E00062840,88.2,7.7,4.1
E00062841,68.8,16.3,14.8
E00062842,80.7,12.9,6.4
E00062843,89.5,7.1,3.4
E00062844,85.5,11.2,3.3
E00062845,80.3,14.4,5.3
E00062846,88.1,8.9,3
E00062847,81.5,12.8,5.7
E00062848,73.9,17.1,9
E00062849,83.4,13.4,3.2
E00062850,70,20.9,9.1
E00062852,68.1,19.7,12.2
E00062853,81.4,11.4,7.2
E00062855,83.4,12.7,3.9
E00062856,82.3,13.9,3.8
E00062857,83,14.2,2.8
E00062858,80.4,11.8,7.8
E00062859,80,14.8,5.2
E00062860,81.9,13.5,4.6
E00062861,74.6,18.5,6.9
E00062862,80.5,14,5.5
E00062864,74.8,14.9,10.3
E00062865,84,10.1,5.9
E00062867,76.3,14.2,9.4
E00062868,74.7,16.9,8.4
E00062869,69.9,19,11.1
E00062870,75.4,18.1,6.5
E00062873,76.3,15.2,8.5
E00062874,79.2,14.2,6.7
E00062875,84.6,11.5,3.9
E00062876,73.2,15.6,11.2
E00062890,75.7,10.7,13.6
E00062891,87.4,9.7,2.8
E00062893,76.8,16.8,6.4
E00062894,74.9,19.5,5.7
E00062895,87.1,8.8,4.1
E00062899,86.2,10.4,3.5
E00062930,83.3,13.8,2.8
E00062932,88.6,8.3,3.1
E00062934,79.5,12.3,8.3
E00062935,71.8,19.6,8.6
E00062936,88.2,7.7,4
E00062937,74.5,15.2,10.3
E00062939,80.8,15.1,4.1
E00062940,82.4,12.7,4.9
E00062941,82.4,13.7,3.9
E00062942,83.7,12.9,3.4
E00062943,67.7,18.9,13.4
E00062944,86.2,10.5,3.3
E00062945,83.9,10,6
E00062946,72.1,19.9,8
E00062947,81,12.3,6.7
E00062948,73.2,14.4,12.4
E00062949,87.2,8.4,4.4
E00062950,84.5,9.9,5.6
E00062951,72.2,20.7,7.1
E00062952,79.6,11.2,9.1
E00062953,75.1,15.4,9.5
E00062954,83,12.1,4.9
E00062955,86.1,10.2,3.7
E00062956,70.2,19,10.9
E00062957,65.1,25,9.9
E00062960,82.6,11.4,6
E00062961,78.4,13.2,8.5
E00062962,68,16.8,15.2
E00062963,71.7,25.4,2.9
E00062964,69.9,19.1,11
E00062965,76.6,14.9,8.4
E00062967,85,9.3,5.7
E00062968,76.5,16.9,6.7
E00062969,82.7,11.8,5.5
E00062970,86.4,12.3,1.3
E00062971,91.6,7.1,1.3
E00062972,86.2,10.2,3.6
E00062973,83.6,12.6,3.8
E00062975,85.2,10.7,4.1
E00062976,90.2,7.4,2.5
E00062977,83.2,11.3,5.5
E00062978,87.2,9.2,3.7
E00062979,94.6,4.5,0.9
E00062980,73.8,23.2,3
E00062981,85.5,12.6,1.9
E00062982,86.5,10.3,3.2
E00062983,80.8,13.4,5.8
E00062984,88.6,9.4,1.9
E00062985,80.4,14.5,5.1
