areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00062487,92.4,0.7,6.9
E00062771,93.9,0.9,5.2
E00062772,91.3,1.6,7.1
E00062773,95.1,0.7,4.2
E00062774,91.8,2.7,5.5
E00062775,93.3,1.2,5.5
E00062776,93.1,3.8,3.1
E00062777,94.9,0.3,4.8
E00062778,91.9,1.6,6.5
E00062779,86.3,0.6,13.1
E00062780,94.9,2,3.1
E00062781,91.8,3.6,4.6
E00062782,95.7,2.6,1.7
E00062783,95.9,2.5,1.6
E00062784,91.6,3.1,5.3
E00062785,89.2,1.2,9.6
E00062786,87.6,6.2,6.2
E00062787,86.2,1.6,12.2
E00062788,87.1,0.9,11.9
E00062789,84.3,2.8,12.8
E00062791,90.1,2.5,7.5
E00062792,73.4,1.3,25.3
E00062794,89.5,1.5,9
E00062796,92.3,2.2,5.5
E00062797,94.1,1.5,4.4
E00062798,92,1.5,6.5
E00062799,94.2,1.8,4
E00062800,95.4,2.1,2.5
E00062801,96.8,0.9,2.3
E00062802,82.8,3.4,13.8
E00062804,61.7,15.4,22.9
E00062805,63.7,20.5,15.8
E00062807,57,22.8,20.2
E00062808,58.5,28.2,13.4
E00062809,67.1,12.3,20.5
E00062810,55.1,24,20.9
E00062811,49.8,33.9,16.2
E00062812,57.6,21.6,20.8
E00062814,71.8,8.9,19.3
E00062815,65,18,17
E00062816,58.2,19.2,22.6
E00062817,60.3,14.6,25.1
E00062818,66.7,13.2,20.1
E00062819,64.9,10.7,24.4
E00062820,62.1,10.9,27
E00062821,44,25.7,30.4
E00062823,66.7,9.2,24.2
E00062824,47.9,23.6,28.4
E00062825,59.1,18.9,22
E00062826,65.1,17.2,17.6
E00062827,84.2,7.7,8
E00062828,64.5,12.7,22.8
E00062829,56.6,20.7,22.7
E00062830,75.3,7.7,17
E00062831,61.5,27.2,11.2
E00062833,71.1,12.9,16.1
E00062834,61.6,24.4,14
E00062835,58,27.4,14.6
E00062837,66.3,18.9,14.8
E00062838,88.8,1.8,9.4
E00062839,82.6,4.7,12.8
E00062840,89.1,4.9,6
E00062841,63.9,13.7,22.4
E00062842,91.4,0,8.6
E00062843,90.5,2.2,7.4
E00062844,79.3,9.9,10.7
E00062845,78.7,5.9,15.4
E00062846,85.7,5.3,9
E00062847,83.9,3.7,12.4
E00062848,75.6,3.6,20.8
E00062849,85.1,1.6,13.3
E00062850,71.3,7.8,20.9
E00062852,69.6,3.9,26.4
E00062853,88.6,3.4,8
E00062855,79.1,4.5,16.4
E00062856,86.4,5.3,8.3
E00062857,83.7,4.3,12.1
E00062858,63.7,16.1,20.2
E00062859,89.6,3.2,7.2
E00062860,73.1,10.8,16.2
E00062861,70.2,4.6,25.2
E00062862,80.6,8.9,10.5
E00062864,74,8.5,17.5
E00062865,87.4,5.5,7.1
E00062867,72.2,5.9,21.8
E00062868,79.8,6.3,13.9
E00062869,69.4,6,24.5
E00062870,73.9,6.5,19.5
E00062873,79.3,8.1,12.6
E00062874,86.7,6.7,6.7
E00062875,86.6,3.9,9.5
E00062876,78.7,3.9,17.3
E00062890,84.2,3.1,12.7
