areacd,sex-001,sex-002
E00009228,54.8,45.2
E00009229,52.5,47.5
E00009231,56.1,43.9
E00009232,51.2,48.8
E00009234,52.9,47.1
E00009237,51.8,48.2
E00009239,55.3,44.7
E00009241,52.3,47.7
E00009243,53.7,46.3
E00009244,53.4,46.6
E00009245,49.3,50.7
E00009246,58.3,41.7
E00009249,53.2,46.8
E00009250,56.8,43.2
E00009251,51,49
E00009252,55.5,44.5
E00009256,56.7,43.3
E00009258,55.5,44.5
E00009259,55.7,44.3
E00009260,51.7,48.3
E00009261,49,51
E00009263,52.4,47.6
E00009268,49,51
E00009270,53.7,46.3
E00009315,53.2,46.8
E00009316,55.1,44.9
E00009317,56.1,43.9
E00009318,53.6,46.4
E00009319,52.1,47.9
E00009320,53.7,46.3
E00009321,47.9,52.1
E00009322,46.8,53.2
E00009324,54.3,45.7
E00009325,54.8,45.2
E00009326,60.1,39.9
E00009327,55.2,44.8
E00009328,56.8,43.2
E00009329,52.4,47.6
E00009330,53.1,46.9
E00009331,56.5,43.5
E00009332,48.8,51.2
E00009333,59.7,40.3
E00009335,53.2,46.8
E00009336,53.5,46.5
E00009337,46.7,53.3
E00009338,50.3,49.7
E00009339,55.6,44.4
E00009340,53.7,46.3
E00009342,55.1,44.9
E00009343,49.8,50.2
E00009344,49.8,50.2
E00009345,51.5,48.5
E00009346,60.6,39.4
E00009348,58.6,41.4
E00009349,56.4,43.6
E00009350,44.8,55.2
E00009351,53.7,46.3
E00009352,43.4,56.6
E00009353,54.3,45.7
E00009354,53,47
E00009355,55.2,44.8
E00009356,57.3,42.7
E00009357,56.3,43.7
E00009358,51.6,48.4
E00009385,55.9,44.1
E00009386,49.4,50.6
E00009387,50.1,49.9
E00009388,52.7,47.3
E00009390,50.6,49.4
E00009392,52.7,47.3
E00009394,47.8,52.2
E00009398,52.1,47.9
E00009399,52.9,47.1
E00009400,50.9,49.1
E00009402,49.4,50.6
E00009403,52.1,47.9
E00009404,51.7,48.3
E00009405,54.3,45.7
E00009406,50,50
E00009407,53.2,46.8
E00009408,52,48
E00009409,49.8,50.2
E00009410,56,44
E00009411,49.8,50.2
E00009412,48,52
E00009413,49,51
E00009414,51.6,48.4
E00009415,51.2,48.8
E00009416,50.2,49.8
E00009417,52.5,47.5
E00009418,50.9,49.1
E00009419,51.2,48.8
E00009420,50.8,49.2
E00009421,53.5,46.5
E00009423,49.5,50.5
E00009425,55.3,44.7
E00009426,52.8,47.2
E00009427,54.1,45.9
E00009428,51.5,48.5
E00009431,52.9,47.1
E00009433,56,44
E00009434,55.2,44.8
E00009435,54.4,45.6
E00009436,57.2,42.8
E00009437,51.8,48.2
E00009440,58.4,41.6
E00009441,58.4,41.6
E00009442,56.6,43.4
E00009443,51.4,48.6
E00009444,45,55
E00009446,52,48
E00009447,52.5,47.5
E00009448,52.8,47.2
E00009450,49.7,50.3
E00009451,49.8,50.2
E00009453,52.6,47.4
E00009454,54,46
E00009456,53.8,46.2
E00009458,52.6,47.4
E00009518,50,50
E00009538,52.3,47.7
E00009539,52.2,47.8
E00009540,49.2,50.8
E00009541,49,51
E00009542,50.7,49.3
E00009543,55.5,44.5
E00009544,52.1,47.9
E00009545,48.4,51.6
E00009546,49.8,50.2
E00009547,53.1,46.9
E00009548,50.7,49.3
E00009549,43.5,56.5
E00009550,50,50
E00009551,48.2,51.8
E00009552,52.1,47.9
E00009553,46.3,53.7
E00009554,53,47
E00009555,52,48
E00009556,54.4,45.6
E00009557,56.4,43.6
E00009558,58.5,41.5
E00009559,50.9,49.1
E00009560,55.2,44.8
E00009561,52.9,47.1
E00009562,47.7,52.3
E00009563,50.9,49.1
E00009564,50.6,49.4
E00009565,56,44
E00009566,55.8,44.2
E00009567,54.4,45.6
E00009568,54.9,45.1
E00009569,48.9,51.1
E00009570,53.5,46.5
E00009571,50,50
E00009572,56.4,43.6
E00009573,60.2,39.8
E00009574,53.8,46.2
E00009575,53.1,46.9
E00009576,56.4,43.6
E00009577,53.2,46.8
E00009578,52.5,47.5
E00009579,53.1,46.9
E00009580,55.4,44.6
E00009738,52.9,47.1
E00009739,59.1,40.9
E00009740,49,51
E00009746,52.2,47.8
E00014043,53.2,46.8
E00014044,51.9,48.1
E00014045,53.7,46.3
E00014047,49.3,50.7
E00014048,54,46
E00014049,54.1,45.9
E00014050,44.5,55.5
E00014051,45.2,54.8
E00014052,52.1,47.9
E00014053,58,42
E00014054,53.4,46.6
E00014055,58.7,41.3
E00014056,52.7,47.3
E00014057,47,53
E00014058,50.3,49.7
E00014061,53.4,46.6
E00014062,52.7,47.3
E00014063,62.2,37.8
E00014064,57,43
E00014065,59.7,40.3
E00014066,53.5,46.5
E00014067,57.6,42.4
E00014068,55.2,44.8
E00014069,51.5,48.5
E00014070,50.8,49.2
E00014071,49.4,50.6
E00014072,52.2,47.8
E00014073,49.2,50.8
E00014074,52.6,47.4
E00014075,51.6,48.4
E00014076,51.7,48.3
E00014077,59.8,40.2
E00014080,54.3,45.7
E00014081,46.6,53.4
E00014101,46.3,53.7
E00014103,54.8,45.2
E00014104,51.6,48.4
E00014105,52.9,47.1
E00014116,51.9,48.1
E00014117,54.1,45.9
E00014118,52.5,47.5
E00014119,52.2,47.8
E00014120,55.4,44.6
E00014121,50,50
E00014122,50,50
E00014123,46.8,53.2
E00014124,55.1,44.9
E00014125,52.7,47.3
E00014126,53.8,46.2
E00014127,54.7,45.3
E00014128,51.6,48.4
E00014129,52.9,47.1
E00014130,55.2,44.8
E00014131,60.1,39.9
E00014132,45.4,54.6
E00014133,53.8,46.2
E00014134,54.7,45.3
E00014135,54,46
E00014136,54.5,45.5
E00014137,53.3,46.7
E00014138,45.6,54.4
E00014140,52.7,47.3
E00014141,55.1,44.9
E00014142,53.2,46.8
E00014143,47.8,52.2
E00014144,52.3,47.7
E00014145,52.1,47.9
E00014146,48.8,51.2
E00014147,52.4,47.6
E00014148,52.9,47.1
E00014149,43.6,56.4
E00014183,47.9,52.1
E00014184,42.9,57.1
E00014185,54.5,45.5
E00014186,51.6,48.4
E00014187,51,49
E00014188,48.2,51.8
E00014189,54.3,45.7
E00014190,52.8,47.2
E00014191,53.5,46.5
E00014192,55,45
E00014193,51,49
E00014194,52.9,47.1
E00014195,49.6,50.4
E00014196,56.2,43.8
E00014197,52.1,47.9
E00014198,51.8,48.2
E00014199,51.7,48.3
E00014200,54.2,45.8
E00014201,45.8,54.2
E00014202,59.4,40.6
E00014203,59.1,40.9
E00014204,52.8,47.2
E00014205,51.1,48.9
E00014206,56.4,43.6
E00014207,53.5,46.5
E00014208,49.2,50.8
E00014209,50.6,49.4
E00014210,53.1,46.9
E00014211,52.9,47.1
E00014212,52.8,47.2
E00014213,56,44
E00014214,52.9,47.1
E00014215,50.3,49.7
E00014217,46.7,53.3
E00014218,52,48
E00014219,57.1,42.9
E00014220,52.1,47.9
E00014237,53.4,46.6
E00014239,55.9,44.1
E00014241,50.3,49.7
E00014258,46.7,53.3
E00014260,47.5,52.5
E00014261,53.8,46.2
E00014262,55.2,44.8
E00014263,54.7,45.3
E00014264,54.2,45.8
E00014265,51,49
E00014266,57,43
E00014267,43.6,56.4
E00014268,54.3,45.7
E00014269,52,48
E00014270,52.4,47.6
E00014271,52.6,47.4
E00014272,42.2,57.8
E00014273,46.4,53.6
E00014274,56.9,43.1
E00014275,52.8,47.2
E00014276,55.1,44.9
E00014277,54.5,45.5
E00014278,52.3,47.7
E00014279,49.1,50.9
E00014280,52.8,47.2
E00014282,54.3,45.7
E00014284,49.6,50.4
E00014285,55.1,44.9
E00014286,44.6,55.4
E00014287,52.2,47.8
E00014289,61.6,38.4
E00014290,50.3,49.7
E00014291,50.7,49.3
E00014292,46.3,53.7
E00014293,48.6,51.4
E00014294,58.5,41.5
E00014295,60.7,39.3
E00014296,53.6,46.4
E00014297,55,45
E00014298,53.6,46.4
E00014299,51.9,48.1
E00014372,53.3,46.7
E00014373,53.7,46.3
E00014374,52.9,47.1
E00014375,59.2,40.8
E00014376,57.9,42.1
E00014377,55.4,44.6
E00014378,50.9,49.1
E00014379,48.9,51.1
E00014380,49.4,50.6
E00014381,55.5,44.5
E00014382,53,47
E00014383,53.4,46.6
E00014384,56.1,43.9
E00014385,51.6,48.4
E00014386,51.6,48.4
E00014387,54.7,45.3
E00014388,53.3,46.7
E00014389,49.7,50.3
E00014390,49.9,50.1
E00014391,51.1,48.9
E00014392,55.8,44.2
E00014393,54.1,45.9
E00014394,57.6,42.4
E00014395,50.3,49.7
E00014396,57,43
E00014397,56.5,43.5
E00014398,60.2,39.8
E00014399,57.3,42.7
E00014400,51.1,48.9
E00014401,54.3,45.7
E00014402,62,38
E00014403,55.8,44.2
E00014404,56.1,43.9
E00014405,57.1,42.9
E00014406,52.6,47.4
E00014407,46.1,53.9
E00014408,52.3,47.7
E00014409,52.4,47.6
E00014410,48.3,51.7
E00014423,58,42
E00014424,51.3,48.7
E00014426,56.3,43.8
E00014427,49.4,50.6
E00014428,52.7,47.3
E00014429,56.5,43.5
E00014430,51.6,48.4
E00014507,55,45
E00014508,48.1,51.9
E00014509,51.8,48.2
E00014510,51.8,48.2
E00014511,64.2,35.8
E00014512,54.8,45.2
E00014513,47,53
E00014514,53.4,46.6
E00014516,54.4,45.6
E00014518,49.7,50.3
E00014520,56.8,43.2
E00014521,48.5,51.5
E00014522,53.9,46.1
E00014523,55.3,44.7
E00014524,54.9,45.1
E00014525,52.2,47.8
E00014526,50.4,49.6
E00014527,51.6,48.4
