areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00009228,52,22.4,11,8.7,5.8
E00009229,42.1,24,12.4,11.2,10.3
E00009231,59.4,25.9,6.1,3.8,4.7
E00009232,62.7,17.9,6.5,8.5,4.5
E00009234,59.7,21.2,11.2,3.2,4.7
E00009237,58.4,24.5,5.5,6.9,4.7
E00009239,46.2,21.4,10.5,13.2,8.6
E00009241,54.5,23.6,13.2,7,1.7
E00009243,52.3,14.4,22,9.8,1.5
E00009244,48.2,22.8,12.4,12.2,4.4
E00009245,50,15.1,13,11,11
E00009246,55.4,25.5,9.3,4.4,5.4
E00009249,59.2,21.4,8.5,4,7
E00009250,48.4,17.4,17.4,10.5,6.3
E00009251,40.3,25.7,5.9,20.1,8
E00009252,44.1,19.8,12.2,13.1,10.9
E00009256,53,27.9,6.5,6,6.5
E00009258,48.9,25.3,10.1,9.7,5.9
E00009259,40,38.6,9.5,5.9,5.9
E00009260,45.3,37.7,6.8,6.4,3.8
E00009261,32.4,18.1,16.7,16.2,16.7
E00009263,47.6,29,8.1,9.3,6
E00009268,46.9,22.4,12.6,9.8,8.4
E00009270,40.9,23.3,8.8,14.4,12.6
E00009315,39.5,24.1,16.2,13.7,6.5
E00009316,39.8,23.9,15.6,11.3,9.4
E00009317,36.5,29.4,13.5,14.3,6.3
E00009318,49,32.2,5.4,3.8,9.6
E00009319,51.8,19.1,8.9,9.9,10.2
E00009320,59.4,22.4,7.3,7.7,3.2
E00009321,42.4,34.7,8.4,8.8,5.7
E00009322,50.2,18.4,13.4,9.7,8.3
E00009324,39,28.7,11.3,12.7,8.3
E00009325,46.4,30.5,9.2,7.5,6.3
E00009326,60.7,27,5.6,4.4,2.4
E00009327,50.7,22.4,11.2,12.2,3.5
E00009328,28.8,22.8,12.6,12.3,23.5
E00009329,50,26.3,8.4,12.1,3.2
E00009330,37.1,24.5,12.7,14.3,11.4
E00009331,42.5,22.9,10.8,11.1,12.7
E00009332,41.3,23.1,14.4,13.9,7.2
E00009333,47,22.1,10.7,12.8,7.4
E00009335,55.5,32.7,5.1,4.3,2.4
