areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00009228,22.5,37.1,40.4
E00009229,23.3,54.8,21.9
E00009231,21.6,52.9,25.5
E00009232,20.7,63.8,15.5
E00009234,21.4,48.8,29.8
E00009237,13.6,63,23.5
E00009239,18.5,48.1,33.3
E00009241,16.9,39,44.1
E00009243,23.5,58.8,17.6
E00009244,31.4,52.4,16.2
E00009245,15.6,59.4,25
E00009246,14.5,43.5,42
E00009249,15.3,59.7,25
E00009250,17.6,62.7,19.6
E00009251,28.4,46.3,25.4
E00009252,28.2,42.3,29.6
E00009256,13,61.1,25.9
E00009258,10.3,58.8,30.9
E00009259,11.7,39.4,48.9
E00009260,20.2,38.3,41.5
E00009261,34.1,43.9,22
E00009263,21.1,55.3,23.7
E00009268,46.7,50,3.3
E00009270,24,56,20
E00009315,25.9,49.1,25
E00009316,26.3,50,23.7
E00009317,25.3,48.3,26.4
E00009318,24.1,56.6,19.3
E00009319,17.7,59.5,22.8
E00009320,18.7,68.1,13.2
E00009321,17.6,50,32.4
E00009322,32.2,45.8,22
E00009324,28.3,32.6,39.1
E00009325,29.4,43.5,27.1
E00009326,14.3,59.7,26
E00009327,23.4,48.1,28.6
E00009328,26.6,33,40.4
E00009329,6.3,70.8,22.9
E00009330,17.4,53.6,29
E00009331,34.6,33.7,31.7
E00009332,26,42,32
E00009333,25.7,48.6,25.7
E00009335,16.9,46.1,37.1
E00009336,15.9,43.7,40.5
E00009337,20,52.3,27.7
E00009338,6.3,77.8,15.9
E00009339,11.7,66.7,21.7
E00009340,17.2,43.3,39.6
E00009342,26.1,47.8,26.1
E00009343,9.8,56.9,33.3
E00009344,23.4,45.7,30.9
E00009345,26,50,24
E00009346,18.2,43.2,38.6
E00009348,14.4,45.6,40
E00009349,18.5,48.7,32.8
E00009350,36.1,43.1,20.8
E00009351,23.1,44,33
E00009352,11.4,48.6,40
E00009353,19.8,47.2,33
E00009354,20.5,41,38.5
E00009355,8.2,47.3,44.5
E00009356,10.3,42.6,47.1
E00009357,16.7,63.6,19.7
E00009358,15.9,63.4,20.7
E00009385,16.1,45.2,38.7
E00009386,22.9,47.9,29.2
E00009387,14.6,45.1,40.2
E00009388,21.7,53,25.3
E00009390,19.4,50.5,30.1
