areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00009228,88.7,7.8,3.5
E00009229,86.5,9.4,4.1
E00009231,89.6,7.1,3.3
E00009232,92.5,6,1.5
E00009234,85.4,8.2,6.4
E00009237,92.3,4,3.7
E00009239,89,8,3
E00009241,88.9,7,4.1
E00009243,89.6,6.7,3.7
E00009244,90.7,8,1.3
E00009245,86.1,8.3,5.6
E00009246,79.4,13.2,7.4
E00009249,79.2,14.4,6.4
E00009250,86.3,8.9,4.7
E00009251,89.3,7.6,3.1
E00009252,93.9,4.5,1.5
E00009256,90.7,7.9,1.4
E00009258,87.9,9.2,2.9
E00009259,77.8,14.5,7.7
E00009260,80.1,13.6,6.4
E00009261,89.6,7.9,2.5
E00009263,88.4,9.2,2.4
E00009268,90.1,9.2,0.7
E00009270,91.2,6.5,2.3
E00009315,88.3,6.8,4.9
E00009316,89,7.8,3.2
E00009317,84.9,9.5,5.6
E00009318,81.5,13.9,4.6
E00009319,92.7,5,2.3
E00009320,90.1,8,1.9
E00009321,77,15.7,7.3
E00009322,90.9,6.8,2.3
E00009324,87.3,8.3,4.3
E00009325,88.2,9.3,2.5
E00009326,83.4,10.3,6.3
E00009327,88.5,8.7,2.8
E00009328,93.3,6,0.7
E00009329,85.2,9,5.8
E00009330,94.2,3.8,2.1
E00009331,88.9,7,4.1
E00009332,86.1,11,2.9
E00009333,90.6,7.4,2
E00009335,82.5,11.5,6
E00009336,78.5,13.6,7.9
E00009337,93.2,6.1,0.8
E00009338,77.7,15.5,6.8
E00009339,89.3,5.8,4.9
E00009340,90.3,7.8,1.9
E00009342,90.5,5.6,3.9
E00009343,84.7,12.9,2.4
E00009344,92.4,5.6,2
E00009345,87.8,8.1,4.1
E00009346,79.2,14.6,6.3
E00009348,80.4,13.6,6
E00009349,76.1,14.3,9.6
E00009350,86.7,7.7,5.6
E00009351,86.1,9.5,4.4
E00009352,81,10.9,8.1
E00009353,91.8,6.4,1.8
E00009354,89.8,7.4,2.7
E00009355,87.4,9.9,2.8
E00009356,91.7,5.2,3.1
E00009357,87.8,8.9,3.3
E00009358,91.5,6.4,2.1
E00009385,77.4,13.9,8.7
E00009386,91.5,6.7,1.8
E00009387,85.4,10.8,3.8
E00009388,82.5,11.4,6.1
E00009390,91,5.9,3.1
E00009392,90,6.8,3.2
E00009394,93.5,6.5,0
E00009398,86.8,9.1,4.1
E00009399,92.9,4.2,2.9
E00009400,90.1,9,0.9
E00009402,84.7,8,7.3
E00009403,72.4,17.6,10
E00009404,78.4,12.9,8.7
E00009405,80.6,11.9,7.4
E00009406,84.1,11.1,4.8
E00009407,93.9,3.7,2.4
E00009408,86.8,6.4,6.8
E00009409,70.4,22.2,7.4
E00009410,77.7,17.1,5.2
E00009411,78.9,12.3,8.8
E00009412,92.5,6.2,1.3
E00009413,88.9,7.4,3.7
E00009414,79.2,13.2,7.5
E00009415,90.3,6.1,3.6
E00009416,94.2,4.7,1.2
E00009417,82,8.5,9.5
E00009418,80.8,14,5.3
E00009419,90.5,7.1,2.4
E00009420,94,4,2
E00009421,92.6,4.8,2.6
E00009423,76.3,15.5,8.2
E00009425,84.9,9,6.1
E00009426,88.1,7.4,4.5
E00009427,80.5,10.3,9.2
E00009428,81.9,11.8,6.4
E00009431,91,6.7,2.3
E00009433,84,11.3,4.7
E00009434,77.3,12.9,9.8
E00009435,91.8,6.2,2.1
E00009436,84,11.2,4.8
E00009437,91.6,6.9,1.5
E00009440,89,8.7,2.3
E00009441,87.2,9.2,3.6
E00009442,75.3,16,8.6
E00009443,82.1,13,4.9
E00009444,87.9,9.2,3
E00009446,84.9,10.4,4.8
E00009447,87.3,8.9,3.8
E00009448,86.8,10.5,2.7
E00009450,91.3,6,2.7
E00009451,90.8,7,2.2
E00009453,90.8,7.4,1.8
E00009454,92.3,4.8,2.8
E00009456,88.2,9.7,2.1
E00009458,75.9,16.2,7.9
E00009518,85.1,10.8,4.2
E00009538,81.1,12.6,6.3
E00009539,84.8,10.7,4.5
E00009540,87.6,7.9,4.5
E00009541,85.1,11.3,3.6
E00009542,91.7,5.9,2.4
E00009543,89.7,7.5,2.9
E00009544,92.2,5.1,2.7
E00009545,97.2,2.4,0.4
E00009546,94.2,3.1,2.7
E00009547,90.6,6.6,2.8
E00009548,87.3,9,3.8
E00009549,84,11.3,4.7
E00009550,91.7,7.7,0.6
E00009551,87.1,10,2.9
E00009552,91.4,6.6,1.9
E00009553,83.6,12.5,3.9
E00009554,87.2,8.4,4.4
E00009555,86.1,11.5,2.5
E00009556,82,12.4,5.6
E00009557,84,11,5
E00009558,86.5,9.8,3.7
E00009559,88.6,10.2,1.2
E00009560,78.4,15.2,6.4
E00009561,88.5,8.9,2.5
E00009562,90.4,6.1,3.6
E00009563,89.8,6.6,3.6
E00009564,81.4,12.9,5.7
E00009565,93.3,6.7,0
E00009566,80.1,11.4,8.5
E00009567,87.6,7.6,4.8
E00009568,90.2,7.4,2.3
E00009569,89.2,7.8,3
E00009570,82.9,10.9,6.2
E00009571,89.5,8.6,1.9
E00009572,92.3,5.9,1.8
E00009573,81,12.4,6.6
E00009574,79.9,12.8,7.4
E00009575,78.5,12.1,9.4
E00009576,80.2,14.8,5
E00009577,86,9.9,4.1
E00009578,94,4.3,1.7
E00009579,94.7,4.8,0.4
E00009580,86.5,9.1,4.3
E00009738,76.1,14,9.9
E00009739,83,12.5,4.5
E00009740,71.4,16.6,12.1
E00009746,78,11.9,10.1
E00014043,90.2,8.8,1
E00014044,92,6.3,1.7
E00014045,93,5.2,1.7
E00014047,93.4,3.9,2.6
E00014048,92.1,6.3,1.6
E00014049,87.5,10.2,2.4
E00014050,85.1,9.7,5.2
E00014051,87.1,8.1,4.8
